ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,26,West US,West US Store 18,2019-05-29,Baby,Diapers,12,10,64184310
1,6,West US,West US Store 18,2019-02-16,Furniture,Patio furniture,3,15,71845663
2,32,West US,West US Store 18,2019-03-21,Electronics,Computers,4,50,59630608
3,24,West US,West US Store 18,2019-06-05,Clothing,Swimwear,10,25,96260720
4,54,West US,West US Store 18,2019-03-12,Furniture,Pool furniture,7,15,32793134
5,59,West US,West US Store 18,2019-03-31,Beauty/Health,Feminine Products,5,10,17653463
6,46,West US,West US Store 18,2019-04-10,Beauty/Health,Fragrances,7,14,51530842
7,94,West US,West US Store 18,2019-02-14,Beauty/Health,Makeup,5,10,85401663
8,54,West US,West US Store 18,2019-02-26,Beauty/Health,Oral care,6,14,10681557
9,46,West US,West US Store 18,2019-03-09,Furniture,Indoor tables,6,30,57916276
10,98,West US,West US Store 18,2019-01-09,Beauty/Health,Skincare,4,14,78370539
11,16,West US,West US Store 18,2019-02-26,Baby,Car seats,6,15,57597926
12,13,West US,West US Store 18,2019-07-06,Baby,Diaper bags,5,30,49225224
13,21,West US,West US Store 18,2019-01-22,Beauty/Health,Feminine Products,6,10,48384119
14,55,West US,West US Store 18,2019-05-30,Furniture,Patio furniture,5,15,11722788
15,1,West US,West US Store 18,2019-04-15,Beauty/Health,Skincare,8,10,68544698
16,59,West US,West US Store 18,2019-01-11,Clothing,Swimwear,6,13,68904732
17,100,West US,West US Store 18,2019-02-08,Electronics,Speakers,4,100,37774156
18,37,West US,West US Store 18,2019-06-23,Beauty/Health,Fragrances,8,10,28658451
19,53,West US,West US Store 18,2019-06-23,Baby,Diapers,11,30,38306936
20,54,West US,West US Store 18,2019-03-22,Baby,Diaper bags,6,5,55012440
21,85,West US,West US Store 18,2019-05-05,Electronics,Headphones,3,50,19769948
22,95,West US,West US Store 18,2019-05-06,Baby,Cribs,10,15,88937326
23,12,West US,West US Store 18,2019-04-23,Electronics,Tablets,3,200,20713722
24,51,West US,West US Store 18,2019-07-12,Clothing,Swimwear,6,10,67281303
25,82,West US,West US Store 18,2019-07-03,Beauty/Health,Feminine Products,8,10,48002776
26,92,West US,West US Store 18,2019-01-07,Clothing,Kids,3,25,34518712
27,86,West US,West US Store 18,2019-02-27,Furniture,Indoor tables,5,15,14085682
28,55,West US,West US Store 18,2019-01-23,Baby,Car seats,3,12,43976334
29,93,West US,West US Store 18,2019-07-10,Clothing,Shoes,11,20,71523232
30,88,West US,West US Store 18,2019-06-03,Clothing,Shoes,6,25,54763896
31,56,West US,West US Store 18,2019-02-18,Clothing,Swimwear,3,25,80012863
