ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,27,West Europe,West Europe Store 90,2019-03-16,Beauty/Health,Haircare,1,15,29928569
1,47,West Europe,West Europe Store 90,2019-04-14,Baby,Strollers,5,10,85839493
2,94,West Europe,West Europe Store 90,2019-05-07,Clothing,Mens,8,10,22474736
3,95,West Europe,West Europe Store 90,2019-05-13,Baby,Diaper bags,7,15,40631404
4,67,West Europe,West Europe Store 90,2019-07-04,Beauty/Health,Haircare,3,10,66824899
5,7,West Europe,West Europe Store 90,2019-02-10,Beauty/Health,Haircare,1,10,96634699
6,37,West Europe,West Europe Store 90,2019-05-01,Beauty/Health,Bath,9,10,40701586
7,31,West Europe,West Europe Store 90,2019-04-12,Beauty/Health,Fragrances,7,10,14758270
8,96,West Europe,West Europe Store 90,2019-05-16,Baby,Car seats,5,30,85494714
9,98,West Europe,West Europe Store 90,2019-02-25,Clothing,Baby,2,13,25505095
10,86,West Europe,West Europe Store 90,2019-05-26,Furniture,Indoor seating,8,100,48647429
11,88,West Europe,West Europe Store 90,2019-05-25,Beauty/Health,Feminine Products,6,10,79576125
12,79,West Europe,West Europe Store 90,2019-03-17,Beauty/Health,Fragrances,5,10,67563113
13,56,West Europe,West Europe Store 90,2019-01-03,Electronics,Computers,2,100,39461661
14,42,West Europe,West Europe Store 90,2019-05-24,Beauty/Health,Oral care,3,10,36234696
15,26,West Europe,West Europe Store 90,2019-04-19,Beauty/Health,Bath,9,14,66757564
16,25,West Europe,West Europe Store 90,2019-04-22,Furniture,Beds,9,30,14366776
17,56,West Europe,West Europe Store 90,2019-02-15,Furniture,Indoor seating,3,100,77754880
18,44,West Europe,West Europe Store 90,2019-05-20,Furniture,Pool furniture,9,15,54298453
19,95,West Europe,West Europe Store 90,2019-01-26,Clothing,Womens,3,25,62143607
20,59,West Europe,West Europe Store 90,2019-02-14,Furniture,Beds,1,15,14232170
21,36,West Europe,West Europe Store 90,2019-02-22,Clothing,Baby,2,20,42909208
22,77,West Europe,West Europe Store 90,2019-01-27,Beauty/Health,Makeup,4,15,46249638
23,18,West Europe,West Europe Store 90,2019-03-17,Baby,Baby toys,3,15,70088737
24,52,West Europe,West Europe Store 90,2019-06-08,Furniture,Patio furniture,10,15,83612144
25,19,West Europe,West Europe Store 90,2019-06-16,Baby,Strollers,4,15,14155413
26,48,West Europe,West Europe Store 90,2019-07-16,Furniture,Patio furniture,4,100,68445733
27,49,West Europe,West Europe Store 90,2019-02-07,Furniture,Pool furniture,2,100,13223271
28,77,West Europe,West Europe Store 90,2019-05-28,Beauty/Health,Feminine Products,6,14,57065743
29,22,West Europe,West Europe Store 90,2019-05-23,Electronics,Cell Phones,2,200,14567373
30,41,West Europe,West Europe Store 90,2019-06-21,Beauty/Health,Makeup,10,10,65183362
31,58,West Europe,West Europe Store 90,2019-03-21,Beauty/Health,Fragrances,5,10,47326889
32,53,West Europe,West Europe Store 90,2019-07-06,Clothing,Baby,4,13,96282644
33,99,West Europe,West Europe Store 90,2019-01-05,Furniture,Indoor seating,1,100,82369766
34,41,West Europe,West Europe Store 90,2019-03-25,Beauty/Health,Haircare,5,10,81130939
35,22,West Europe,West Europe Store 90,2019-02-04,Baby,Diapers,3,30,84734040
36,97,West Europe,West Europe Store 90,2019-02-03,Furniture,Indoor tables,1,30,82770112
37,68,West Europe,West Europe Store 90,2019-07-01,Baby,Strollers,9,30,29379369
38,39,West Europe,West Europe Store 90,2019-01-04,Beauty/Health,Feminine Products,5,10,85712731
39,3,West Europe,West Europe Store 90,2019-02-28,Furniture,Pool furniture,5,100,87932837
40,33,West Europe,West Europe Store 90,2019-05-29,Clothing,Kids,8,13,56415364
41,57,West Europe,West Europe Store 90,2019-03-16,Clothing,Baby,1,13,56338901
42,34,West Europe,West Europe Store 90,2019-01-21,Clothing,Swimwear,4,20,81008261
43,53,West Europe,West Europe Store 90,2019-06-08,Electronics,Headphones,2,200,43612485
44,77,West Europe,West Europe Store 90,2019-04-27,Clothing,Swimwear,3,13,74324353
45,73,West Europe,West Europe Store 90,2019-01-11,Beauty/Health,Feminine Products,2,10,63362320
46,42,West Europe,West Europe Store 90,2019-04-23,Clothing,Swimwear,3,12,76009289
