ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,65,West US,West US Store 56,2019-02-07,Furniture,Beds,3,100,29384080
1,55,West US,West US Store 56,2019-06-13,Furniture,Indoor seating,6,100,21612065
2,31,West US,West US Store 56,2019-01-23,Beauty/Health,Makeup,5,10,84991858
3,96,West US,West US Store 56,2019-01-14,Furniture,Indoor tables,6,40,38468852
4,40,West US,West US Store 56,2019-06-05,Baby,Baby toys,6,5,25114664
5,13,West US,West US Store 56,2019-05-25,Furniture,Indoor tables,6,30,72439598
6,2,West US,West US Store 56,2019-01-06,Clothing,Shoes,6,25,19127804
7,2,West US,West US Store 56,2019-01-31,Electronics,Televisions,4,100,92599031
8,62,West US,West US Store 56,2019-03-01,Furniture,Pool furniture,4,100,22969133
9,96,West US,West US Store 56,2019-06-18,Electronics,Headphones,4,200,27943315
10,75,West US,West US Store 56,2019-05-25,Clothing,Swimwear,8,25,70319790
11,5,West US,West US Store 56,2019-03-09,Baby,Cribs,7,10,59147378
12,100,West US,West US Store 56,2019-03-09,Beauty/Health,Feminine Products,7,10,82060315
13,39,West US,West US Store 56,2019-04-26,Furniture,Indoor seating,8,100,87194933
14,90,West US,West US Store 56,2019-04-15,Baby,Strollers,9,15,20119546
15,56,West US,West US Store 56,2019-01-26,Beauty/Health,Skincare,7,10,30405915
16,6,West US,West US Store 56,2019-01-22,Electronics,Speakers,3,300,18234325
17,16,West US,West US Store 56,2019-02-24,Beauty/Health,Feminine Products,5,6,79691989
18,37,West US,West US Store 56,2019-05-30,Beauty/Health,Skincare,11,6,38231016
19,91,West US,West US Store 56,2019-05-26,Clothing,Kids,5,10,35283371
20,60,West US,West US Store 56,2019-03-17,Beauty/Health,Bath,6,10,55360953
21,53,West US,West US Store 56,2019-03-10,Beauty/Health,Bath,5,6,29271411
22,79,West US,West US Store 56,2019-05-17,Beauty/Health,Feminine Products,6,10,58074632
23,25,West US,West US Store 56,2019-02-13,Clothing,Swimwear,3,25,35069283
24,10,West US,West US Store 56,2019-01-06,Baby,Car seats,4,12,94690327
25,45,West US,West US Store 56,2019-02-15,Baby,Diaper bags,6,30,48908539
26,86,West US,West US Store 56,2019-03-26,Beauty/Health,Fragrances,4,15,98563344
27,2,West US,West US Store 56,2019-06-06,Clothing,Shoes,8,25,16866600
28,20,West US,West US Store 56,2019-01-12,Clothing,Shoes,6,25,79287443
29,35,West US,West US Store 56,2019-05-15,Furniture,Beds,12,15,14424637
