ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,17,West US,West US Store 31,2019-05-10,Beauty/Health,Bath,6,15,72077089
1,84,West US,West US Store 31,2019-07-05,Clothing,Kids,11,10,80097874
2,8,West US,West US Store 31,2019-04-12,Electronics,Televisions,4,200,70159118
3,20,West US,West US Store 31,2019-07-16,Baby,Cribs,8,10,62588776
4,101,West US,West US Store 31,2019-04-06,Clothing,Mens,3,20,40089177
5,88,West US,West US Store 31,2019-04-05,Electronics,Televisions,4,200,35635684
6,88,West US,West US Store 31,2019-05-19,Electronics,Cell Phones,3,100,12332817
7,71,West US,West US Store 31,2019-05-12,Electronics,Cell Phones,4,50,65427130
8,8,West US,West US Store 31,2019-05-31,Beauty/Health,Haircare,9,14,87264545
9,88,West US,West US Store 31,2019-06-06,Electronics,Headphones,3,50,88608216
10,84,West US,West US Store 31,2019-04-29,Baby,Diaper bags,10,30,66367098
11,83,West US,West US Store 31,2019-06-17,Beauty/Health,Bath,9,6,26512511
12,55,West US,West US Store 31,2019-01-09,Clothing,Womens,7,20,34736036
13,46,West US,West US Store 31,2019-02-06,Baby,Baby toys,4,30,45744576
14,70,West US,West US Store 31,2019-04-04,Electronics,Televisions,4,50,25790575
15,36,West US,West US Store 31,2019-04-05,Clothing,Kids,5,10,49496660
16,98,West US,West US Store 31,2019-06-11,Furniture,Patio furniture,7,40,74640379
17,47,West US,West US Store 31,2019-05-20,Clothing,Swimwear,5,25,45200589
18,63,West US,West US Store 31,2019-03-10,Baby,Baby toys,6,5,83891979
19,74,West US,West US Store 31,2019-04-10,Beauty/Health,Oral care,10,10,48353352
20,55,West US,West US Store 31,2019-03-30,Furniture,Indoor tables,7,100,99062956
21,76,West US,West US Store 31,2019-05-11,Furniture,Patio furniture,9,100,98744051
22,34,West US,West US Store 31,2019-07-06,Clothing,Womens,7,12,51987092
23,15,West US,West US Store 31,2019-02-01,Clothing,Shoes,5,25,66299830
24,31,West US,West US Store 31,2019-04-29,Furniture,Pool furniture,8,100,76473763
25,93,West US,West US Store 31,2019-01-19,Furniture,Indoor tables,4,15,68653270
26,15,West US,West US Store 31,2019-04-07,Clothing,Baby,3,10,78778808
27,61,West US,West US Store 31,2019-05-14,Baby,Car seats,6,30,46512369
28,84,West US,West US Store 31,2019-04-07,Clothing,Mens,3,25,21084432
29,4,West US,West US Store 31,2019-02-09,Beauty/Health,Skincare,6,10,78585774
30,69,West US,West US Store 31,2019-02-11,Electronics,Speakers,3,100,28070593
31,59,West US,West US Store 31,2019-03-08,Beauty/Health,Oral care,7,10,39976324
32,52,West US,West US Store 31,2019-03-03,Electronics,Speakers,3,50,68204502
33,32,West US,West US Store 31,2019-05-10,Beauty/Health,Haircare,6,6,17036079
34,25,West US,West US Store 31,2019-07-16,Furniture,Pool furniture,12,100,53980749
35,65,West US,West US Store 31,2019-03-04,Beauty/Health,Skincare,4,10,22245915
36,43,West US,West US Store 31,2019-01-23,Baby,Baby toys,7,10,34136047
37,34,West US,West US Store 31,2019-01-13,Clothing,Swimwear,7,12,54191609
38,20,West US,West US Store 31,2019-06-22,Electronics,Cell Phones,4,200,34162880
39,48,West US,West US Store 31,2019-02-22,Baby,Car seats,5,12,51834896
40,53,West US,West US Store 31,2019-04-08,Electronics,Televisions,3,200,18791877
41,76,West US,West US Store 31,2019-07-11,Furniture,Beds,7,100,56227997
42,23,West US,West US Store 31,2019-06-28,Beauty/Health,Feminine Products,9,10,48533407
43,90,West US,West US Store 31,2019-06-16,Furniture,Indoor tables,5,15,79688806
44,62,West US,West US Store 31,2019-03-21,Furniture,Pool furniture,5,15,77947494
45,3,West US,West US Store 31,2019-01-12,Beauty/Health,Oral care,6,15,84316962
