ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,76,North Europe,North Europe Store 39,2019-05-07,Electronics,Televisions,2,300,69450808
1,54,North Europe,North Europe Store 39,2019-05-14,Beauty/Health,Bath,10,10,50344758
2,97,North Europe,North Europe Store 39,2019-02-16,Furniture,Patio furniture,4,75,80446110
3,100,North Europe,North Europe Store 39,2019-06-16,Baby,Cribs,4,12,78371504
4,93,North Europe,North Europe Store 39,2019-04-02,Beauty/Health,Feminine Products,4,6,60223613
5,69,North Europe,North Europe Store 39,2019-05-29,Electronics,Speakers,1,100,51114131
6,57,North Europe,North Europe Store 39,2019-02-04,Furniture,Indoor tables,4,30,90068483
7,24,North Europe,North Europe Store 39,2019-07-11,Clothing,Mens,7,25,69751915
8,28,North Europe,North Europe Store 39,2019-05-10,Baby,Car seats,5,15,34547315
9,18,North Europe,North Europe Store 39,2019-06-20,Electronics,Tablets,2,300,19886476
10,75,North Europe,North Europe Store 39,2019-03-19,Baby,Car seats,5,30,78991682
11,35,North Europe,North Europe Store 39,2019-06-08,Clothing,Baby,8,10,40691827
12,68,North Europe,North Europe Store 39,2019-04-10,Baby,Car seats,10,12,22108540
13,73,North Europe,North Europe Store 39,2019-02-09,Electronics,Headphones,2,300,54002145
14,39,North Europe,North Europe Store 39,2019-04-03,Electronics,Headphones,2,50,71401112
15,10,North Europe,North Europe Store 39,2019-05-04,Electronics,Cell Phones,1,300,48611648
16,51,North Europe,North Europe Store 39,2019-05-13,Electronics,Headphones,2,100,77825824
17,5,North Europe,North Europe Store 39,2019-02-14,Electronics,Speakers,2,100,13268443
18,23,North Europe,North Europe Store 39,2019-06-07,Baby,Diaper bags,8,5,87737316
19,51,North Europe,North Europe Store 39,2019-01-01,Furniture,Indoor tables,4,40,53563386
20,18,North Europe,North Europe Store 39,2019-03-31,Furniture,Indoor tables,1,75,62932818
21,42,North Europe,North Europe Store 39,2019-04-14,Electronics,Computers,1,50,11829016
22,91,North Europe,North Europe Store 39,2019-06-26,Beauty/Health,Skincare,7,10,93830425
23,26,North Europe,North Europe Store 39,2019-04-24,Electronics,Headphones,1,100,72900336
24,33,North Europe,North Europe Store 39,2019-03-21,Baby,Diaper bags,3,12,99896054
25,1,North Europe,North Europe Store 39,2019-07-04,Furniture,Indoor seating,9,15,14162864
26,84,North Europe,North Europe Store 39,2019-01-11,Clothing,Mens,5,10,25285890
27,38,North Europe,North Europe Store 39,2019-03-13,Furniture,Beds,4,15,40036730
28,71,North Europe,North Europe Store 39,2019-01-05,Baby,Car seats,3,30,19487471
