ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,8,West US,West US Store 85,2019-03-25,Clothing,Shoes,4,12,76407700
1,14,West US,West US Store 85,2019-07-06,Beauty/Health,Oral care,11,6,14858288
2,49,West US,West US Store 85,2019-02-13,Furniture,Pool furniture,6,15,96553462
3,91,West US,West US Store 85,2019-06-02,Clothing,Womens,12,20,80119461
4,100,West US,West US Store 85,2019-03-28,Baby,Strollers,5,12,92454375
5,87,West US,West US Store 85,2019-02-18,Furniture,Pool furniture,3,40,62103990
6,60,West US,West US Store 85,2019-02-14,Beauty/Health,Makeup,4,10,10661315
7,25,West US,West US Store 85,2019-03-12,Beauty/Health,Fragrances,7,14,41948581
8,27,West US,West US Store 85,2019-05-20,Electronics,Televisions,3,50,53192816
9,49,West US,West US Store 85,2019-04-05,Furniture,Indoor seating,6,75,37949640
10,2,West US,West US Store 85,2019-03-07,Electronics,Cell Phones,3,50,32424143
11,95,West US,West US Store 85,2019-01-31,Baby,Diapers,6,30,86119301
12,63,West US,West US Store 85,2019-07-13,Baby,Diapers,6,30,38210203
13,48,West US,West US Store 85,2019-01-05,Baby,Cribs,7,30,95785926
14,3,West US,West US Store 85,2019-03-08,Furniture,Indoor seating,7,15,60491739
15,65,West US,West US Store 85,2019-01-29,Furniture,Pool furniture,4,100,34850029
16,81,West US,West US Store 85,2019-04-26,Baby,Baby toys,8,30,41345825
17,86,West US,West US Store 85,2019-01-29,Clothing,Womens,5,12,86392247
18,39,West US,West US Store 85,2019-04-20,Beauty/Health,Makeup,10,10,70075818
19,15,West US,West US Store 85,2019-02-15,Clothing,Baby,3,25,85757024
20,63,West US,West US Store 85,2019-01-05,Clothing,Shoes,3,12,29886922
21,24,West US,West US Store 85,2019-07-09,Electronics,Computers,3,50,14522843
22,48,West US,West US Store 85,2019-04-07,Baby,Diaper bags,3,12,81321307
23,57,West US,West US Store 85,2019-03-14,Baby,Car seats,3,5,37021727
24,1,West US,West US Store 85,2019-05-25,Electronics,Computers,4,200,63036325
25,100,West US,West US Store 85,2019-01-13,Beauty/Health,Skincare,5,14,76693365
26,100,West US,West US Store 85,2019-03-20,Clothing,Womens,6,13,96537969
27,33,West US,West US Store 85,2019-07-11,Clothing,Shoes,10,25,95289004
28,31,West US,West US Store 85,2019-05-23,Electronics,Televisions,3,50,25301513
29,101,West US,West US Store 85,2019-01-24,Beauty/Health,Oral care,6,14,57868189
30,4,West US,West US Store 85,2019-05-08,Electronics,Speakers,3,100,89356177
31,58,West US,West US Store 85,2019-03-16,Baby,Cribs,3,5,24002034
32,54,West US,West US Store 85,2019-05-17,Clothing,Swimwear,8,13,99363855
33,10,West US,West US Store 85,2019-07-09,Clothing,Kids,8,13,57677086
34,81,West US,West US Store 85,2019-01-29,Beauty/Health,Makeup,4,6,99205501
35,59,West US,West US Store 85,2019-05-14,Beauty/Health,Oral care,9,10,86321440
36,62,West US,West US Store 85,2019-01-14,Baby,Diaper bags,3,30,44017850
37,90,West US,West US Store 85,2019-02-26,Baby,Baby toys,4,30,20289899
38,75,West US,West US Store 85,2019-02-06,Beauty/Health,Makeup,4,10,63546671
39,64,West US,West US Store 85,2019-03-26,Beauty/Health,Skincare,3,10,11155729
40,96,West US,West US Store 85,2019-04-24,Electronics,Speakers,3,100,12135251
41,73,West US,West US Store 85,2019-02-06,Electronics,Computers,3,200,96583202
42,65,West US,West US Store 85,2019-03-02,Furniture,Indoor seating,7,40,83810190
43,1,West US,West US Store 85,2019-01-21,Furniture,Patio furniture,6,75,56358734
44,90,West US,West US Store 85,2019-05-20,Baby,Cribs,12,5,42171151
45,80,West US,West US Store 85,2019-03-01,Clothing,Swimwear,7,12,34561857
46,65,West US,West US Store 85,2019-05-12,Baby,Diaper bags,7,5,14335657
47,40,West US,West US Store 85,2019-01-14,Clothing,Baby,3,25,11886525
48,45,West US,West US Store 85,2019-06-30,Electronics,Tablets,4,200,26210703
49,86,West US,West US Store 85,2019-04-11,Electronics,Cell Phones,3,50,64473100
50,33,West US,West US Store 85,2019-03-25,Electronics,Televisions,4,200,57787719
51,99,West US,West US Store 85,2019-06-20,Clothing,Kids,9,13,81530008
52,57,West US,West US Store 85,2019-01-20,Clothing,Mens,6,25,78872056
53,49,West US,West US Store 85,2019-03-27,Beauty/Health,Fragrances,7,14,13173937
54,101,West US,West US Store 85,2019-02-17,Clothing,Mens,7,13,26861961
55,12,West US,West US Store 85,2019-02-03,Furniture,Patio furniture,5,100,47685502
56,79,West US,West US Store 85,2019-06-02,Furniture,Indoor tables,11,30,99398909
57,30,West US,West US Store 85,2019-01-10,Electronics,Speakers,4,100,70596872
58,73,West US,West US Store 85,2019-02-15,Baby,Diapers,6,30,59868539
59,65,West US,West US Store 85,2019-02-10,Beauty/Health,Feminine Products,4,10,40296051
60,73,West US,West US Store 85,2019-05-25,Clothing,Baby,9,20,17849527
61,83,West US,West US Store 85,2019-06-24,Clothing,Kids,7,13,71190004
62,2,West US,West US Store 85,2019-02-26,Clothing,Swimwear,4,20,24634563
63,35,West US,West US Store 85,2019-02-22,Beauty/Health,Bath,5,6,87898819
64,93,West US,West US Store 85,2019-05-29,Electronics,Computers,3,200,62612685
65,95,West US,West US Store 85,2019-04-20,Furniture,Pool furniture,8,40,97638965
66,59,West US,West US Store 85,2019-01-28,Furniture,Indoor seating,5,100,14318687
67,80,West US,West US Store 85,2019-07-01,Furniture,Indoor seating,5,40,26563000
68,82,West US,West US Store 85,2019-03-13,Baby,Diapers,7,10,98101603
69,78,West US,West US Store 85,2019-04-15,Baby,Strollers,10,30,52656082
70,4,West US,West US Store 85,2019-06-09,Furniture,Beds,6,75,61102562
71,40,West US,West US Store 85,2019-07-13,Electronics,Computers,3,100,64092460
72,32,West US,West US Store 85,2019-06-13,Beauty/Health,Skincare,10,14,47554089
73,22,West US,West US Store 85,2019-05-12,Beauty/Health,Feminine Products,11,10,24114194
74,49,West US,West US Store 85,2019-01-06,Clothing,Baby,5,10,14648021
75,66,West US,West US Store 85,2019-04-14,Furniture,Indoor seating,8,75,17754743
76,57,West US,West US Store 85,2019-03-01,Beauty/Health,Haircare,5,10,58777649
77,62,West US,West US Store 85,2019-04-19,Electronics,Computers,4,50,11860425
78,91,West US,West US Store 85,2019-05-17,Furniture,Indoor tables,5,100,20054984
79,21,West US,West US Store 85,2019-01-01,Electronics,Cell Phones,4,100,57260257
80,23,West US,West US Store 85,2019-06-17,Clothing,Swimwear,5,25,87470394
81,56,West US,West US Store 85,2019-05-21,Beauty/Health,Bath,8,10,66752001
82,91,West US,West US Store 85,2019-02-15,Furniture,Indoor tables,6,75,82120499
83,84,West US,West US Store 85,2019-03-29,Beauty/Health,Skincare,4,10,41841368
84,60,West US,West US Store 85,2019-07-02,Beauty/Health,Fragrances,11,14,93344248
85,38,West US,West US Store 85,2019-01-15,Beauty/Health,Makeup,4,14,81112176
86,67,West US,West US Store 85,2019-04-28,Clothing,Womens,5,12,75887721
87,84,West US,West US Store 85,2019-04-25,Clothing,Baby,11,12,36416614
88,88,West US,West US Store 85,2019-01-28,Furniture,Patio furniture,7,30,17874332
89,68,West US,West US Store 85,2019-02-14,Beauty/Health,Haircare,6,15,68454492
90,53,West US,West US Store 85,2019-05-22,Electronics,Televisions,4,50,65148419
91,29,West US,West US Store 85,2019-04-06,Beauty/Health,Makeup,4,10,90392511
92,76,West US,West US Store 85,2019-01-01,Electronics,Headphones,4,50,84099322
93,79,West US,West US Store 85,2019-06-24,Baby,Strollers,9,15,10677699
94,7,West US,West US Store 85,2019-06-03,Electronics,Headphones,3,300,13389323
95,26,West US,West US Store 85,2019-06-11,Clothing,Baby,12,12,84889936
96,13,West US,West US Store 85,2019-05-22,Electronics,Headphones,3,50,40229257
97,74,West US,West US Store 85,2019-05-01,Clothing,Womens,11,20,76028148
98,23,West US,West US Store 85,2019-03-06,Furniture,Pool furniture,3,100,52613074
99,15,West US,West US Store 85,2019-02-02,Beauty/Health,Haircare,5,10,74073749
100,18,West US,West US Store 85,2019-04-14,Furniture,Indoor tables,6,15,83171560
101,52,West US,West US Store 85,2019-02-19,Baby,Cribs,3,15,52344912
102,15,West US,West US Store 85,2019-06-15,Beauty/Health,Makeup,9,6,34222776
103,1,West US,West US Store 85,2019-04-20,Electronics,Headphones,4,200,55917993
104,3,West US,West US Store 85,2019-05-14,Furniture,Indoor seating,6,100,46698330
105,65,West US,West US Store 85,2019-05-28,Electronics,Tablets,3,50,37583128
106,50,West US,West US Store 85,2019-02-12,Furniture,Pool furniture,6,40,74524437
107,8,West US,West US Store 85,2019-06-30,Furniture,Pool furniture,10,100,49052290
108,6,West US,West US Store 85,2019-02-25,Furniture,Patio furniture,7,30,79190061
109,36,West US,West US Store 85,2019-02-16,Beauty/Health,Feminine Products,4,10,31573377
110,62,West US,West US Store 85,2019-01-01,Electronics,Televisions,3,50,17545218
111,31,West US,West US Store 85,2019-01-15,Baby,Diaper bags,7,30,55668339
112,8,West US,West US Store 85,2019-04-04,Baby,Car seats,5,30,86714599
113,84,West US,West US Store 85,2019-03-03,Beauty/Health,Feminine Products,4,10,52825666
114,18,West US,West US Store 85,2019-02-26,Baby,Baby toys,5,12,73847597
115,95,West US,West US Store 85,2019-07-11,Baby,Strollers,7,10,26134684
116,9,West US,West US Store 85,2019-06-10,Baby,Diaper bags,12,12,90977167
117,85,West US,West US Store 85,2019-06-26,Electronics,Televisions,3,200,53434689
118,55,West US,West US Store 85,2019-06-23,Furniture,Beds,8,75,80994424
119,25,West US,West US Store 85,2019-06-27,Furniture,Patio furniture,10,100,85231466
120,31,West US,West US Store 85,2019-05-21,Clothing,Kids,10,20,54100504
121,17,West US,West US Store 85,2019-07-05,Beauty/Health,Bath,8,10,38361882
122,18,West US,West US Store 85,2019-03-05,Electronics,Televisions,3,100,14254388
123,60,West US,West US Store 85,2019-06-04,Beauty/Health,Makeup,8,15,43428073
124,42,West US,West US Store 85,2019-05-23,Furniture,Indoor tables,6,40,40639091
125,46,West US,West US Store 85,2019-01-04,Baby,Baby toys,3,12,69754724
126,41,West US,West US Store 85,2019-03-24,Beauty/Health,Oral care,5,15,90442410
127,45,West US,West US Store 85,2019-02-06,Beauty/Health,Haircare,3,15,56930013
128,58,West US,West US Store 85,2019-01-15,Electronics,Speakers,3,200,33064334
129,23,West US,West US Store 85,2019-01-25,Baby,Cribs,7,12,36459453
130,69,West US,West US Store 85,2019-04-13,Clothing,Mens,12,10,85372253
131,4,West US,West US Store 85,2019-01-14,Furniture,Indoor tables,7,40,55754121
132,9,West US,West US Store 85,2019-07-02,Furniture,Pool furniture,6,30,11014938
133,18,West US,West US Store 85,2019-07-09,Furniture,Beds,11,75,34253005
134,76,West US,West US Store 85,2019-05-24,Electronics,Tablets,3,50,32604031
135,35,West US,West US Store 85,2019-03-18,Beauty/Health,Fragrances,3,10,67904923
136,101,West US,West US Store 85,2019-01-07,Baby,Strollers,5,30,79863751
137,14,West US,West US Store 85,2019-06-22,Beauty/Health,Feminine Products,8,10,19206972
138,56,West US,West US Store 85,2019-04-28,Electronics,Cell Phones,4,200,60034472
139,33,West US,West US Store 85,2019-07-08,Beauty/Health,Fragrances,8,15,54426856
140,16,West US,West US Store 85,2019-01-28,Beauty/Health,Fragrances,5,10,26355722
141,22,West US,West US Store 85,2019-03-26,Baby,Strollers,5,30,89791613
142,33,West US,West US Store 85,2019-05-13,Furniture,Indoor seating,5,100,84449424
143,64,West US,West US Store 85,2019-02-15,Baby,Diapers,3,12,35171216
144,67,West US,West US Store 85,2019-04-07,Beauty/Health,Oral care,3,10,69036725
145,80,West US,West US Store 85,2019-03-26,Electronics,Computers,4,200,99098495
146,70,West US,West US Store 85,2019-04-19,Furniture,Pool furniture,11,100,88523615
147,62,West US,West US Store 85,2019-05-23,Furniture,Pool furniture,8,100,36003509
148,81,West US,West US Store 85,2019-07-15,Clothing,Shoes,5,20,80832781
149,100,West US,West US Store 85,2019-04-04,Clothing,Shoes,6,12,45292917
150,96,West US,West US Store 85,2019-05-22,Clothing,Womens,5,20,23934218
151,83,West US,West US Store 85,2019-01-28,Furniture,Pool furniture,5,30,77352920
152,72,West US,West US Store 85,2019-06-22,Electronics,Speakers,3,200,55360939
153,91,West US,West US Store 85,2019-04-27,Beauty/Health,Oral care,8,6,46723158
154,38,West US,West US Store 85,2019-05-13,Baby,Diapers,5,10,41732183
155,59,West US,West US Store 85,2019-05-29,Clothing,Swimwear,7,20,34185632
156,39,West US,West US Store 85,2019-04-16,Electronics,Televisions,3,100,84051702
157,62,West US,West US Store 85,2019-01-08,Furniture,Beds,6,15,19373495
158,67,West US,West US Store 85,2019-02-09,Beauty/Health,Makeup,7,10,57856892
159,13,West US,West US Store 85,2019-06-04,Electronics,Televisions,3,300,94255253
160,98,West US,West US Store 85,2019-06-02,Electronics,Cell Phones,4,100,79295685
161,78,West US,West US Store 85,2019-05-25,Baby,Cribs,12,12,55950464
162,37,West US,West US Store 85,2019-04-02,Electronics,Tablets,4,100,87391402
163,18,West US,West US Store 85,2019-02-06,Furniture,Indoor seating,5,30,87205460
164,88,West US,West US Store 85,2019-05-11,Electronics,Tablets,4,100,79980972
165,83,West US,West US Store 85,2019-04-03,Clothing,Womens,5,12,82195980
166,60,West US,West US Store 85,2019-06-15,Clothing,Kids,10,25,99960096
167,56,West US,West US Store 85,2019-04-03,Electronics,Televisions,4,50,11039726
168,33,West US,West US Store 85,2019-01-27,Beauty/Health,Skincare,6,10,47984130
169,95,West US,West US Store 85,2019-04-17,Beauty/Health,Skincare,11,10,41444790
170,24,West US,West US Store 85,2019-05-21,Baby,Diaper bags,12,30,36620490
171,15,West US,West US Store 85,2019-03-20,Beauty/Health,Makeup,7,14,15484828
172,16,West US,West US Store 85,2019-01-31,Furniture,Patio furniture,6,75,14780109
173,40,West US,West US Store 85,2019-04-29,Clothing,Womens,6,12,27624329
174,13,West US,West US Store 85,2019-03-14,Baby,Diaper bags,5,30,41547110
175,3,West US,West US Store 85,2019-03-21,Baby,Diaper bags,6,10,40593161
176,99,West US,West US Store 85,2019-04-05,Baby,Cribs,4,10,98972239
177,62,West US,West US Store 85,2019-02-15,Electronics,Speakers,4,100,31333693
178,87,West US,West US Store 85,2019-01-19,Baby,Car seats,3,12,18568874
179,100,West US,West US Store 85,2019-02-02,Furniture,Indoor seating,6,30,36688690
180,83,West US,West US Store 85,2019-07-07,Furniture,Indoor tables,6,100,96537677
181,12,West US,West US Store 85,2019-01-27,Clothing,Mens,5,20,52341790
182,47,West US,West US Store 85,2019-02-24,Beauty/Health,Skincare,6,6,81076195
183,8,West US,West US Store 85,2019-05-27,Baby,Car seats,11,30,74551063
