ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,65,East US,East US Store 84,2019-04-10,Clothing,Baby,10,12,33974507
1,50,East US,East US Store 84,2019-01-02,Beauty/Health,Makeup,4,6,21733576
2,99,East US,East US Store 84,2019-03-18,Clothing,Baby,3,10,56371285
3,63,East US,East US Store 84,2019-06-13,Furniture,Pool furniture,12,30,19807736
4,40,East US,East US Store 84,2019-02-09,Beauty/Health,Makeup,5,14,93803663
5,95,East US,East US Store 84,2019-06-27,Furniture,Pool furniture,10,75,87381585
6,64,East US,East US Store 84,2019-07-10,Beauty/Health,Skincare,5,15,41572275
7,30,East US,East US Store 84,2019-04-01,Baby,Strollers,3,10,23112712
8,24,East US,East US Store 84,2019-02-09,Clothing,Swimwear,4,20,90387922
9,1,East US,East US Store 84,2019-03-01,Clothing,Womens,6,20,73658343
10,95,East US,East US Store 84,2019-06-28,Beauty/Health,Oral care,10,15,92954155
11,53,East US,East US Store 84,2019-04-17,Baby,Strollers,11,30,32055286
12,43,East US,East US Store 84,2019-02-13,Clothing,Kids,4,25,78784206
13,13,East US,East US Store 84,2019-06-07,Baby,Diapers,10,12,93362307
14,16,East US,East US Store 84,2019-07-09,Baby,Diaper bags,9,30,14299200
15,82,East US,East US Store 84,2019-06-19,Beauty/Health,Skincare,10,6,22220341
16,27,East US,East US Store 84,2019-06-13,Clothing,Womens,8,10,88344038
17,52,East US,East US Store 84,2019-06-19,Baby,Strollers,8,5,29037954
18,65,East US,East US Store 84,2019-04-25,Beauty/Health,Fragrances,10,10,23566999
19,41,East US,East US Store 84,2019-04-05,Electronics,Headphones,3,100,50841849
20,101,East US,East US Store 84,2019-05-21,Furniture,Indoor seating,12,100,21621937
21,7,East US,East US Store 84,2019-01-17,Beauty/Health,Makeup,4,6,45788485
22,77,East US,East US Store 84,2019-02-03,Clothing,Kids,6,12,33240634
23,94,East US,East US Store 84,2019-07-10,Electronics,Televisions,3,300,16005565
24,79,East US,East US Store 84,2019-04-10,Beauty/Health,Haircare,6,14,30828411
25,2,East US,East US Store 84,2019-06-27,Clothing,Womens,8,12,67777744
26,16,East US,East US Store 84,2019-03-03,Baby,Strollers,6,5,94980039
27,62,East US,East US Store 84,2019-05-24,Clothing,Baby,6,10,57509763
28,53,East US,East US Store 84,2019-02-05,Baby,Car seats,6,30,35534672
29,43,East US,East US Store 84,2019-06-15,Beauty/Health,Feminine Products,9,10,24819987
30,44,East US,East US Store 84,2019-02-06,Clothing,Swimwear,3,25,30534513
31,4,East US,East US Store 84,2019-04-17,Baby,Cribs,5,10,96872750
32,80,East US,East US Store 84,2019-04-04,Baby,Diapers,5,30,15896822
33,1,East US,East US Store 84,2019-06-25,Baby,Strollers,10,12,61218353
34,43,East US,East US Store 84,2019-03-08,Electronics,Computers,3,100,27029407
35,81,East US,East US Store 84,2019-01-03,Furniture,Beds,5,100,52476537
36,37,East US,East US Store 84,2019-02-19,Electronics,Tablets,3,50,15937344
37,36,East US,East US Store 84,2019-04-14,Beauty/Health,Fragrances,6,6,97552660
38,29,East US,East US Store 84,2019-02-16,Electronics,Speakers,3,300,84443157
39,47,East US,East US Store 84,2019-07-09,Beauty/Health,Oral care,12,10,65021167
40,70,East US,East US Store 84,2019-04-17,Baby,Diapers,7,10,13984395
41,7,East US,East US Store 84,2019-07-16,Baby,Cribs,8,30,76051496
42,22,East US,East US Store 84,2019-05-06,Electronics,Headphones,3,100,38158710
43,51,East US,East US Store 84,2019-06-06,Furniture,Patio furniture,5,15,21314165
44,62,East US,East US Store 84,2019-03-27,Clothing,Kids,6,12,18351928
45,48,East US,East US Store 84,2019-05-21,Furniture,Indoor seating,12,100,69342081
46,7,East US,East US Store 84,2019-07-01,Baby,Diaper bags,7,12,16246183
47,87,East US,East US Store 84,2019-07-10,Electronics,Televisions,3,300,58079248
48,79,East US,East US Store 84,2019-05-27,Baby,Cribs,9,15,61750076
49,96,East US,East US Store 84,2019-05-04,Clothing,Baby,10,25,42296486
