ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,81,East Europe,East Europe Store 55,2019-05-11,Beauty/Health,Skincare,10,15,89376011
1,49,East Europe,East Europe Store 55,2019-06-24,Baby,Strollers,3,5,86126202
2,15,East Europe,East Europe Store 55,2019-01-15,Furniture,Patio furniture,1,15,49517090
3,91,East Europe,East Europe Store 55,2019-01-09,Furniture,Indoor tables,4,40,59512411
4,73,East Europe,East Europe Store 55,2019-02-25,Furniture,Indoor seating,4,75,39150459
5,10,East Europe,East Europe Store 55,2019-06-16,Baby,Strollers,9,12,32120098
6,36,East Europe,East Europe Store 55,2019-02-04,Baby,Diaper bags,3,10,28971198
7,11,East Europe,East Europe Store 55,2019-04-16,Baby,Baby toys,6,12,39031490
8,95,East Europe,East Europe Store 55,2019-05-21,Electronics,Headphones,1,50,58110038
9,62,East Europe,East Europe Store 55,2019-02-09,Baby,Baby toys,2,30,20513863
10,46,East Europe,East Europe Store 55,2019-05-31,Furniture,Indoor tables,4,15,70553547
11,31,East Europe,East Europe Store 55,2019-06-06,Beauty/Health,Oral care,5,15,78609681
12,58,East Europe,East Europe Store 55,2019-03-29,Electronics,Speakers,2,50,34346959
13,31,East Europe,East Europe Store 55,2019-04-12,Furniture,Beds,7,40,80330994
14,57,East Europe,East Europe Store 55,2019-06-30,Baby,Cribs,8,10,57173431
15,51,East Europe,East Europe Store 55,2019-05-29,Baby,Baby toys,6,30,70999941
16,41,East Europe,East Europe Store 55,2019-03-15,Furniture,Pool furniture,1,100,13449498
17,33,East Europe,East Europe Store 55,2019-01-23,Baby,Car seats,4,30,27985118
18,90,East Europe,East Europe Store 55,2019-04-21,Furniture,Indoor tables,9,15,23235864
19,15,East Europe,East Europe Store 55,2019-07-16,Electronics,Cell Phones,2,300,25037006
20,22,East Europe,East Europe Store 55,2019-02-20,Clothing,Swimwear,3,10,11079711
21,96,East Europe,East Europe Store 55,2019-03-04,Furniture,Beds,3,30,68714143
22,4,East Europe,East Europe Store 55,2019-03-01,Furniture,Indoor seating,1,40,33960662
23,41,East Europe,East Europe Store 55,2019-02-16,Electronics,Speakers,1,300,62951775
24,8,East Europe,East Europe Store 55,2019-01-17,Clothing,Shoes,5,10,22913472
25,30,East Europe,East Europe Store 55,2019-06-23,Clothing,Swimwear,4,12,65488671
26,71,East Europe,East Europe Store 55,2019-01-05,Baby,Diapers,5,30,88823067
27,32,East Europe,East Europe Store 55,2019-06-08,Clothing,Shoes,4,20,37483196
28,42,East Europe,East Europe Store 55,2019-01-16,Beauty/Health,Haircare,4,15,88599768
29,47,East Europe,East Europe Store 55,2019-02-10,Beauty/Health,Oral care,1,10,47364227
30,42,East Europe,East Europe Store 55,2019-04-20,Furniture,Patio furniture,6,30,71050762
