ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,64,Australia Southeast,Australia Southeast Store 28,2019-05-20,Beauty/Health,Oral care,10,10,80617188
1,42,Australia Southeast,Australia Southeast Store 28,2019-06-21,Beauty/Health,Feminine Products,10,10,78844044
2,86,Australia Southeast,Australia Southeast Store 28,2019-01-06,Clothing,Shoes,5,25,67789429
3,98,Australia Southeast,Australia Southeast Store 28,2019-06-05,Baby,Baby toys,7,5,59989965
4,58,Australia Southeast,Australia Southeast Store 28,2019-02-24,Baby,Cribs,3,5,59728485
5,89,Australia Southeast,Australia Southeast Store 28,2019-01-30,Electronics,Tablets,1,100,16018015
6,72,Australia Southeast,Australia Southeast Store 28,2019-07-11,Electronics,Tablets,2,300,60551843
7,71,Australia Southeast,Australia Southeast Store 28,2019-01-10,Clothing,Womens,3,12,66628613
8,89,Australia Southeast,Australia Southeast Store 28,2019-04-07,Furniture,Indoor seating,2,15,93562031
9,74,Australia Southeast,Australia Southeast Store 28,2019-06-28,Electronics,Speakers,2,200,15715353
10,71,Australia Southeast,Australia Southeast Store 28,2019-07-07,Baby,Baby toys,10,10,70734246
11,92,Australia Southeast,Australia Southeast Store 28,2019-01-19,Beauty/Health,Oral care,5,10,33671646
12,101,Australia Southeast,Australia Southeast Store 28,2019-03-19,Baby,Diaper bags,1,15,99652609
13,82,Australia Southeast,Australia Southeast Store 28,2019-02-04,Electronics,Cell Phones,1,300,86501720
14,44,Australia Southeast,Australia Southeast Store 28,2019-04-20,Clothing,Mens,6,12,65039944
15,1,Australia Southeast,Australia Southeast Store 28,2019-06-08,Clothing,Mens,6,20,35832395
16,73,Australia Southeast,Australia Southeast Store 28,2019-03-11,Clothing,Mens,1,25,85271317
17,14,Australia Southeast,Australia Southeast Store 28,2019-05-20,Electronics,Headphones,1,100,26902798
18,36,Australia Southeast,Australia Southeast Store 28,2019-04-01,Baby,Diapers,1,5,51538034
19,13,Australia Southeast,Australia Southeast Store 28,2019-06-24,Furniture,Indoor seating,5,75,91495415
20,22,Australia Southeast,Australia Southeast Store 28,2019-05-13,Clothing,Kids,4,25,35367466
21,77,Australia Southeast,Australia Southeast Store 28,2019-06-08,Electronics,Televisions,2,100,51100428
22,41,Australia Southeast,Australia Southeast Store 28,2019-05-08,Clothing,Mens,9,25,15011800
23,67,Australia Southeast,Australia Southeast Store 28,2019-03-27,Furniture,Beds,3,100,17022672
24,68,Australia Southeast,Australia Southeast Store 28,2019-05-27,Electronics,Cell Phones,2,100,88041518
25,60,Australia Southeast,Australia Southeast Store 28,2019-02-16,Clothing,Kids,3,13,79490541
26,47,Australia Southeast,Australia Southeast Store 28,2019-04-02,Baby,Strollers,2,15,26189848
27,80,Australia Southeast,Australia Southeast Store 28,2019-03-01,Furniture,Pool furniture,3,100,24003001
28,92,Australia Southeast,Australia Southeast Store 28,2019-04-18,Furniture,Pool furniture,10,15,18121406
29,19,Australia Southeast,Australia Southeast Store 28,2019-05-30,Electronics,Tablets,1,200,43841763
30,44,Australia Southeast,Australia Southeast Store 28,2019-02-21,Clothing,Swimwear,4,12,19180506
31,57,Australia Southeast,Australia Southeast Store 28,2019-05-05,Beauty/Health,Oral care,5,10,45050955
32,12,Australia Southeast,Australia Southeast Store 28,2019-04-07,Beauty/Health,Haircare,2,10,56089643
33,93,Australia Southeast,Australia Southeast Store 28,2019-05-03,Baby,Diapers,3,30,86383056
34,56,Australia Southeast,Australia Southeast Store 28,2019-02-09,Beauty/Health,Oral care,4,10,78905360
35,70,Australia Southeast,Australia Southeast Store 28,2019-06-03,Clothing,Kids,3,25,35030955
36,93,Australia Southeast,Australia Southeast Store 28,2019-05-22,Beauty/Health,Haircare,9,10,21062237
37,83,Australia Southeast,Australia Southeast Store 28,2019-03-06,Beauty/Health,Fragrances,1,10,61165447
38,63,Australia Southeast,Australia Southeast Store 28,2019-05-28,Clothing,Swimwear,9,20,84891913
39,73,Australia Southeast,Australia Southeast Store 28,2019-06-28,Baby,Diaper bags,5,30,45429641
40,26,Australia Southeast,Australia Southeast Store 28,2019-04-24,Beauty/Health,Oral care,4,10,77781088
41,58,Australia Southeast,Australia Southeast Store 28,2019-05-25,Clothing,Baby,10,13,59594246
42,90,Australia Southeast,Australia Southeast Store 28,2019-04-06,Electronics,Cell Phones,2,50,73242031
43,70,Australia Southeast,Australia Southeast Store 28,2019-03-18,Electronics,Headphones,1,100,22362183
44,38,Australia Southeast,Australia Southeast Store 28,2019-04-12,Furniture,Indoor tables,5,30,76560066
45,95,Australia Southeast,Australia Southeast Store 28,2019-05-06,Beauty/Health,Skincare,8,10,50103078
46,61,Australia Southeast,Australia Southeast Store 28,2019-06-25,Beauty/Health,Makeup,4,10,39028738
47,93,Australia Southeast,Australia Southeast Store 28,2019-02-13,Electronics,Computers,2,200,13912836
48,53,Australia Southeast,Australia Southeast Store 28,2019-03-30,Furniture,Indoor tables,2,100,59779345
49,94,Australia Southeast,Australia Southeast Store 28,2019-05-30,Furniture,Indoor seating,9,75,93949950
50,60,Australia Southeast,Australia Southeast Store 28,2019-01-14,Electronics,Computers,1,200,96454349
51,90,Australia Southeast,Australia Southeast Store 28,2019-03-31,Furniture,Indoor tables,2,30,53376902
52,65,Australia Southeast,Australia Southeast Store 28,2019-06-19,Clothing,Baby,8,20,37189346
53,94,Australia Southeast,Australia Southeast Store 28,2019-03-08,Beauty/Health,Haircare,3,6,38577346
54,94,Australia Southeast,Australia Southeast Store 28,2019-05-07,Clothing,Baby,6,25,48582079
55,97,Australia Southeast,Australia Southeast Store 28,2019-05-27,Beauty/Health,Haircare,10,10,84346008
