ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,7,East US,East US Store 82,2019-05-09,Electronics,Tablets,3,300,54811513
1,22,East US,East US Store 82,2019-01-11,Baby,Diapers,7,30,69912696
2,86,East US,East US Store 82,2019-01-30,Baby,Cribs,3,5,35800193
3,88,East US,East US Store 82,2019-02-11,Furniture,Indoor tables,3,100,32744939
4,2,East US,East US Store 82,2019-05-29,Baby,Strollers,9,12,62833648
5,53,East US,East US Store 82,2019-06-18,Furniture,Indoor seating,11,100,91935918
6,14,East US,East US Store 82,2019-03-02,Beauty/Health,Oral care,5,10,43133569
7,21,East US,East US Store 82,2019-02-03,Beauty/Health,Fragrances,6,15,56477936
8,88,East US,East US Store 82,2019-04-23,Beauty/Health,Feminine Products,7,10,47137147
9,30,East US,East US Store 82,2019-02-13,Baby,Diapers,3,30,32482760
10,54,East US,East US Store 82,2019-01-19,Electronics,Televisions,3,100,32319336
11,13,East US,East US Store 82,2019-07-09,Clothing,Womens,10,10,66945741
12,65,East US,East US Store 82,2019-03-04,Furniture,Pool furniture,6,40,46097393
13,26,East US,East US Store 82,2019-04-25,Baby,Strollers,5,12,69894292
14,75,East US,East US Store 82,2019-01-15,Beauty/Health,Feminine Products,3,10,76885513
15,60,East US,East US Store 82,2019-02-19,Furniture,Indoor seating,7,100,75447580
16,8,East US,East US Store 82,2019-02-19,Clothing,Womens,3,12,78922414
17,85,East US,East US Store 82,2019-04-26,Clothing,Swimwear,11,25,24448257
18,90,East US,East US Store 82,2019-04-10,Electronics,Televisions,3,50,45080687
19,47,East US,East US Store 82,2019-03-18,Electronics,Tablets,4,200,26939214
20,37,East US,East US Store 82,2019-07-03,Baby,Strollers,6,12,86884658
21,19,East US,East US Store 82,2019-01-07,Clothing,Baby,4,25,34353759
22,6,East US,East US Store 82,2019-04-12,Clothing,Swimwear,9,13,56031932
23,42,East US,East US Store 82,2019-03-16,Electronics,Speakers,4,200,61722608
24,14,East US,East US Store 82,2019-01-23,Electronics,Tablets,3,50,56147696
25,86,East US,East US Store 82,2019-04-23,Clothing,Shoes,12,25,30651504
26,26,East US,East US Store 82,2019-07-02,Furniture,Patio furniture,11,40,60037311
27,73,East US,East US Store 82,2019-05-02,Clothing,Mens,12,25,60702607
28,35,East US,East US Store 82,2019-05-16,Baby,Strollers,7,15,71893839
29,68,East US,East US Store 82,2019-02-16,Beauty/Health,Feminine Products,4,10,13987748
30,100,East US,East US Store 82,2019-04-23,Furniture,Patio furniture,8,40,81183793
31,63,East US,East US Store 82,2019-03-24,Clothing,Womens,6,20,49070258
32,22,East US,East US Store 82,2019-07-02,Beauty/Health,Skincare,8,6,60954403
33,36,East US,East US Store 82,2019-05-08,Clothing,Baby,6,10,71651044
34,30,East US,East US Store 82,2019-02-04,Furniture,Beds,7,40,95627486
35,66,East US,East US Store 82,2019-01-01,Clothing,Swimwear,6,12,85014589
36,69,East US,East US Store 82,2019-03-23,Furniture,Patio furniture,4,75,79536492
37,81,East US,East US Store 82,2019-05-22,Beauty/Health,Fragrances,5,10,23598774
38,97,East US,East US Store 82,2019-05-09,Beauty/Health,Haircare,12,14,76271216
39,56,East US,East US Store 82,2019-02-06,Electronics,Cell Phones,4,100,11982492
40,45,East US,East US Store 82,2019-05-07,Clothing,Swimwear,9,13,72083416
41,97,East US,East US Store 82,2019-04-30,Furniture,Patio furniture,10,100,78208515
42,7,East US,East US Store 82,2019-04-01,Electronics,Speakers,4,100,41351004
43,15,East US,East US Store 82,2019-05-22,Electronics,Headphones,4,50,21393373
44,36,East US,East US Store 82,2019-05-04,Furniture,Pool furniture,6,75,80530134
45,61,East US,East US Store 82,2019-06-10,Electronics,Computers,4,300,24437022
46,88,East US,East US Store 82,2019-02-28,Beauty/Health,Haircare,5,6,98072867
