ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,37,Australia Southeast,Australia Southeast Store 35,2019-02-12,Furniture,Indoor seating,4,15,83936913
1,73,Australia Southeast,Australia Southeast Store 35,2019-04-09,Electronics,Speakers,1,100,53762964
2,6,Australia Southeast,Australia Southeast Store 35,2019-03-08,Clothing,Swimwear,3,25,25769885
3,62,Australia Southeast,Australia Southeast Store 35,2019-02-01,Baby,Diapers,2,12,54120038
4,77,Australia Southeast,Australia Southeast Store 35,2019-02-28,Furniture,Indoor tables,3,40,71083019
5,84,Australia Southeast,Australia Southeast Store 35,2019-03-22,Baby,Cribs,5,5,68709160
6,50,Australia Southeast,Australia Southeast Store 35,2019-04-28,Clothing,Baby,10,20,85312212
7,41,Australia Southeast,Australia Southeast Store 35,2019-04-25,Electronics,Tablets,2,50,51967739
8,85,Australia Southeast,Australia Southeast Store 35,2019-05-21,Electronics,Computers,2,200,58198368
9,19,Australia Southeast,Australia Southeast Store 35,2019-04-19,Clothing,Womens,10,25,36853438
10,63,Australia Southeast,Australia Southeast Store 35,2019-04-02,Baby,Baby toys,1,30,77924284
11,14,Australia Southeast,Australia Southeast Store 35,2019-02-23,Furniture,Patio furniture,3,40,74986778
12,98,Australia Southeast,Australia Southeast Store 35,2019-04-14,Beauty/Health,Makeup,8,10,83769639
13,83,Australia Southeast,Australia Southeast Store 35,2019-07-12,Electronics,Computers,2,50,79536970
14,69,Australia Southeast,Australia Southeast Store 35,2019-04-25,Clothing,Shoes,8,20,61920787
15,20,Australia Southeast,Australia Southeast Store 35,2019-04-09,Electronics,Televisions,1,100,38780670
16,57,Australia Southeast,Australia Southeast Store 35,2019-06-14,Electronics,Speakers,1,100,45483355
17,59,Australia Southeast,Australia Southeast Store 35,2019-02-25,Beauty/Health,Fragrances,3,10,92681855
18,75,Australia Southeast,Australia Southeast Store 35,2019-05-08,Baby,Diaper bags,7,5,13799548
19,14,Australia Southeast,Australia Southeast Store 35,2019-07-08,Baby,Car seats,7,10,29045238
20,31,Australia Southeast,Australia Southeast Store 35,2019-04-11,Baby,Strollers,7,30,18476619
21,38,Australia Southeast,Australia Southeast Store 35,2019-03-09,Furniture,Indoor seating,4,100,56205140
22,94,Australia Southeast,Australia Southeast Store 35,2019-02-20,Electronics,Headphones,2,100,25680954
23,80,Australia Southeast,Australia Southeast Store 35,2019-02-22,Clothing,Kids,4,12,88370423
24,32,Australia Southeast,Australia Southeast Store 35,2019-04-06,Electronics,Headphones,2,200,93667208
25,91,Australia Southeast,Australia Southeast Store 35,2019-03-19,Beauty/Health,Bath,4,10,83467429
26,37,Australia Southeast,Australia Southeast Store 35,2019-01-25,Furniture,Indoor seating,4,30,81403174
27,64,Australia Southeast,Australia Southeast Store 35,2019-06-15,Beauty/Health,Fragrances,3,6,19973597
28,58,Australia Southeast,Australia Southeast Store 35,2019-07-15,Electronics,Speakers,1,200,15239900
29,86,Australia Southeast,Australia Southeast Store 35,2019-05-02,Beauty/Health,Bath,6,15,18286485
30,47,Australia Southeast,Australia Southeast Store 35,2019-01-30,Furniture,Patio furniture,2,15,87776919
31,71,Australia Southeast,Australia Southeast Store 35,2019-01-27,Electronics,Televisions,1,100,63271598
32,18,Australia Southeast,Australia Southeast Store 35,2019-02-12,Clothing,Baby,5,25,13815207
33,85,Australia Southeast,Australia Southeast Store 35,2019-05-30,Furniture,Indoor seating,3,40,88221293
34,81,Australia Southeast,Australia Southeast Store 35,2019-06-11,Clothing,Swimwear,7,25,20725877
35,26,Australia Southeast,Australia Southeast Store 35,2019-04-02,Electronics,Televisions,2,200,61699729
36,34,Australia Southeast,Australia Southeast Store 35,2019-03-19,Furniture,Pool furniture,3,75,89933902
37,49,Australia Southeast,Australia Southeast Store 35,2019-03-18,Clothing,Shoes,4,12,45790375
38,25,Australia Southeast,Australia Southeast Store 35,2019-05-23,Baby,Diaper bags,9,10,82525430
39,91,Australia Southeast,Australia Southeast Store 35,2019-05-02,Electronics,Cell Phones,2,100,20768714
40,49,Australia Southeast,Australia Southeast Store 35,2019-07-16,Clothing,Shoes,4,25,25140898
41,1,Australia Southeast,Australia Southeast Store 35,2019-01-13,Baby,Baby toys,5,30,47980347
42,52,Australia Southeast,Australia Southeast Store 35,2019-02-18,Electronics,Tablets,1,100,40792114
43,56,Australia Southeast,Australia Southeast Store 35,2019-05-08,Baby,Baby toys,9,12,60798872
