ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,78,West US,West US Store 44,2019-02-03,Baby,Diapers,6,5,67670099
1,54,West US,West US Store 44,2019-01-25,Furniture,Indoor tables,5,40,25383512
2,24,West US,West US Store 44,2019-02-26,Furniture,Indoor seating,3,75,33400307
3,97,West US,West US Store 44,2019-04-07,Furniture,Beds,3,15,14338113
4,40,West US,West US Store 44,2019-04-18,Beauty/Health,Fragrances,8,10,29223305
5,1,West US,West US Store 44,2019-05-16,Baby,Diapers,11,30,12345090
6,55,West US,West US Store 44,2019-05-08,Electronics,Cell Phones,3,200,83708561
7,46,West US,West US Store 44,2019-02-03,Beauty/Health,Feminine Products,7,6,59912003
8,22,West US,West US Store 44,2019-02-10,Beauty/Health,Feminine Products,7,10,13358458
9,25,West US,West US Store 44,2019-05-27,Electronics,Headphones,4,200,98099020
10,74,West US,West US Store 44,2019-03-06,Baby,Car seats,5,30,91921225
11,79,West US,West US Store 44,2019-02-06,Clothing,Swimwear,3,20,12945291
12,85,West US,West US Store 44,2019-06-11,Furniture,Beds,10,75,40269384
13,93,West US,West US Store 44,2019-07-01,Beauty/Health,Bath,9,10,71694285
14,93,West US,West US Store 44,2019-01-03,Clothing,Swimwear,3,12,68940011
15,9,West US,West US Store 44,2019-03-30,Furniture,Indoor seating,6,30,53283728
16,71,West US,West US Store 44,2019-03-19,Electronics,Headphones,4,50,41673385
17,65,West US,West US Store 44,2019-05-07,Beauty/Health,Oral care,8,10,73719914
18,61,West US,West US Store 44,2019-07-13,Furniture,Beds,8,100,35487504
19,68,West US,West US Store 44,2019-03-28,Beauty/Health,Oral care,7,6,86418745
20,85,West US,West US Store 44,2019-02-13,Furniture,Pool furniture,3,15,96744820
21,27,West US,West US Store 44,2019-06-21,Furniture,Indoor tables,9,40,38379509
22,1,West US,West US Store 44,2019-05-06,Beauty/Health,Feminine Products,10,14,37623940
23,5,West US,West US Store 44,2019-03-22,Clothing,Shoes,3,25,74535163
24,4,West US,West US Store 44,2019-02-18,Electronics,Tablets,4,100,28423923
25,70,West US,West US Store 44,2019-04-18,Furniture,Indoor tables,12,75,34156112
26,64,West US,West US Store 44,2019-02-27,Electronics,Tablets,3,50,25723791
27,35,West US,West US Store 44,2019-02-16,Baby,Diaper bags,5,30,43735899
28,71,West US,West US Store 44,2019-04-04,Electronics,Cell Phones,3,100,23324320
29,71,West US,West US Store 44,2019-04-19,Clothing,Kids,6,12,67784900
30,80,West US,West US Store 44,2019-02-10,Clothing,Swimwear,7,20,77916919
31,19,West US,West US Store 44,2019-04-05,Furniture,Beds,6,15,96860847
32,69,West US,West US Store 44,2019-05-25,Beauty/Health,Makeup,12,10,55130267
33,66,West US,West US Store 44,2019-06-22,Electronics,Speakers,3,200,57365897
34,74,West US,West US Store 44,2019-06-19,Electronics,Headphones,4,50,92381973
35,60,West US,West US Store 44,2019-06-15,Baby,Baby toys,7,15,61904035
36,9,West US,West US Store 44,2019-02-18,Furniture,Indoor seating,7,15,51530596
37,21,West US,West US Store 44,2019-03-02,Beauty/Health,Oral care,6,10,26811615
38,5,West US,West US Store 44,2019-07-07,Electronics,Computers,3,200,70112787
39,51,West US,West US Store 44,2019-04-15,Furniture,Indoor seating,9,100,95466090
40,81,West US,West US Store 44,2019-01-18,Baby,Diapers,6,15,65709423
41,78,West US,West US Store 44,2019-03-24,Baby,Car seats,7,10,13978277
42,45,West US,West US Store 44,2019-03-02,Furniture,Beds,7,100,12817757
43,92,West US,West US Store 44,2019-02-17,Beauty/Health,Feminine Products,4,10,27960229
44,19,West US,West US Store 44,2019-04-08,Electronics,Televisions,3,200,97513168
45,18,West US,West US Store 44,2019-03-02,Baby,Diaper bags,4,12,79563384
46,70,West US,West US Store 44,2019-01-21,Clothing,Shoes,5,12,39511001
47,97,West US,West US Store 44,2019-01-02,Clothing,Shoes,7,20,82129658
48,15,West US,West US Store 44,2019-06-27,Clothing,Shoes,12,10,73295126
49,12,West US,West US Store 44,2019-06-14,Beauty/Health,Skincare,11,10,26112622
50,2,West US,West US Store 44,2019-05-27,Clothing,Womens,11,10,32260761
51,9,West US,West US Store 44,2019-02-06,Clothing,Swimwear,5,25,73853105
52,30,West US,West US Store 44,2019-07-02,Electronics,Cell Phones,3,100,36974438
53,88,West US,West US Store 44,2019-06-15,Electronics,Speakers,4,200,55381388
54,37,West US,West US Store 44,2019-05-28,Electronics,Cell Phones,4,300,50325853
55,60,West US,West US Store 44,2019-01-26,Baby,Baby toys,6,5,48336594
56,76,West US,West US Store 44,2019-04-16,Electronics,Cell Phones,4,200,32945891
57,27,West US,West US Store 44,2019-01-21,Beauty/Health,Skincare,4,10,10801753
58,54,West US,West US Store 44,2019-04-18,Beauty/Health,Fragrances,8,10,38539625
59,33,West US,West US Store 44,2019-01-25,Furniture,Indoor seating,4,100,77673083
60,24,West US,West US Store 44,2019-06-25,Beauty/Health,Fragrances,5,10,44216529
61,72,West US,West US Store 44,2019-04-18,Furniture,Indoor seating,6,40,11145968
62,78,West US,West US Store 44,2019-06-21,Clothing,Womens,6,20,44103468
63,91,West US,West US Store 44,2019-05-16,Clothing,Kids,6,13,64348405
64,70,West US,West US Store 44,2019-03-26,Furniture,Beds,3,100,74397127
65,80,West US,West US Store 44,2019-02-10,Clothing,Womens,6,13,84456662
66,99,West US,West US Store 44,2019-01-25,Beauty/Health,Fragrances,6,6,92943113
67,100,West US,West US Store 44,2019-03-27,Electronics,Tablets,3,50,71738398
68,45,West US,West US Store 44,2019-01-18,Electronics,Cell Phones,3,100,38511046
69,26,West US,West US Store 44,2019-04-17,Beauty/Health,Bath,8,10,24592462
70,86,West US,West US Store 44,2019-01-21,Electronics,Cell Phones,4,200,46505233
71,29,West US,West US Store 44,2019-06-19,Clothing,Shoes,5,20,16800708
72,66,West US,West US Store 44,2019-04-03,Electronics,Televisions,3,50,10541373
73,72,West US,West US Store 44,2019-01-10,Electronics,Cell Phones,4,300,59955290
74,65,West US,West US Store 44,2019-07-06,Furniture,Indoor tables,8,30,46565333
75,76,West US,West US Store 44,2019-05-23,Beauty/Health,Oral care,7,15,47766711
76,26,West US,West US Store 44,2019-02-23,Clothing,Swimwear,4,20,93737801
77,67,West US,West US Store 44,2019-07-04,Beauty/Health,Skincare,10,10,54566032
