ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,6,Central US,Central US Store 1,2019-06-20,Baby,Cribs,10,30,86074675
1,77,Central US,Central US Store 1,2019-07-09,Furniture,Pool furniture,5,75,84021010
2,28,Central US,Central US Store 1,2019-01-08,Baby,Car seats,5,12,28339990
3,26,Central US,Central US Store 1,2019-04-07,Furniture,Beds,5,75,91477946
4,99,Central US,Central US Store 1,2019-04-03,Clothing,Kids,3,25,40427022
5,99,Central US,Central US Store 1,2019-04-14,Furniture,Indoor seating,9,40,76800405
6,39,Central US,Central US Store 1,2019-01-26,Baby,Cribs,5,15,45627004
7,57,Central US,Central US Store 1,2019-02-20,Baby,Strollers,4,12,97048458
8,9,Central US,Central US Store 1,2019-01-03,Clothing,Womens,3,13,82935113
9,55,Central US,Central US Store 1,2019-01-20,Electronics,Cell Phones,3,200,80834049
10,95,Central US,Central US Store 1,2019-04-28,Baby,Strollers,9,10,12634255
11,65,Central US,Central US Store 1,2019-05-01,Electronics,Tablets,3,200,94777667
12,71,Central US,Central US Store 1,2019-02-10,Clothing,Swimwear,7,25,67579670
13,53,Central US,Central US Store 1,2019-02-19,Beauty/Health,Haircare,5,10,36764783
14,42,Central US,Central US Store 1,2019-07-02,Electronics,Cell Phones,4,100,92970728
15,54,Central US,Central US Store 1,2019-06-27,Furniture,Indoor tables,7,40,72730877
16,96,Central US,Central US Store 1,2019-04-06,Baby,Diapers,6,10,95397317
17,6,Central US,Central US Store 1,2019-05-21,Electronics,Computers,4,100,45834635
18,67,Central US,Central US Store 1,2019-07-16,Furniture,Indoor tables,9,15,14512158
19,65,Central US,Central US Store 1,2019-02-02,Beauty/Health,Haircare,4,6,57347428
20,59,Central US,Central US Store 1,2019-05-08,Electronics,Tablets,4,100,46387819
21,66,Central US,Central US Store 1,2019-02-01,Baby,Baby toys,4,10,42933389
22,23,Central US,Central US Store 1,2019-02-07,Electronics,Televisions,3,200,85112805
23,78,Central US,Central US Store 1,2019-01-30,Electronics,Televisions,4,100,53341846
24,46,Central US,Central US Store 1,2019-07-04,Baby,Baby toys,12,10,91171752
25,41,Central US,Central US Store 1,2019-06-15,Baby,Diapers,10,12,48414032
26,74,Central US,Central US Store 1,2019-05-01,Baby,Strollers,8,10,81773863
27,78,Central US,Central US Store 1,2019-05-31,Beauty/Health,Haircare,11,14,83070878
28,49,Central US,Central US Store 1,2019-05-30,Baby,Cribs,6,5,20777500
29,67,Central US,Central US Store 1,2019-06-03,Beauty/Health,Skincare,9,15,57288913
30,4,Central US,Central US Store 1,2019-05-05,Baby,Car seats,11,5,45592644
31,65,Central US,Central US Store 1,2019-05-17,Baby,Baby toys,8,30,68825238
32,86,Central US,Central US Store 1,2019-01-01,Electronics,Headphones,4,100,34937937
33,25,Central US,Central US Store 1,2019-05-22,Clothing,Baby,8,25,59432281
34,68,Central US,Central US Store 1,2019-02-14,Baby,Strollers,7,5,24079171
35,87,Central US,Central US Store 1,2019-06-16,Electronics,Cell Phones,4,200,77638909
36,87,Central US,Central US Store 1,2019-04-23,Furniture,Patio furniture,7,75,93525153
37,90,Central US,Central US Store 1,2019-05-08,Beauty/Health,Bath,9,14,78700710
38,94,Central US,Central US Store 1,2019-01-12,Electronics,Televisions,3,100,68341679
39,32,Central US,Central US Store 1,2019-04-05,Furniture,Indoor seating,5,100,86886068
40,50,Central US,Central US Store 1,2019-02-21,Baby,Baby toys,4,30,80228199
41,62,Central US,Central US Store 1,2019-02-06,Electronics,Headphones,3,200,29074190
42,16,Central US,Central US Store 1,2019-06-28,Clothing,Mens,7,25,25900404
43,77,Central US,Central US Store 1,2019-01-11,Electronics,Speakers,4,100,23864745
44,50,Central US,Central US Store 1,2019-04-20,Beauty/Health,Makeup,5,10,21054088
45,84,Central US,Central US Store 1,2019-06-30,Electronics,Tablets,3,100,64968614
46,35,Central US,Central US Store 1,2019-06-25,Clothing,Baby,11,13,62004749
47,26,Central US,Central US Store 1,2019-02-09,Electronics,Speakers,4,100,69045800
48,58,Central US,Central US Store 1,2019-06-08,Beauty/Health,Skincare,5,15,90973181
49,26,Central US,Central US Store 1,2019-02-11,Furniture,Beds,5,75,28949577
50,89,Central US,Central US Store 1,2019-01-31,Beauty/Health,Bath,5,10,79721678
51,46,Central US,Central US Store 1,2019-04-05,Clothing,Mens,7,20,85534652
52,25,Central US,Central US Store 1,2019-01-06,Furniture,Indoor tables,6,30,70989121
53,77,Central US,Central US Store 1,2019-04-08,Clothing,Shoes,3,10,30607478
54,80,Central US,Central US Store 1,2019-06-18,Baby,Car seats,6,5,77016499
55,34,Central US,Central US Store 1,2019-07-11,Beauty/Health,Bath,7,15,33808996
