ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,60,East US,East US Store 65,2019-01-26,Beauty/Health,Fragrances,7,15,10414777
1,42,East US,East US Store 65,2019-07-02,Clothing,Baby,5,12,99895250
2,15,East US,East US Store 65,2019-05-13,Baby,Baby toys,5,30,30966997
3,43,East US,East US Store 65,2019-07-05,Furniture,Beds,12,15,67241158
4,88,East US,East US Store 65,2019-01-12,Furniture,Beds,7,30,44745164
5,58,East US,East US Store 65,2019-05-05,Electronics,Speakers,4,200,80757380
6,52,East US,East US Store 65,2019-07-16,Electronics,Televisions,3,300,68576347
7,49,East US,East US Store 65,2019-04-28,Electronics,Speakers,3,200,29160922
8,60,East US,East US Store 65,2019-01-07,Baby,Diapers,7,30,60218671
9,69,East US,East US Store 65,2019-04-15,Beauty/Health,Fragrances,6,14,12577025
10,52,East US,East US Store 65,2019-01-27,Baby,Diapers,6,12,29467625
11,58,East US,East US Store 65,2019-04-22,Beauty/Health,Fragrances,10,10,13087660
12,2,East US,East US Store 65,2019-03-30,Clothing,Swimwear,4,13,18072369
13,66,East US,East US Store 65,2019-03-14,Electronics,Televisions,4,50,97119116
14,62,East US,East US Store 65,2019-01-08,Beauty/Health,Oral care,6,6,20762711
15,49,East US,East US Store 65,2019-03-10,Electronics,Cell Phones,3,300,44190707
16,19,East US,East US Store 65,2019-04-03,Clothing,Swimwear,3,25,26732614
17,28,East US,East US Store 65,2019-01-29,Clothing,Womens,4,25,87389930
18,38,East US,East US Store 65,2019-01-08,Beauty/Health,Feminine Products,4,10,94223462
19,73,East US,East US Store 65,2019-03-15,Beauty/Health,Haircare,4,10,87568925
20,13,East US,East US Store 65,2019-05-25,Electronics,Televisions,4,300,63539754
21,83,East US,East US Store 65,2019-06-01,Electronics,Televisions,3,100,77179883
22,82,East US,East US Store 65,2019-03-12,Clothing,Kids,7,10,65973438
23,89,East US,East US Store 65,2019-01-26,Furniture,Indoor seating,4,40,62334581
24,91,East US,East US Store 65,2019-06-06,Baby,Cribs,7,30,45191885
25,97,East US,East US Store 65,2019-02-14,Furniture,Patio furniture,3,75,97837662
26,14,East US,East US Store 65,2019-04-17,Electronics,Speakers,4,100,52482125
27,57,East US,East US Store 65,2019-04-23,Clothing,Shoes,11,25,95759782
28,70,East US,East US Store 65,2019-02-24,Baby,Diaper bags,7,12,43466237
29,68,East US,East US Store 65,2019-04-16,Furniture,Beds,12,100,46161987
30,13,East US,East US Store 65,2019-01-29,Clothing,Swimwear,6,12,85807060
31,20,East US,East US Store 65,2019-03-27,Baby,Diapers,3,30,56319964
32,67,East US,East US Store 65,2019-02-21,Baby,Cribs,5,10,66267574
33,67,East US,East US Store 65,2019-02-08,Electronics,Computers,3,100,29191462
34,63,East US,East US Store 65,2019-01-06,Clothing,Kids,7,25,54328659
35,65,East US,East US Store 65,2019-05-14,Furniture,Pool furniture,7,30,73940660
36,79,East US,East US Store 65,2019-05-19,Beauty/Health,Fragrances,8,14,87718987
37,77,East US,East US Store 65,2019-05-02,Baby,Diaper bags,5,5,53817023
