ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,25,North Europe,North Europe Store 99,2019-01-28,Baby,Baby toys,3,5,90747501
1,64,North Europe,North Europe Store 99,2019-05-21,Furniture,Patio furniture,6,100,32369187
2,52,North Europe,North Europe Store 99,2019-05-14,Baby,Diaper bags,3,30,43078493
3,16,North Europe,North Europe Store 99,2019-03-08,Clothing,Mens,3,25,89730713
4,5,North Europe,North Europe Store 99,2019-03-07,Beauty/Health,Oral care,2,10,32942350
5,17,North Europe,North Europe Store 99,2019-04-29,Clothing,Shoes,9,13,63642930
6,23,North Europe,North Europe Store 99,2019-02-28,Clothing,Kids,3,12,82629506
7,29,North Europe,North Europe Store 99,2019-07-01,Baby,Strollers,6,30,81582520
8,26,North Europe,North Europe Store 99,2019-06-21,Beauty/Health,Skincare,3,15,96271245
9,56,North Europe,North Europe Store 99,2019-02-22,Baby,Diapers,2,15,63018607
10,2,North Europe,North Europe Store 99,2019-06-18,Baby,Car seats,3,12,23666686
11,85,North Europe,North Europe Store 99,2019-05-29,Baby,Car seats,7,5,23126464
12,30,North Europe,North Europe Store 99,2019-05-12,Furniture,Patio furniture,10,15,42705422
13,59,North Europe,North Europe Store 99,2019-07-11,Furniture,Pool furniture,9,40,57597979
14,2,North Europe,North Europe Store 99,2019-07-02,Furniture,Pool furniture,8,15,87601715
15,11,North Europe,North Europe Store 99,2019-05-22,Clothing,Swimwear,3,25,88930361
16,2,North Europe,North Europe Store 99,2019-05-31,Furniture,Patio furniture,4,75,50548230
17,79,North Europe,North Europe Store 99,2019-05-30,Beauty/Health,Haircare,3,10,21425492
18,19,North Europe,North Europe Store 99,2019-02-17,Beauty/Health,Skincare,1,14,80491759
19,24,North Europe,North Europe Store 99,2019-03-19,Clothing,Mens,2,20,63656878
20,39,North Europe,North Europe Store 99,2019-02-15,Furniture,Indoor seating,2,40,58583719
21,3,North Europe,North Europe Store 99,2019-02-19,Beauty/Health,Makeup,2,10,40740751
22,94,North Europe,North Europe Store 99,2019-01-14,Beauty/Health,Makeup,1,10,35950859
23,9,North Europe,North Europe Store 99,2019-05-25,Electronics,Headphones,1,200,33421873
24,1,North Europe,North Europe Store 99,2019-04-27,Electronics,Televisions,2,100,28349374
25,53,North Europe,North Europe Store 99,2019-02-08,Furniture,Pool furniture,1,15,88174508
26,28,North Europe,North Europe Store 99,2019-01-11,Electronics,Speakers,1,200,42043829
27,93,North Europe,North Europe Store 99,2019-02-12,Clothing,Womens,1,20,22956263
28,47,North Europe,North Europe Store 99,2019-05-21,Clothing,Shoes,9,25,65560032
29,39,North Europe,North Europe Store 99,2019-04-07,Beauty/Health,Fragrances,2,10,71043749
30,35,North Europe,North Europe Store 99,2019-02-04,Electronics,Cell Phones,1,50,27592914
31,43,North Europe,North Europe Store 99,2019-01-04,Electronics,Computers,1,100,90109239
32,11,North Europe,North Europe Store 99,2019-01-12,Baby,Car seats,4,15,11105207
33,30,North Europe,North Europe Store 99,2019-04-25,Baby,Strollers,8,5,84967568
34,5,North Europe,North Europe Store 99,2019-03-03,Clothing,Kids,3,25,81622709
35,11,North Europe,North Europe Store 99,2019-04-29,Clothing,Mens,9,20,44523020
36,41,North Europe,North Europe Store 99,2019-05-15,Baby,Cribs,8,30,58520333
37,50,North Europe,North Europe Store 99,2019-04-22,Clothing,Swimwear,8,10,88372143
38,78,North Europe,North Europe Store 99,2019-02-11,Clothing,Baby,2,13,47522193
39,78,North Europe,North Europe Store 99,2019-06-19,Baby,Cribs,10,30,34685708
40,13,North Europe,North Europe Store 99,2019-06-22,Clothing,Womens,7,13,74604061
41,12,North Europe,North Europe Store 99,2019-04-24,Beauty/Health,Skincare,10,10,21552102
42,54,North Europe,North Europe Store 99,2019-01-21,Baby,Strollers,4,15,28539679
43,83,North Europe,North Europe Store 99,2019-04-25,Furniture,Beds,3,75,51376206
44,84,North Europe,North Europe Store 99,2019-01-18,Beauty/Health,Fragrances,4,15,25508515
45,16,North Europe,North Europe Store 99,2019-03-18,Furniture,Pool furniture,1,30,31479062
46,67,North Europe,North Europe Store 99,2019-05-06,Electronics,Headphones,1,300,48634365
47,44,North Europe,North Europe Store 99,2019-01-13,Beauty/Health,Fragrances,4,14,64357225
48,72,North Europe,North Europe Store 99,2019-06-09,Beauty/Health,Fragrances,3,10,52600220
49,58,North Europe,North Europe Store 99,2019-04-08,Clothing,Swimwear,3,25,29400222
