ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,16,East Europe,East Europe Store 29,2019-01-24,Baby,Diaper bags,4,5,33551592
1,65,East Europe,East Europe Store 29,2019-01-16,Baby,Baby toys,1,30,93153888
2,86,East Europe,East Europe Store 29,2019-01-23,Clothing,Shoes,5,12,67940747
3,31,East Europe,East Europe Store 29,2019-07-02,Furniture,Patio furniture,8,40,71607867
4,77,East Europe,East Europe Store 29,2019-04-03,Electronics,Speakers,2,50,66665799
5,80,East Europe,East Europe Store 29,2019-01-12,Clothing,Mens,1,20,42790625
6,6,East Europe,East Europe Store 29,2019-05-05,Furniture,Indoor tables,8,15,92444311
7,49,East Europe,East Europe Store 29,2019-01-05,Clothing,Kids,1,25,44904609
8,84,East Europe,East Europe Store 29,2019-03-19,Baby,Diaper bags,1,12,29926460
9,9,East Europe,East Europe Store 29,2019-01-01,Clothing,Womens,5,25,27682255
10,81,East Europe,East Europe Store 29,2019-04-05,Clothing,Baby,3,25,67728265
11,8,East Europe,East Europe Store 29,2019-01-31,Beauty/Health,Bath,5,6,91215430
12,49,East Europe,East Europe Store 29,2019-05-28,Beauty/Health,Haircare,3,10,34065902
13,32,East Europe,East Europe Store 29,2019-06-09,Furniture,Pool furniture,3,30,18147124
14,46,East Europe,East Europe Store 29,2019-07-02,Baby,Diaper bags,5,15,94634970
15,67,East Europe,East Europe Store 29,2019-03-22,Furniture,Patio furniture,1,100,96837435
16,14,East Europe,East Europe Store 29,2019-02-28,Clothing,Womens,4,25,86513924
17,89,East Europe,East Europe Store 29,2019-03-14,Clothing,Kids,2,25,15222986
18,93,East Europe,East Europe Store 29,2019-04-21,Clothing,Mens,6,12,34501018
19,41,East Europe,East Europe Store 29,2019-03-10,Electronics,Computers,2,50,58520794
20,15,East Europe,East Europe Store 29,2019-04-11,Clothing,Swimwear,9,10,35948029
21,18,East Europe,East Europe Store 29,2019-06-25,Electronics,Cell Phones,2,300,40323069
22,78,East Europe,East Europe Store 29,2019-04-20,Beauty/Health,Bath,5,10,51190520
23,24,East Europe,East Europe Store 29,2019-05-12,Beauty/Health,Feminine Products,6,10,37536309
24,25,East Europe,East Europe Store 29,2019-05-11,Furniture,Patio furniture,6,30,71456136
25,19,East Europe,East Europe Store 29,2019-02-10,Beauty/Health,Skincare,5,10,61354205
26,85,East Europe,East Europe Store 29,2019-04-06,Clothing,Mens,5,13,54115944
27,30,East Europe,East Europe Store 29,2019-01-01,Electronics,Headphones,2,100,55889224
28,75,East Europe,East Europe Store 29,2019-02-17,Electronics,Headphones,2,50,52302933
29,3,East Europe,East Europe Store 29,2019-02-03,Electronics,Computers,1,200,81753984
30,92,East Europe,East Europe Store 29,2019-04-09,Electronics,Televisions,1,200,91293351
31,36,East Europe,East Europe Store 29,2019-04-03,Clothing,Womens,3,13,43142173
32,22,East Europe,East Europe Store 29,2019-02-04,Baby,Car seats,1,10,82188317
33,68,East Europe,East Europe Store 29,2019-02-20,Electronics,Headphones,1,200,68351523
34,58,East Europe,East Europe Store 29,2019-07-15,Clothing,Swimwear,3,13,19893005
35,11,East Europe,East Europe Store 29,2019-01-03,Electronics,Headphones,1,200,44079309
36,31,East Europe,East Europe Store 29,2019-04-13,Furniture,Indoor tables,9,40,51304811
37,93,East Europe,East Europe Store 29,2019-07-04,Furniture,Beds,6,30,71230214
38,64,East Europe,East Europe Store 29,2019-05-28,Furniture,Pool furniture,5,30,68344082
39,13,East Europe,East Europe Store 29,2019-06-17,Electronics,Speakers,1,50,18726828
40,70,East Europe,East Europe Store 29,2019-03-25,Electronics,Televisions,1,100,40972175
41,68,East Europe,East Europe Store 29,2019-04-17,Beauty/Health,Fragrances,4,10,74280062
42,55,East Europe,East Europe Store 29,2019-01-09,Beauty/Health,Fragrances,4,10,76666024
43,49,East Europe,East Europe Store 29,2019-06-22,Furniture,Indoor seating,6,75,45683954
44,88,East Europe,East Europe Store 29,2019-03-08,Beauty/Health,Skincare,5,15,25079562
45,39,East Europe,East Europe Store 29,2019-05-12,Clothing,Swimwear,8,10,38035066
46,49,East Europe,East Europe Store 29,2019-07-03,Electronics,Speakers,2,200,86628251
47,36,East Europe,East Europe Store 29,2019-03-12,Clothing,Shoes,4,10,61153826
48,74,East Europe,East Europe Store 29,2019-04-11,Furniture,Patio furniture,4,15,82722046
49,48,East Europe,East Europe Store 29,2019-02-10,Furniture,Indoor seating,1,15,15634076
50,73,East Europe,East Europe Store 29,2019-04-04,Electronics,Cell Phones,1,200,53907734
51,64,East Europe,East Europe Store 29,2019-07-12,Electronics,Tablets,2,200,42898967
52,3,East Europe,East Europe Store 29,2019-06-02,Baby,Baby toys,8,30,79516397
53,26,East Europe,East Europe Store 29,2019-06-18,Beauty/Health,Bath,9,14,47681814
54,1,East Europe,East Europe Store 29,2019-04-15,Furniture,Pool furniture,7,15,50362603
55,77,East Europe,East Europe Store 29,2019-04-09,Electronics,Speakers,1,300,21443045
56,39,East Europe,East Europe Store 29,2019-04-03,Clothing,Mens,2,25,50434226
57,81,East Europe,East Europe Store 29,2019-04-28,Beauty/Health,Bath,10,6,44856390
58,24,East Europe,East Europe Store 29,2019-04-03,Baby,Strollers,3,30,82646012
59,74,East Europe,East Europe Store 29,2019-01-01,Electronics,Tablets,2,200,89707068
60,52,East Europe,East Europe Store 29,2019-02-21,Baby,Strollers,2,5,17819876
61,4,East Europe,East Europe Store 29,2019-04-10,Clothing,Kids,6,12,36128041
62,53,East Europe,East Europe Store 29,2019-02-20,Furniture,Beds,3,15,51787704
63,49,East Europe,East Europe Store 29,2019-07-09,Baby,Car seats,8,10,88206285
64,50,East Europe,East Europe Store 29,2019-01-02,Furniture,Indoor tables,5,40,19616647
65,40,East Europe,East Europe Store 29,2019-01-27,Electronics,Cell Phones,1,50,87251465
66,92,East Europe,East Europe Store 29,2019-02-17,Beauty/Health,Bath,3,15,96209898
67,47,East Europe,East Europe Store 29,2019-01-18,Baby,Car seats,1,12,43769062
68,76,East Europe,East Europe Store 29,2019-03-24,Furniture,Pool furniture,2,15,28832188
69,76,East Europe,East Europe Store 29,2019-02-02,Beauty/Health,Oral care,4,10,15078597
70,6,East Europe,East Europe Store 29,2019-05-21,Electronics,Cell Phones,1,50,55009489
71,62,East Europe,East Europe Store 29,2019-01-03,Furniture,Indoor tables,3,15,95446906
72,93,East Europe,East Europe Store 29,2019-05-12,Electronics,Tablets,2,100,41365653
73,95,East Europe,East Europe Store 29,2019-03-26,Electronics,Headphones,1,50,79548620
