ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,16,East Europe,East Europe Store 79,2019-02-17,Baby,Diaper bags,2,12,84883701
1,98,East Europe,East Europe Store 79,2019-02-27,Electronics,Computers,2,300,94217468
2,42,East Europe,East Europe Store 79,2019-04-16,Electronics,Cell Phones,2,200,11207598
3,30,East Europe,East Europe Store 79,2019-01-13,Clothing,Mens,5,13,21088021
4,36,East Europe,East Europe Store 79,2019-04-06,Baby,Cribs,2,15,16168044
5,49,East Europe,East Europe Store 79,2019-01-22,Furniture,Indoor tables,3,30,98696669
6,82,East Europe,East Europe Store 79,2019-04-14,Electronics,Televisions,1,100,22406763
7,73,East Europe,East Europe Store 79,2019-02-17,Beauty/Health,Skincare,3,10,19860831
8,14,East Europe,East Europe Store 79,2019-04-25,Furniture,Pool furniture,6,100,39506006
9,17,East Europe,East Europe Store 79,2019-01-02,Baby,Strollers,5,30,75037083
10,38,East Europe,East Europe Store 79,2019-04-22,Baby,Strollers,10,30,90834052
11,88,East Europe,East Europe Store 79,2019-04-20,Furniture,Pool furniture,8,40,30934929
12,90,East Europe,East Europe Store 79,2019-07-01,Beauty/Health,Skincare,4,10,72384016
13,40,East Europe,East Europe Store 79,2019-01-21,Baby,Strollers,4,15,39869305
14,77,East Europe,East Europe Store 79,2019-01-28,Clothing,Swimwear,5,12,59758268
15,51,East Europe,East Europe Store 79,2019-04-19,Clothing,Swimwear,7,25,58695887
16,65,East Europe,East Europe Store 79,2019-03-26,Baby,Cribs,2,30,22084286
17,57,East Europe,East Europe Store 79,2019-06-18,Furniture,Patio furniture,9,30,50713587
18,82,East Europe,East Europe Store 79,2019-01-27,Electronics,Headphones,2,200,50536450
19,95,East Europe,East Europe Store 79,2019-05-10,Clothing,Kids,10,12,80119507
20,38,East Europe,East Europe Store 79,2019-04-22,Baby,Cribs,9,30,77844893
21,98,East Europe,East Europe Store 79,2019-02-21,Baby,Car seats,2,5,47399488
22,41,East Europe,East Europe Store 79,2019-05-07,Furniture,Pool furniture,4,100,44510039
23,29,East Europe,East Europe Store 79,2019-01-31,Furniture,Patio furniture,2,15,32956787
24,63,East Europe,East Europe Store 79,2019-02-05,Beauty/Health,Oral care,5,6,58655691
25,86,East Europe,East Europe Store 79,2019-02-20,Furniture,Indoor tables,4,30,47068002
26,91,East Europe,East Europe Store 79,2019-03-30,Beauty/Health,Makeup,2,10,18733838
27,4,East Europe,East Europe Store 79,2019-04-16,Electronics,Tablets,2,100,66995181
28,74,East Europe,East Europe Store 79,2019-01-11,Beauty/Health,Haircare,4,6,79880209
29,37,East Europe,East Europe Store 79,2019-03-11,Clothing,Swimwear,3,12,85050033
30,83,East Europe,East Europe Store 79,2019-02-16,Furniture,Indoor seating,1,40,11602731
31,29,East Europe,East Europe Store 79,2019-05-07,Electronics,Speakers,2,300,76962036
32,47,East Europe,East Europe Store 79,2019-04-03,Furniture,Patio furniture,1,100,46098747
33,37,East Europe,East Europe Store 79,2019-02-23,Electronics,Headphones,2,200,80171391
34,66,East Europe,East Europe Store 79,2019-05-04,Furniture,Pool furniture,4,15,47800408
35,14,East Europe,East Europe Store 79,2019-07-11,Clothing,Kids,7,25,52530725
36,35,East Europe,East Europe Store 79,2019-01-16,Baby,Baby toys,2,30,84408417
37,52,East Europe,East Europe Store 79,2019-01-30,Furniture,Indoor seating,5,100,55790357
38,90,East Europe,East Europe Store 79,2019-07-01,Electronics,Tablets,2,100,70789335
39,36,East Europe,East Europe Store 79,2019-03-18,Electronics,Cell Phones,1,50,91713842
40,89,East Europe,East Europe Store 79,2019-01-13,Baby,Baby toys,2,10,75646132
41,24,East Europe,East Europe Store 79,2019-01-30,Furniture,Indoor tables,5,15,51032705
42,67,East Europe,East Europe Store 79,2019-03-23,Baby,Car seats,5,15,80447176
43,77,East Europe,East Europe Store 79,2019-02-20,Clothing,Swimwear,3,20,34074636
44,96,East Europe,East Europe Store 79,2019-01-17,Beauty/Health,Bath,3,10,90911147
45,66,East Europe,East Europe Store 79,2019-04-15,Clothing,Womens,7,25,66026927
46,68,East Europe,East Europe Store 79,2019-01-21,Electronics,Speakers,1,200,30699973
47,69,East Europe,East Europe Store 79,2019-02-07,Furniture,Patio furniture,4,40,23222615
48,82,East Europe,East Europe Store 79,2019-07-16,Beauty/Health,Oral care,3,10,66599033
49,64,East Europe,East Europe Store 79,2019-01-03,Furniture,Beds,3,40,22641304
50,25,East Europe,East Europe Store 79,2019-06-29,Baby,Cribs,9,15,27610085
51,19,East Europe,East Europe Store 79,2019-04-15,Baby,Cribs,10,5,17547827
52,56,East Europe,East Europe Store 79,2019-05-06,Furniture,Indoor seating,3,100,71804172
53,91,East Europe,East Europe Store 79,2019-07-16,Beauty/Health,Makeup,5,10,19991950
54,49,East Europe,East Europe Store 79,2019-01-30,Electronics,Computers,2,50,60859088
55,70,East Europe,East Europe Store 79,2019-04-03,Baby,Diapers,1,10,40540478
56,79,East Europe,East Europe Store 79,2019-05-26,Clothing,Swimwear,3,25,99943689
57,90,East Europe,East Europe Store 79,2019-07-11,Baby,Strollers,3,30,88200026
58,31,East Europe,East Europe Store 79,2019-02-07,Electronics,Tablets,2,200,19575192
59,69,East Europe,East Europe Store 79,2019-02-26,Clothing,Kids,5,25,50685169
60,70,East Europe,East Europe Store 79,2019-06-07,Clothing,Baby,7,13,75908055
61,93,East Europe,East Europe Store 79,2019-02-20,Baby,Baby toys,5,30,27615816
62,5,East Europe,East Europe Store 79,2019-07-08,Furniture,Pool furniture,9,40,64980401
63,24,East Europe,East Europe Store 79,2019-05-22,Beauty/Health,Haircare,6,10,52557589
64,15,East Europe,East Europe Store 79,2019-05-11,Baby,Diapers,4,30,72454708
65,69,East Europe,East Europe Store 79,2019-04-30,Baby,Strollers,9,5,44236197
66,62,East Europe,East Europe Store 79,2019-05-16,Baby,Strollers,6,15,35261987
67,54,East Europe,East Europe Store 79,2019-03-13,Electronics,Computers,1,100,33377392
68,88,East Europe,East Europe Store 79,2019-01-08,Electronics,Televisions,2,100,48206388
69,83,East Europe,East Europe Store 79,2019-03-02,Furniture,Patio furniture,3,100,24075654
70,80,East Europe,East Europe Store 79,2019-04-29,Beauty/Health,Bath,3,10,65277901
71,7,East Europe,East Europe Store 79,2019-05-05,Baby,Diapers,9,30,90452651
72,74,East Europe,East Europe Store 79,2019-03-07,Baby,Diapers,3,30,59991932
73,16,East Europe,East Europe Store 79,2019-01-15,Electronics,Speakers,1,50,89627910
74,90,East Europe,East Europe Store 79,2019-01-19,Clothing,Womens,5,13,93207008
75,34,East Europe,East Europe Store 79,2019-07-11,Clothing,Mens,5,20,10889017
76,57,East Europe,East Europe Store 79,2019-04-14,Beauty/Health,Haircare,3,10,54189545
77,11,East Europe,East Europe Store 79,2019-05-21,Beauty/Health,Skincare,9,10,63621927
78,1,East Europe,East Europe Store 79,2019-06-02,Beauty/Health,Skincare,5,6,90040308
79,90,East Europe,East Europe Store 79,2019-05-22,Furniture,Patio furniture,8,30,49346844
80,80,East Europe,East Europe Store 79,2019-02-16,Beauty/Health,Feminine Products,5,14,51258992
81,34,East Europe,East Europe Store 79,2019-06-24,Baby,Car seats,4,30,50038733
82,25,East Europe,East Europe Store 79,2019-05-15,Baby,Diaper bags,6,5,58317488
83,13,East Europe,East Europe Store 79,2019-06-30,Electronics,Cell Phones,2,100,10093823
84,61,East Europe,East Europe Store 79,2019-06-17,Baby,Car seats,5,5,37121656
