ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,38,Central US,Central US Store 6,2019-06-07,Clothing,Swimwear,7,12,63460022
1,19,Central US,Central US Store 6,2019-06-09,Clothing,Swimwear,10,25,11173343
2,3,Central US,Central US Store 6,2019-04-09,Clothing,Womens,10,25,62282589
3,83,Central US,Central US Store 6,2019-04-24,Furniture,Indoor seating,8,30,62952627
4,91,Central US,Central US Store 6,2019-05-04,Baby,Car seats,8,10,21558596
5,27,Central US,Central US Store 6,2019-06-16,Clothing,Mens,9,25,83741941
6,95,Central US,Central US Store 6,2019-03-06,Electronics,Headphones,4,200,79010759
7,80,Central US,Central US Store 6,2019-01-25,Baby,Diaper bags,6,12,98277640
8,32,Central US,Central US Store 6,2019-04-25,Furniture,Beds,7,100,40513664
9,80,Central US,Central US Store 6,2019-06-09,Electronics,Cell Phones,4,50,16632550
10,3,Central US,Central US Store 6,2019-05-15,Clothing,Kids,10,10,90271282
11,88,Central US,Central US Store 6,2019-06-30,Clothing,Womens,6,12,38999644
12,90,Central US,Central US Store 6,2019-01-29,Furniture,Pool furniture,6,30,75102157
13,50,Central US,Central US Store 6,2019-05-06,Baby,Diapers,6,30,36690752
14,41,Central US,Central US Store 6,2019-02-11,Furniture,Indoor tables,6,15,76306374
15,97,Central US,Central US Store 6,2019-04-15,Baby,Car seats,8,30,28965151
16,76,Central US,Central US Store 6,2019-02-24,Electronics,Headphones,3,50,28983613
17,14,Central US,Central US Store 6,2019-05-15,Beauty/Health,Bath,6,10,20223688
18,52,Central US,Central US Store 6,2019-05-21,Furniture,Patio furniture,10,15,19533076
19,49,Central US,Central US Store 6,2019-05-12,Furniture,Indoor seating,11,40,84451032
20,85,Central US,Central US Store 6,2019-06-23,Electronics,Cell Phones,4,100,29642695
21,29,Central US,Central US Store 6,2019-01-23,Furniture,Pool furniture,5,15,47466129
22,71,Central US,Central US Store 6,2019-06-19,Clothing,Mens,10,12,73670548
23,95,Central US,Central US Store 6,2019-04-28,Clothing,Kids,6,25,62672085
24,32,Central US,Central US Store 6,2019-01-11,Furniture,Pool furniture,3,40,58031349
25,96,Central US,Central US Store 6,2019-01-01,Baby,Cribs,4,10,79011207
26,17,Central US,Central US Store 6,2019-03-13,Baby,Baby toys,4,12,81899115
27,59,Central US,Central US Store 6,2019-03-29,Baby,Baby toys,5,10,21150451
28,71,Central US,Central US Store 6,2019-02-11,Furniture,Pool furniture,3,75,82228224
29,52,Central US,Central US Store 6,2019-06-27,Electronics,Computers,4,300,21429737
30,63,Central US,Central US Store 6,2019-04-24,Beauty/Health,Haircare,8,10,76403998
31,96,Central US,Central US Store 6,2019-05-13,Baby,Diaper bags,9,30,78293717
32,101,Central US,Central US Store 6,2019-05-11,Baby,Diapers,9,5,32784888
33,87,Central US,Central US Store 6,2019-01-14,Baby,Diapers,5,15,56773355
34,39,Central US,Central US Store 6,2019-05-28,Electronics,Computers,3,300,89196338
35,88,Central US,Central US Store 6,2019-03-04,Clothing,Shoes,7,25,19301517
36,51,Central US,Central US Store 6,2019-06-13,Electronics,Speakers,4,200,27773598
37,80,Central US,Central US Store 6,2019-03-17,Beauty/Health,Skincare,4,10,90904924
38,11,Central US,Central US Store 6,2019-04-13,Beauty/Health,Skincare,10,10,46462769
39,75,Central US,Central US Store 6,2019-02-23,Beauty/Health,Haircare,4,6,97008019
40,88,Central US,Central US Store 6,2019-05-07,Furniture,Indoor tables,9,30,50122573
41,17,Central US,Central US Store 6,2019-04-27,Electronics,Tablets,4,100,54814812
42,49,Central US,Central US Store 6,2019-07-04,Beauty/Health,Skincare,7,15,16076442
43,49,Central US,Central US Store 6,2019-05-31,Furniture,Indoor seating,8,30,16611238
44,100,Central US,Central US Store 6,2019-04-03,Electronics,Televisions,4,100,45884730
45,98,Central US,Central US Store 6,2019-06-21,Baby,Cribs,6,30,76468213
46,87,Central US,Central US Store 6,2019-06-13,Electronics,Tablets,4,100,52287142
47,69,Central US,Central US Store 6,2019-04-18,Beauty/Health,Skincare,12,15,64911384
48,51,Central US,Central US Store 6,2019-07-11,Furniture,Indoor seating,10,15,18828494
49,14,Central US,Central US Store 6,2019-06-08,Baby,Car seats,6,12,72412534
50,21,Central US,Central US Store 6,2019-04-24,Baby,Strollers,8,10,61216610
51,9,Central US,Central US Store 6,2019-04-13,Beauty/Health,Fragrances,6,10,25541408
52,98,Central US,Central US Store 6,2019-01-27,Beauty/Health,Bath,3,14,69914195
53,51,Central US,Central US Store 6,2019-05-09,Beauty/Health,Bath,5,14,88694112
54,81,Central US,Central US Store 6,2019-05-24,Beauty/Health,Skincare,8,14,96844854
55,63,Central US,Central US Store 6,2019-06-03,Electronics,Headphones,4,100,16907394
56,82,Central US,Central US Store 6,2019-01-25,Furniture,Pool furniture,6,40,86228446
57,44,Central US,Central US Store 6,2019-06-29,Beauty/Health,Skincare,10,10,99134614
58,96,Central US,Central US Store 6,2019-06-07,Furniture,Patio furniture,6,40,14329580
59,44,Central US,Central US Store 6,2019-02-10,Clothing,Mens,5,25,72972612
60,33,Central US,Central US Store 6,2019-03-05,Clothing,Mens,7,10,82870513
61,25,Central US,Central US Store 6,2019-02-23,Clothing,Kids,5,10,65335093
62,98,Central US,Central US Store 6,2019-04-20,Baby,Diaper bags,8,5,23342422
63,59,Central US,Central US Store 6,2019-02-24,Furniture,Indoor seating,5,15,28469460
64,60,Central US,Central US Store 6,2019-02-21,Clothing,Baby,5,12,41825651
65,92,Central US,Central US Store 6,2019-03-07,Furniture,Indoor seating,5,15,23187831
66,32,Central US,Central US Store 6,2019-02-28,Clothing,Kids,6,25,89587582
67,73,Central US,Central US Store 6,2019-06-18,Baby,Cribs,11,15,89485178
68,9,Central US,Central US Store 6,2019-06-29,Electronics,Speakers,3,100,18738266
69,54,Central US,Central US Store 6,2019-02-12,Beauty/Health,Makeup,7,14,36657735
70,31,Central US,Central US Store 6,2019-06-24,Furniture,Indoor tables,6,15,56772316
71,34,Central US,Central US Store 6,2019-01-07,Electronics,Headphones,4,200,49676340
72,62,Central US,Central US Store 6,2019-05-09,Beauty/Health,Makeup,10,10,39745409
73,73,Central US,Central US Store 6,2019-06-03,Clothing,Kids,8,20,52625670
74,47,Central US,Central US Store 6,2019-03-04,Clothing,Womens,6,12,59008342
75,90,Central US,Central US Store 6,2019-01-23,Clothing,Swimwear,7,20,64143054
76,65,Central US,Central US Store 6,2019-01-29,Beauty/Health,Fragrances,5,14,47094096
77,91,Central US,Central US Store 6,2019-05-13,Electronics,Tablets,3,200,16049813
78,31,Central US,Central US Store 6,2019-01-13,Clothing,Mens,5,25,72125777
79,23,Central US,Central US Store 6,2019-01-25,Clothing,Mens,7,12,80406765
80,90,Central US,Central US Store 6,2019-03-10,Beauty/Health,Skincare,3,14,19545310
81,29,Central US,Central US Store 6,2019-03-12,Furniture,Indoor tables,6,30,57487210
82,8,Central US,Central US Store 6,2019-03-25,Clothing,Baby,7,10,45598811
83,90,Central US,Central US Store 6,2019-05-31,Furniture,Indoor seating,5,30,92159781
84,22,Central US,Central US Store 6,2019-06-20,Electronics,Cell Phones,3,50,10183424
85,34,Central US,Central US Store 6,2019-03-08,Electronics,Computers,3,50,15803656
86,84,Central US,Central US Store 6,2019-06-26,Furniture,Indoor seating,8,75,31344689
87,17,Central US,Central US Store 6,2019-01-14,Clothing,Kids,3,20,47005748
88,100,Central US,Central US Store 6,2019-04-03,Electronics,Headphones,4,300,45839589
89,19,Central US,Central US Store 6,2019-02-08,Baby,Car seats,4,30,59858938
90,65,Central US,Central US Store 6,2019-02-04,Beauty/Health,Oral care,5,10,54182593
91,36,Central US,Central US Store 6,2019-03-26,Baby,Strollers,4,30,55029209
