ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,69,West Europe,West Europe Store 21,2019-05-14,Beauty/Health,Fragrances,5,10,66477369
1,55,West Europe,West Europe Store 21,2019-03-05,Beauty/Health,Bath,3,15,56283065
2,46,West Europe,West Europe Store 21,2019-03-17,Furniture,Pool furniture,4,30,94856077
3,62,West Europe,West Europe Store 21,2019-02-03,Baby,Baby toys,2,15,31631628
4,10,West Europe,West Europe Store 21,2019-07-04,Furniture,Pool furniture,7,75,19007680
5,35,West Europe,West Europe Store 21,2019-02-17,Furniture,Patio furniture,3,40,46615710
6,86,West Europe,West Europe Store 21,2019-04-28,Furniture,Indoor seating,7,15,71293839
7,60,West Europe,West Europe Store 21,2019-01-17,Beauty/Health,Fragrances,3,10,99483909
8,4,West Europe,West Europe Store 21,2019-05-30,Baby,Cribs,3,10,69087863
9,64,West Europe,West Europe Store 21,2019-01-11,Electronics,Televisions,1,100,64069784
10,47,West Europe,West Europe Store 21,2019-05-15,Clothing,Kids,8,10,61586312
11,27,West Europe,West Europe Store 21,2019-05-20,Furniture,Pool furniture,9,75,29051574
12,86,West Europe,West Europe Store 21,2019-05-05,Furniture,Beds,7,15,28662744
13,3,West Europe,West Europe Store 21,2019-01-19,Clothing,Mens,1,25,88785129
14,80,West Europe,West Europe Store 21,2019-07-03,Electronics,Tablets,1,200,47552070
15,32,West Europe,West Europe Store 21,2019-04-28,Beauty/Health,Oral care,7,6,82634441
16,54,West Europe,West Europe Store 21,2019-04-17,Beauty/Health,Fragrances,3,6,69916505
17,24,West Europe,West Europe Store 21,2019-01-10,Clothing,Womens,2,25,35031273
18,20,West Europe,West Europe Store 21,2019-02-28,Baby,Car seats,4,30,49967323
19,83,West Europe,West Europe Store 21,2019-07-12,Furniture,Indoor seating,4,15,69607482
20,39,West Europe,West Europe Store 21,2019-05-22,Electronics,Cell Phones,2,100,99798905
21,35,West Europe,West Europe Store 21,2019-03-28,Furniture,Patio furniture,2,30,44095045
22,30,West Europe,West Europe Store 21,2019-03-17,Electronics,Cell Phones,1,200,15197472
23,6,West Europe,West Europe Store 21,2019-05-16,Furniture,Pool furniture,4,40,37488278
24,70,West Europe,West Europe Store 21,2019-06-29,Clothing,Swimwear,6,13,96734654
25,89,West Europe,West Europe Store 21,2019-04-06,Electronics,Headphones,2,200,69599045
26,69,West Europe,West Europe Store 21,2019-03-20,Baby,Diapers,2,30,64501391
27,86,West Europe,West Europe Store 21,2019-04-14,Electronics,Televisions,1,300,13283884
28,64,West Europe,West Europe Store 21,2019-02-06,Clothing,Baby,5,10,50259472
29,74,West Europe,West Europe Store 21,2019-03-24,Electronics,Cell Phones,2,50,51108930
30,90,West Europe,West Europe Store 21,2019-02-13,Baby,Car seats,4,10,46295203
31,56,West Europe,West Europe Store 21,2019-04-13,Baby,Baby toys,3,30,17019053
32,39,West Europe,West Europe Store 21,2019-04-14,Furniture,Indoor seating,8,30,28754273
33,9,West Europe,West Europe Store 21,2019-02-15,Baby,Strollers,3,5,28252029
34,101,West Europe,West Europe Store 21,2019-03-27,Beauty/Health,Haircare,2,10,52189273
35,100,West Europe,West Europe Store 21,2019-03-08,Electronics,Cell Phones,2,50,69652772
36,29,West Europe,West Europe Store 21,2019-05-16,Clothing,Baby,3,25,69124654
37,90,West Europe,West Europe Store 21,2019-05-15,Clothing,Kids,8,13,21535268
38,78,West Europe,West Europe Store 21,2019-04-19,Electronics,Computers,2,100,10449612
39,18,West Europe,West Europe Store 21,2019-02-14,Baby,Diaper bags,3,30,29045207
40,67,West Europe,West Europe Store 21,2019-01-21,Furniture,Patio furniture,1,30,72413443
41,71,West Europe,West Europe Store 21,2019-06-18,Electronics,Computers,2,200,16073760
42,24,West Europe,West Europe Store 21,2019-05-24,Clothing,Shoes,3,20,42420662
43,85,West Europe,West Europe Store 21,2019-02-17,Electronics,Cell Phones,1,100,72857693
44,81,West Europe,West Europe Store 21,2019-06-04,Electronics,Cell Phones,1,100,45608932
45,62,West Europe,West Europe Store 21,2019-02-23,Furniture,Pool furniture,3,30,97585316
46,94,West Europe,West Europe Store 21,2019-06-27,Electronics,Computers,1,100,35751360
47,23,West Europe,West Europe Store 21,2019-04-27,Electronics,Headphones,2,100,77203351
48,17,West Europe,West Europe Store 21,2019-07-13,Clothing,Kids,10,10,88115307
49,27,West Europe,West Europe Store 21,2019-04-25,Furniture,Beds,3,100,28972231
