ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,11,East Europe,East Europe Store 17,2019-01-22,Beauty/Health,Makeup,5,10,66921743
1,7,East Europe,East Europe Store 17,2019-05-19,Electronics,Speakers,2,200,30252348
2,98,East Europe,East Europe Store 17,2019-03-30,Furniture,Indoor tables,4,40,91181018
3,8,East Europe,East Europe Store 17,2019-02-04,Furniture,Indoor seating,2,30,61196430
4,37,East Europe,East Europe Store 17,2019-05-02,Furniture,Indoor tables,4,40,44975586
5,46,East Europe,East Europe Store 17,2019-05-07,Baby,Diaper bags,4,30,53714551
6,55,East Europe,East Europe Store 17,2019-02-18,Baby,Strollers,4,15,86674420
7,69,East Europe,East Europe Store 17,2019-04-01,Furniture,Beds,3,100,83579147
8,88,East Europe,East Europe Store 17,2019-03-25,Electronics,Tablets,2,50,32096046
9,3,East Europe,East Europe Store 17,2019-05-12,Beauty/Health,Skincare,10,10,42884248
10,45,East Europe,East Europe Store 17,2019-07-16,Furniture,Pool furniture,10,30,99724315
11,83,East Europe,East Europe Store 17,2019-07-08,Baby,Diapers,8,10,43862859
12,56,East Europe,East Europe Store 17,2019-01-13,Baby,Diaper bags,2,15,44466780
13,5,East Europe,East Europe Store 17,2019-06-24,Clothing,Baby,10,20,62667340
14,66,East Europe,East Europe Store 17,2019-06-13,Baby,Diapers,6,5,29655129
15,90,East Europe,East Europe Store 17,2019-02-24,Electronics,Computers,1,200,64720690
16,30,East Europe,East Europe Store 17,2019-05-27,Furniture,Indoor tables,4,15,33769927
17,22,East Europe,East Europe Store 17,2019-05-31,Clothing,Mens,7,13,34192382
18,64,East Europe,East Europe Store 17,2019-07-11,Beauty/Health,Oral care,5,10,85604413
19,72,East Europe,East Europe Store 17,2019-03-17,Baby,Diapers,1,30,10140858
20,72,East Europe,East Europe Store 17,2019-02-15,Baby,Car seats,3,5,28633127
21,53,East Europe,East Europe Store 17,2019-04-04,Beauty/Health,Skincare,3,10,98660488
22,95,East Europe,East Europe Store 17,2019-01-02,Beauty/Health,Oral care,1,10,16559155
23,36,East Europe,East Europe Store 17,2019-04-17,Baby,Baby toys,3,5,61355952
24,61,East Europe,East Europe Store 17,2019-01-27,Clothing,Kids,5,25,48694562
25,66,East Europe,East Europe Store 17,2019-03-24,Beauty/Health,Makeup,3,15,37629035
26,7,East Europe,East Europe Store 17,2019-03-02,Electronics,Tablets,1,50,78594927
27,101,East Europe,East Europe Store 17,2019-02-01,Baby,Cribs,4,30,52715616
28,31,East Europe,East Europe Store 17,2019-07-05,Baby,Diapers,8,30,88507110
29,13,East Europe,East Europe Store 17,2019-01-14,Furniture,Beds,3,75,13474223
30,11,East Europe,East Europe Store 17,2019-04-23,Baby,Baby toys,5,10,76203016
31,8,East Europe,East Europe Store 17,2019-02-02,Furniture,Pool furniture,2,75,32473494
32,36,East Europe,East Europe Store 17,2019-03-17,Clothing,Baby,3,25,53409033
33,42,East Europe,East Europe Store 17,2019-04-21,Furniture,Pool furniture,9,75,36063915
34,57,East Europe,East Europe Store 17,2019-03-18,Beauty/Health,Feminine Products,3,10,42095604
35,80,East Europe,East Europe Store 17,2019-03-22,Electronics,Speakers,1,300,51149096
36,45,East Europe,East Europe Store 17,2019-05-20,Furniture,Indoor tables,7,75,96883250
37,7,East Europe,East Europe Store 17,2019-03-20,Baby,Diaper bags,4,15,73538067
38,13,East Europe,East Europe Store 17,2019-06-05,Baby,Diaper bags,6,15,46570610
39,76,East Europe,East Europe Store 17,2019-01-20,Beauty/Health,Feminine Products,2,14,15686529
40,1,East Europe,East Europe Store 17,2019-05-13,Electronics,Speakers,2,100,39565165
41,6,East Europe,East Europe Store 17,2019-01-02,Clothing,Swimwear,4,25,44931707
42,22,East Europe,East Europe Store 17,2019-05-08,Beauty/Health,Haircare,9,15,54869873
43,67,East Europe,East Europe Store 17,2019-04-07,Beauty/Health,Makeup,2,10,40301070
44,53,East Europe,East Europe Store 17,2019-06-03,Clothing,Shoes,9,25,66048400
45,56,East Europe,East Europe Store 17,2019-04-12,Beauty/Health,Makeup,5,15,36092004
46,33,East Europe,East Europe Store 17,2019-01-10,Beauty/Health,Oral care,5,6,39281610
47,58,East Europe,East Europe Store 17,2019-01-22,Electronics,Speakers,2,100,66885505
48,85,East Europe,East Europe Store 17,2019-06-13,Furniture,Indoor tables,5,15,90033957
49,55,East Europe,East Europe Store 17,2019-06-22,Electronics,Headphones,2,100,50888743
50,38,East Europe,East Europe Store 17,2019-06-24,Electronics,Speakers,2,300,64777192
51,9,East Europe,East Europe Store 17,2019-01-21,Beauty/Health,Bath,2,10,30932475
52,61,East Europe,East Europe Store 17,2019-02-24,Beauty/Health,Oral care,1,10,23661992
53,72,East Europe,East Europe Store 17,2019-01-02,Baby,Car seats,1,5,75636713
54,79,East Europe,East Europe Store 17,2019-02-24,Beauty/Health,Haircare,1,15,56478196
55,61,East Europe,East Europe Store 17,2019-01-10,Furniture,Indoor tables,2,100,24698549
56,85,East Europe,East Europe Store 17,2019-02-11,Beauty/Health,Skincare,3,10,20213018
57,26,East Europe,East Europe Store 17,2019-07-14,Electronics,Headphones,1,300,11437226
58,82,East Europe,East Europe Store 17,2019-03-14,Furniture,Pool furniture,3,75,75469236
59,9,East Europe,East Europe Store 17,2019-03-18,Beauty/Health,Oral care,3,10,70357763
60,98,East Europe,East Europe Store 17,2019-04-03,Electronics,Speakers,1,200,86684169
61,45,East Europe,East Europe Store 17,2019-03-25,Furniture,Indoor seating,2,75,63294421
62,43,East Europe,East Europe Store 17,2019-03-31,Furniture,Patio furniture,4,100,30178477
63,97,East Europe,East Europe Store 17,2019-01-07,Beauty/Health,Makeup,5,10,75359069
64,1,East Europe,East Europe Store 17,2019-02-15,Beauty/Health,Feminine Products,2,10,90906361
65,62,East Europe,East Europe Store 17,2019-04-14,Furniture,Indoor tables,4,40,50848531
66,90,East Europe,East Europe Store 17,2019-06-30,Electronics,Computers,1,200,91110999
67,25,East Europe,East Europe Store 17,2019-04-09,Baby,Diaper bags,8,15,60433147
68,15,East Europe,East Europe Store 17,2019-05-24,Electronics,Computers,1,100,77825048
69,3,East Europe,East Europe Store 17,2019-03-16,Furniture,Indoor seating,2,15,62932704
70,11,East Europe,East Europe Store 17,2019-01-02,Furniture,Patio furniture,2,75,87474933
71,40,East Europe,East Europe Store 17,2019-04-20,Furniture,Indoor seating,7,40,31259454
72,37,East Europe,East Europe Store 17,2019-02-14,Furniture,Patio furniture,2,40,30008894
73,3,East Europe,East Europe Store 17,2019-01-11,Furniture,Patio furniture,4,75,54003412
74,92,East Europe,East Europe Store 17,2019-05-20,Electronics,Tablets,1,100,39137554
75,1,East Europe,East Europe Store 17,2019-05-31,Baby,Diaper bags,4,5,99053955
76,88,East Europe,East Europe Store 17,2019-06-03,Clothing,Womens,9,20,54995903
77,89,East Europe,East Europe Store 17,2019-02-02,Clothing,Mens,3,13,46103976
78,10,East Europe,East Europe Store 17,2019-01-24,Clothing,Shoes,1,20,21872681
79,75,East Europe,East Europe Store 17,2019-01-24,Electronics,Speakers,2,100,76846648
80,34,East Europe,East Europe Store 17,2019-04-24,Baby,Strollers,5,30,89654432
81,57,East Europe,East Europe Store 17,2019-03-18,Furniture,Indoor tables,2,30,53261226
82,42,East Europe,East Europe Store 17,2019-06-25,Furniture,Indoor seating,8,15,31539859
83,66,East Europe,East Europe Store 17,2019-06-04,Baby,Car seats,3,12,70577304
84,65,East Europe,East Europe Store 17,2019-04-23,Baby,Car seats,7,12,18674425
85,56,East Europe,East Europe Store 17,2019-03-29,Clothing,Mens,3,25,93270938
86,80,East Europe,East Europe Store 17,2019-03-12,Beauty/Health,Bath,4,14,80840366
87,36,East Europe,East Europe Store 17,2019-02-02,Baby,Diapers,2,30,45249754
88,99,East Europe,East Europe Store 17,2019-02-18,Furniture,Indoor seating,3,40,46178997
89,10,East Europe,East Europe Store 17,2019-05-12,Electronics,Cell Phones,2,200,67402755
90,87,East Europe,East Europe Store 17,2019-04-22,Furniture,Pool furniture,7,40,42077647
91,98,East Europe,East Europe Store 17,2019-04-12,Electronics,Computers,1,100,48978832
92,66,East Europe,East Europe Store 17,2019-01-04,Electronics,Headphones,2,100,42712008
93,15,East Europe,East Europe Store 17,2019-07-05,Clothing,Kids,9,13,99878521
94,23,East Europe,East Europe Store 17,2019-02-14,Furniture,Patio furniture,1,100,79917537
95,89,East Europe,East Europe Store 17,2019-02-27,Electronics,Headphones,1,300,69108765
96,26,East Europe,East Europe Store 17,2019-04-10,Clothing,Swimwear,9,12,51059086
97,68,East Europe,East Europe Store 17,2019-06-18,Furniture,Indoor seating,9,15,60722678
98,71,East Europe,East Europe Store 17,2019-03-07,Furniture,Patio furniture,3,30,47400748
99,53,East Europe,East Europe Store 17,2019-01-15,Electronics,Tablets,1,100,10261811
100,51,East Europe,East Europe Store 17,2019-05-31,Baby,Diaper bags,8,15,95234144
101,59,East Europe,East Europe Store 17,2019-01-27,Furniture,Indoor tables,4,30,20554403
102,82,East Europe,East Europe Store 17,2019-01-24,Baby,Car seats,4,5,67076567
103,91,East Europe,East Europe Store 17,2019-05-20,Clothing,Mens,10,25,24739321
104,53,East Europe,East Europe Store 17,2019-03-14,Clothing,Womens,2,25,62648439
105,96,East Europe,East Europe Store 17,2019-01-07,Furniture,Beds,1,30,34351181
106,30,East Europe,East Europe Store 17,2019-05-19,Clothing,Swimwear,6,25,19446593
107,95,East Europe,East Europe Store 17,2019-06-05,Electronics,Televisions,2,200,64748641
108,31,East Europe,East Europe Store 17,2019-05-02,Electronics,Televisions,1,100,57955380
109,83,East Europe,East Europe Store 17,2019-05-28,Beauty/Health,Fragrances,6,10,39947778
110,39,East Europe,East Europe Store 17,2019-06-25,Baby,Strollers,8,12,39011706
111,59,East Europe,East Europe Store 17,2019-04-07,Furniture,Beds,5,30,43904426
112,14,East Europe,East Europe Store 17,2019-04-05,Baby,Baby toys,4,30,50850499
113,74,East Europe,East Europe Store 17,2019-06-30,Furniture,Patio furniture,10,40,38956374
114,101,East Europe,East Europe Store 17,2019-02-04,Beauty/Health,Skincare,5,10,58555289
115,42,East Europe,East Europe Store 17,2019-05-03,Electronics,Speakers,1,200,24073877
116,20,East Europe,East Europe Store 17,2019-03-07,Beauty/Health,Fragrances,3,10,54288503
117,89,East Europe,East Europe Store 17,2019-03-07,Baby,Car seats,3,15,27559765
118,10,East Europe,East Europe Store 17,2019-04-17,Electronics,Tablets,2,50,74727498
119,65,East Europe,East Europe Store 17,2019-06-03,Electronics,Cell Phones,2,100,87348117
120,69,East Europe,East Europe Store 17,2019-05-17,Furniture,Patio furniture,4,100,16847680
121,95,East Europe,East Europe Store 17,2019-02-06,Clothing,Mens,1,25,78542314
122,74,East Europe,East Europe Store 17,2019-01-24,Baby,Diapers,2,10,99526189
123,3,East Europe,East Europe Store 17,2019-01-10,Furniture,Indoor seating,2,100,56638820
124,22,East Europe,East Europe Store 17,2019-03-14,Baby,Car seats,1,10,88763995
125,17,East Europe,East Europe Store 17,2019-04-11,Clothing,Kids,8,25,73557737
126,58,East Europe,East Europe Store 17,2019-05-12,Electronics,Cell Phones,2,50,50223366
127,41,East Europe,East Europe Store 17,2019-04-04,Furniture,Indoor tables,2,15,98198078
128,48,East Europe,East Europe Store 17,2019-06-29,Furniture,Patio furniture,8,40,21519404
129,71,East Europe,East Europe Store 17,2019-06-26,Clothing,Mens,10,25,29937002
130,34,East Europe,East Europe Store 17,2019-06-15,Beauty/Health,Haircare,3,14,92767279
131,95,East Europe,East Europe Store 17,2019-02-20,Electronics,Computers,2,100,10040799
132,70,East Europe,East Europe Store 17,2019-05-20,Baby,Baby toys,7,12,89345273
133,66,East Europe,East Europe Store 17,2019-02-01,Electronics,Computers,2,200,77134314
134,23,East Europe,East Europe Store 17,2019-06-26,Clothing,Kids,4,13,23667589
135,46,East Europe,East Europe Store 17,2019-05-05,Electronics,Headphones,1,200,55709280
136,83,East Europe,East Europe Store 17,2019-06-27,Clothing,Mens,4,20,97709298
137,13,East Europe,East Europe Store 17,2019-06-07,Furniture,Pool furniture,4,40,87728231
138,54,East Europe,East Europe Store 17,2019-05-26,Clothing,Baby,7,25,52492262
139,26,East Europe,East Europe Store 17,2019-03-08,Electronics,Cell Phones,1,100,16796721
140,60,East Europe,East Europe Store 17,2019-06-16,Electronics,Televisions,2,100,97596270
141,68,East Europe,East Europe Store 17,2019-05-18,Clothing,Mens,8,13,79302204
142,18,East Europe,East Europe Store 17,2019-02-11,Electronics,Tablets,2,100,73949231
143,41,East Europe,East Europe Store 17,2019-04-14,Beauty/Health,Skincare,7,14,45152333
144,88,East Europe,East Europe Store 17,2019-05-15,Clothing,Swimwear,4,25,81033210
145,74,East Europe,East Europe Store 17,2019-07-15,Baby,Diaper bags,3,30,24200622
146,72,East Europe,East Europe Store 17,2019-03-27,Beauty/Health,Bath,4,10,60155596
147,78,East Europe,East Europe Store 17,2019-03-22,Furniture,Patio furniture,5,15,15633651
148,12,East Europe,East Europe Store 17,2019-01-23,Electronics,Televisions,1,50,94475245
149,46,East Europe,East Europe Store 17,2019-01-10,Furniture,Beds,2,15,41736525
150,23,East Europe,East Europe Store 17,2019-02-07,Baby,Cribs,5,10,43884690
151,14,East Europe,East Europe Store 17,2019-05-27,Baby,Diapers,10,10,20138649
152,61,East Europe,East Europe Store 17,2019-02-08,Electronics,Speakers,2,300,93051813
153,91,East Europe,East Europe Store 17,2019-01-07,Furniture,Indoor seating,1,100,87332198
154,1,East Europe,East Europe Store 17,2019-06-15,Beauty/Health,Bath,9,6,58484190
155,73,East Europe,East Europe Store 17,2019-06-05,Electronics,Speakers,1,100,64309104
156,67,East Europe,East Europe Store 17,2019-04-18,Clothing,Mens,8,25,87939904
157,10,East Europe,East Europe Store 17,2019-02-04,Baby,Car seats,3,15,73857414
158,51,East Europe,East Europe Store 17,2019-05-23,Furniture,Beds,8,100,70022113
159,5,East Europe,East Europe Store 17,2019-06-05,Electronics,Televisions,2,200,45324521
160,86,East Europe,East Europe Store 17,2019-05-27,Furniture,Patio furniture,4,15,20523530
161,56,East Europe,East Europe Store 17,2019-04-06,Electronics,Headphones,2,300,37155270
162,49,East Europe,East Europe Store 17,2019-01-28,Electronics,Televisions,2,50,83095895
163,19,East Europe,East Europe Store 17,2019-05-12,Electronics,Tablets,1,50,87974609
164,50,East Europe,East Europe Store 17,2019-01-28,Electronics,Computers,2,200,74441171
165,9,East Europe,East Europe Store 17,2019-05-01,Baby,Car seats,9,10,62337151
166,25,East Europe,East Europe Store 17,2019-04-15,Furniture,Indoor seating,7,40,46945042
167,46,East Europe,East Europe Store 17,2019-05-25,Baby,Diapers,6,30,65187778
168,52,East Europe,East Europe Store 17,2019-01-03,Clothing,Baby,5,10,51861449
169,22,East Europe,East Europe Store 17,2019-04-21,Beauty/Health,Makeup,8,15,41637894
170,11,East Europe,East Europe Store 17,2019-03-06,Furniture,Beds,3,15,51083286
171,54,East Europe,East Europe Store 17,2019-05-20,Electronics,Tablets,2,300,46183401
172,25,East Europe,East Europe Store 17,2019-02-26,Clothing,Baby,5,20,57789752
