ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,14,North Europe,North Europe Store 68,2019-06-10,Clothing,Baby,3,25,26728014
1,18,North Europe,North Europe Store 68,2019-03-29,Furniture,Indoor tables,5,40,85601298
2,27,North Europe,North Europe Store 68,2019-02-09,Baby,Cribs,2,5,75382294
3,85,North Europe,North Europe Store 68,2019-05-05,Furniture,Beds,6,40,45707920
4,90,North Europe,North Europe Store 68,2019-02-23,Baby,Baby toys,3,12,74954342
5,40,North Europe,North Europe Store 68,2019-04-29,Clothing,Kids,6,25,99266894
6,46,North Europe,North Europe Store 68,2019-02-08,Electronics,Cell Phones,2,200,10579380
7,62,North Europe,North Europe Store 68,2019-02-22,Baby,Cribs,5,12,61152919
8,75,North Europe,North Europe Store 68,2019-03-22,Clothing,Womens,2,13,96932138
9,73,North Europe,North Europe Store 68,2019-06-14,Beauty/Health,Haircare,3,14,92613614
10,23,North Europe,North Europe Store 68,2019-02-16,Electronics,Televisions,1,200,83160921
11,38,North Europe,North Europe Store 68,2019-05-04,Furniture,Pool furniture,4,15,79353167
12,45,North Europe,North Europe Store 68,2019-03-03,Baby,Strollers,5,30,95349841
13,26,North Europe,North Europe Store 68,2019-01-20,Beauty/Health,Fragrances,2,14,16181333
14,4,North Europe,North Europe Store 68,2019-04-20,Baby,Diapers,8,10,32911200
15,3,North Europe,North Europe Store 68,2019-03-28,Baby,Baby toys,2,5,91983740
16,57,North Europe,North Europe Store 68,2019-05-13,Furniture,Pool furniture,5,15,16366402
17,14,North Europe,North Europe Store 68,2019-06-21,Baby,Diapers,9,5,38510975
18,41,North Europe,North Europe Store 68,2019-03-22,Clothing,Swimwear,5,25,70299503
19,26,North Europe,North Europe Store 68,2019-06-26,Clothing,Kids,5,25,68450245
20,32,North Europe,North Europe Store 68,2019-06-30,Beauty/Health,Oral care,9,10,24992085
21,86,North Europe,North Europe Store 68,2019-03-14,Furniture,Indoor seating,5,100,13648924
22,51,North Europe,North Europe Store 68,2019-02-25,Baby,Diaper bags,5,5,54784776
23,6,North Europe,North Europe Store 68,2019-02-23,Furniture,Beds,2,40,14854774
24,25,North Europe,North Europe Store 68,2019-01-20,Electronics,Tablets,2,100,58777242
25,82,North Europe,North Europe Store 68,2019-07-16,Electronics,Computers,2,100,88973489
26,69,North Europe,North Europe Store 68,2019-02-12,Clothing,Swimwear,2,12,52453081
27,48,North Europe,North Europe Store 68,2019-05-31,Clothing,Swimwear,10,13,64425176
28,53,North Europe,North Europe Store 68,2019-02-05,Furniture,Indoor seating,5,75,98387264
29,26,North Europe,North Europe Store 68,2019-07-03,Baby,Car seats,3,5,73838500
30,81,North Europe,North Europe Store 68,2019-05-27,Furniture,Pool furniture,8,75,86610682
31,56,North Europe,North Europe Store 68,2019-04-24,Beauty/Health,Bath,9,6,65627937
