ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,26,West US,West US Store 61,2019-06-22,Baby,Strollers,5,15,13173810
1,54,West US,West US Store 61,2019-04-28,Furniture,Pool furniture,5,40,45605967
2,12,West US,West US Store 61,2019-03-03,Furniture,Patio furniture,7,15,97927686
3,72,West US,West US Store 61,2019-05-05,Baby,Baby toys,10,5,77748899
4,6,West US,West US Store 61,2019-01-18,Baby,Diaper bags,3,15,61063623
5,28,West US,West US Store 61,2019-01-26,Clothing,Womens,5,10,96265677
6,39,West US,West US Store 61,2019-06-04,Clothing,Baby,7,25,18298661
7,13,West US,West US Store 61,2019-03-15,Baby,Diaper bags,4,30,76632968
8,63,West US,West US Store 61,2019-07-15,Baby,Cribs,9,5,47227678
9,64,West US,West US Store 61,2019-06-27,Furniture,Indoor tables,8,15,20838063
10,21,West US,West US Store 61,2019-06-03,Beauty/Health,Feminine Products,8,10,71624726
11,77,West US,West US Store 61,2019-06-06,Electronics,Cell Phones,4,50,42362173
12,55,West US,West US Store 61,2019-02-17,Electronics,Televisions,4,200,99348387
13,101,West US,West US Store 61,2019-05-14,Electronics,Televisions,4,50,60729581
14,37,West US,West US Store 61,2019-02-22,Clothing,Swimwear,7,25,27377195
15,14,West US,West US Store 61,2019-04-09,Electronics,Tablets,3,200,94899835
16,71,West US,West US Store 61,2019-02-03,Baby,Strollers,3,10,79677688
17,10,West US,West US Store 61,2019-05-09,Furniture,Patio furniture,9,30,99287655
18,87,West US,West US Store 61,2019-05-09,Baby,Car seats,12,10,57999023
19,31,West US,West US Store 61,2019-01-28,Furniture,Pool furniture,4,100,10439025
20,61,West US,West US Store 61,2019-03-29,Baby,Car seats,5,12,17012932
21,76,West US,West US Store 61,2019-05-21,Beauty/Health,Fragrances,12,15,55224612
22,62,West US,West US Store 61,2019-03-20,Electronics,Cell Phones,3,50,22791498
23,19,West US,West US Store 61,2019-04-05,Electronics,Speakers,3,100,14847521
24,35,West US,West US Store 61,2019-05-21,Beauty/Health,Feminine Products,10,10,46048474
25,80,West US,West US Store 61,2019-03-11,Clothing,Shoes,6,10,26936530
26,76,West US,West US Store 61,2019-01-14,Baby,Cribs,4,12,82907678
27,35,West US,West US Store 61,2019-04-19,Beauty/Health,Oral care,11,14,59072995
28,16,West US,West US Store 61,2019-05-17,Clothing,Baby,10,25,38546449
29,23,West US,West US Store 61,2019-04-03,Furniture,Indoor tables,4,40,13915643
30,27,West US,West US Store 61,2019-07-09,Baby,Strollers,5,12,28889948
31,29,West US,West US Store 61,2019-03-31,Baby,Strollers,6,15,73144121
32,23,West US,West US Store 61,2019-05-30,Electronics,Cell Phones,4,100,58458122
33,82,West US,West US Store 61,2019-05-19,Electronics,Computers,3,100,74272697
34,57,West US,West US Store 61,2019-01-25,Beauty/Health,Haircare,6,10,61312260
35,86,West US,West US Store 61,2019-05-09,Clothing,Womens,11,13,77375630
36,11,West US,West US Store 61,2019-03-07,Electronics,Computers,3,200,67919403
37,28,West US,West US Store 61,2019-04-26,Beauty/Health,Fragrances,9,10,55841291
38,24,West US,West US Store 61,2019-07-12,Beauty/Health,Feminine Products,10,10,75576389
39,41,West US,West US Store 61,2019-05-22,Clothing,Kids,9,25,24013644
40,75,West US,West US Store 61,2019-07-01,Furniture,Beds,9,30,81155867
41,63,West US,West US Store 61,2019-06-04,Baby,Diaper bags,10,30,10685866
42,67,West US,West US Store 61,2019-07-09,Clothing,Shoes,6,13,85849349
43,44,West US,West US Store 61,2019-02-18,Beauty/Health,Bath,7,14,79113639
44,41,West US,West US Store 61,2019-04-15,Furniture,Patio furniture,8,40,24254188
45,28,West US,West US Store 61,2019-04-28,Clothing,Kids,9,25,33774389
46,96,West US,West US Store 61,2019-02-14,Clothing,Swimwear,3,25,98649275
47,12,West US,West US Store 61,2019-01-02,Baby,Cribs,6,30,88834462
48,67,West US,West US Store 61,2019-05-15,Baby,Cribs,12,30,67611371
49,62,West US,West US Store 61,2019-01-04,Electronics,Tablets,3,300,72709990
50,92,West US,West US Store 61,2019-02-02,Furniture,Patio furniture,5,30,32595708
51,62,West US,West US Store 61,2019-06-10,Baby,Diaper bags,8,5,97275483
52,92,West US,West US Store 61,2019-03-16,Baby,Diapers,6,15,67715782
53,2,West US,West US Store 61,2019-02-28,Beauty/Health,Feminine Products,5,10,61414225
54,39,West US,West US Store 61,2019-02-16,Furniture,Indoor seating,7,15,58493665
55,49,West US,West US Store 61,2019-02-25,Furniture,Indoor seating,6,40,68515179
56,60,West US,West US Store 61,2019-03-11,Electronics,Headphones,4,200,28499420
57,67,West US,West US Store 61,2019-05-05,Beauty/Health,Fragrances,9,6,45615358
58,28,West US,West US Store 61,2019-06-24,Beauty/Health,Makeup,12,10,28139024
59,91,West US,West US Store 61,2019-02-02,Electronics,Speakers,4,200,11043638
60,87,West US,West US Store 61,2019-05-28,Baby,Car seats,8,12,46897997
61,57,West US,West US Store 61,2019-05-25,Furniture,Patio furniture,5,75,37684731
62,3,West US,West US Store 61,2019-01-28,Electronics,Tablets,4,300,81905309
63,32,West US,West US Store 61,2019-01-27,Furniture,Indoor seating,4,100,10032346
64,6,West US,West US Store 61,2019-02-15,Electronics,Cell Phones,4,200,24639106
65,61,West US,West US Store 61,2019-01-19,Beauty/Health,Bath,3,14,14970358
66,19,West US,West US Store 61,2019-02-18,Electronics,Tablets,4,200,26590038
