ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,34,West US,West US Store 40,2019-05-09,Beauty/Health,Skincare,10,15,11097687
1,95,West US,West US Store 40,2019-06-18,Furniture,Indoor tables,7,40,32486177
2,65,West US,West US Store 40,2019-05-01,Furniture,Indoor tables,5,100,23807492
3,2,West US,West US Store 40,2019-01-16,Beauty/Health,Bath,3,14,28708128
4,4,West US,West US Store 40,2019-01-26,Furniture,Pool furniture,7,40,34811523
5,53,West US,West US Store 40,2019-02-05,Baby,Diapers,7,12,75882595
6,63,West US,West US Store 40,2019-02-08,Clothing,Shoes,7,25,35366450
7,66,West US,West US Store 40,2019-06-29,Electronics,Headphones,3,100,91400536
8,101,West US,West US Store 40,2019-07-11,Electronics,Tablets,3,200,23670946
9,73,West US,West US Store 40,2019-03-27,Clothing,Womens,3,10,25439517
10,89,West US,West US Store 40,2019-04-17,Beauty/Health,Oral care,5,10,98487907
11,10,West US,West US Store 40,2019-02-08,Electronics,Televisions,3,200,88207842
12,35,West US,West US Store 40,2019-03-13,Furniture,Indoor tables,6,40,31097520
13,23,West US,West US Store 40,2019-02-28,Furniture,Patio furniture,3,15,78634627
14,66,West US,West US Store 40,2019-01-31,Furniture,Beds,4,40,63788858
15,19,West US,West US Store 40,2019-02-08,Beauty/Health,Skincare,4,15,20651839
16,53,West US,West US Store 40,2019-05-01,Baby,Baby toys,6,10,83233916
17,7,West US,West US Store 40,2019-04-25,Baby,Car seats,9,15,64570441
18,56,West US,West US Store 40,2019-01-16,Beauty/Health,Haircare,4,10,95749658
19,26,West US,West US Store 40,2019-07-09,Baby,Cribs,8,30,54808131
20,52,West US,West US Store 40,2019-01-07,Furniture,Indoor tables,7,40,61025362
21,94,West US,West US Store 40,2019-03-05,Baby,Strollers,3,30,34331066
22,21,West US,West US Store 40,2019-02-03,Clothing,Baby,3,10,16468575
23,54,West US,West US Store 40,2019-06-03,Baby,Strollers,9,10,33310924
24,97,West US,West US Store 40,2019-07-06,Furniture,Beds,7,100,96136290
25,90,West US,West US Store 40,2019-04-15,Furniture,Pool furniture,9,100,67217059
26,18,West US,West US Store 40,2019-04-25,Baby,Diaper bags,8,10,20944530
27,28,West US,West US Store 40,2019-01-13,Furniture,Beds,7,75,37144676
28,6,West US,West US Store 40,2019-01-19,Electronics,Tablets,4,300,18360652
