ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,69,East US,East US Store 60,2019-02-20,Furniture,Pool furniture,4,30,70596987
1,34,East US,East US Store 60,2019-05-25,Electronics,Cell Phones,4,100,84051908
2,82,East US,East US Store 60,2019-06-02,Beauty/Health,Feminine Products,10,10,56786500
3,60,East US,East US Store 60,2019-05-19,Electronics,Headphones,3,200,39766553
4,62,East US,East US Store 60,2019-02-05,Clothing,Swimwear,3,12,69908124
5,9,East US,East US Store 60,2019-07-06,Baby,Cribs,6,30,75741867
6,73,East US,East US Store 60,2019-04-24,Furniture,Indoor seating,5,75,39829394
7,27,East US,East US Store 60,2019-06-08,Furniture,Beds,8,75,15171905
8,19,East US,East US Store 60,2019-03-03,Beauty/Health,Feminine Products,6,10,34141609
9,9,East US,East US Store 60,2019-04-02,Baby,Strollers,5,5,95099737
10,83,East US,East US Store 60,2019-02-07,Baby,Cribs,6,10,60638130
11,12,East US,East US Store 60,2019-07-12,Clothing,Mens,6,20,59230907
12,64,East US,East US Store 60,2019-05-11,Furniture,Beds,8,100,90722836
13,3,East US,East US Store 60,2019-02-06,Furniture,Pool furniture,5,15,52113243
14,70,East US,East US Store 60,2019-05-15,Furniture,Indoor seating,11,15,26719288
15,11,East US,East US Store 60,2019-02-09,Clothing,Shoes,7,13,71570848
16,89,East US,East US Store 60,2019-07-09,Baby,Diapers,12,15,38855324
17,2,East US,East US Store 60,2019-05-12,Baby,Cribs,8,5,45682545
18,22,East US,East US Store 60,2019-03-01,Electronics,Cell Phones,4,100,77695315
19,77,East US,East US Store 60,2019-04-27,Furniture,Patio furniture,7,75,48373801
20,95,East US,East US Store 60,2019-06-21,Beauty/Health,Oral care,12,10,45020461
21,42,East US,East US Store 60,2019-07-16,Furniture,Patio furniture,11,30,36824703
22,98,East US,East US Store 60,2019-04-19,Furniture,Pool furniture,12,75,95252682
23,13,East US,East US Store 60,2019-02-18,Furniture,Patio furniture,4,75,86503823
24,37,East US,East US Store 60,2019-02-27,Baby,Cribs,3,30,48789699
25,48,East US,East US Store 60,2019-01-03,Beauty/Health,Bath,3,6,50747551
26,40,East US,East US Store 60,2019-01-30,Clothing,Baby,3,25,78037755
27,95,East US,East US Store 60,2019-01-24,Furniture,Indoor seating,7,15,33617783
28,35,East US,East US Store 60,2019-06-15,Beauty/Health,Oral care,10,10,45748380
29,35,East US,East US Store 60,2019-02-15,Clothing,Swimwear,4,12,54938447
30,39,East US,East US Store 60,2019-04-26,Beauty/Health,Feminine Products,7,14,80496686
31,73,East US,East US Store 60,2019-04-15,Furniture,Patio furniture,6,15,97419665
32,88,East US,East US Store 60,2019-02-13,Clothing,Baby,4,12,14965484
33,31,East US,East US Store 60,2019-04-03,Clothing,Baby,7,20,12124561
34,88,East US,East US Store 60,2019-05-01,Furniture,Pool furniture,11,40,30696430
35,31,East US,East US Store 60,2019-04-09,Electronics,Computers,4,200,22648525
36,68,East US,East US Store 60,2019-02-13,Clothing,Womens,6,25,31799633
37,52,East US,East US Store 60,2019-02-19,Furniture,Beds,6,75,18982754
38,47,East US,East US Store 60,2019-02-24,Beauty/Health,Bath,7,14,18989160
39,6,East US,East US Store 60,2019-06-02,Beauty/Health,Haircare,8,10,79045579
40,80,East US,East US Store 60,2019-03-30,Furniture,Patio furniture,6,75,98689435
41,1,East US,East US Store 60,2019-04-03,Baby,Diapers,3,30,39582373
42,44,East US,East US Store 60,2019-03-02,Beauty/Health,Haircare,5,10,40762940
43,64,East US,East US Store 60,2019-04-18,Clothing,Baby,7,10,73513650
44,25,East US,East US Store 60,2019-02-10,Baby,Cribs,6,15,59308917
45,40,East US,East US Store 60,2019-05-20,Clothing,Mens,9,12,21673058
46,3,East US,East US Store 60,2019-06-19,Furniture,Beds,9,100,18605016
47,40,East US,East US Store 60,2019-04-10,Furniture,Indoor tables,6,75,11303285
48,58,East US,East US Store 60,2019-04-20,Beauty/Health,Fragrances,10,10,97054745
49,99,East US,East US Store 60,2019-05-18,Clothing,Shoes,9,10,69125986
50,53,East US,East US Store 60,2019-06-18,Electronics,Computers,4,200,73738758
51,33,East US,East US Store 60,2019-04-03,Clothing,Shoes,7,10,50618479
52,57,East US,East US Store 60,2019-06-25,Electronics,Televisions,4,200,78432359
53,44,East US,East US Store 60,2019-06-04,Baby,Diapers,7,5,23624847
54,59,East US,East US Store 60,2019-05-18,Furniture,Indoor seating,12,75,96039760
55,36,East US,East US Store 60,2019-07-08,Beauty/Health,Makeup,6,6,93315742
56,22,East US,East US Store 60,2019-07-06,Baby,Car seats,11,10,64727491
57,85,East US,East US Store 60,2019-03-05,Electronics,Tablets,3,300,26244191
58,85,East US,East US Store 60,2019-01-16,Furniture,Indoor tables,3,100,77678567
59,96,East US,East US Store 60,2019-03-06,Beauty/Health,Haircare,4,10,52566470
60,44,East US,East US Store 60,2019-06-18,Clothing,Mens,9,12,12503236
61,28,East US,East US Store 60,2019-06-15,Furniture,Beds,12,40,23583195
62,29,East US,East US Store 60,2019-06-03,Baby,Diaper bags,7,15,24806907
63,3,East US,East US Store 60,2019-01-23,Beauty/Health,Feminine Products,3,10,76665496
64,94,East US,East US Store 60,2019-06-15,Furniture,Pool furniture,10,15,36898993
65,85,East US,East US Store 60,2019-05-29,Furniture,Beds,8,40,53622646
66,90,East US,East US Store 60,2019-06-04,Beauty/Health,Makeup,9,14,99342278
67,78,East US,East US Store 60,2019-05-16,Beauty/Health,Skincare,9,10,19877015
68,68,East US,East US Store 60,2019-05-19,Electronics,Computers,4,50,70953916
69,25,East US,East US Store 60,2019-05-18,Furniture,Beds,7,15,79048698
70,52,East US,East US Store 60,2019-06-15,Beauty/Health,Makeup,9,14,70446749
71,99,East US,East US Store 60,2019-02-08,Clothing,Baby,3,20,35834015
72,7,East US,East US Store 60,2019-02-22,Beauty/Health,Oral care,3,15,30464965
73,69,East US,East US Store 60,2019-02-06,Baby,Car seats,3,30,92034501
74,45,East US,East US Store 60,2019-01-15,Baby,Cribs,5,30,16094089
75,99,East US,East US Store 60,2019-06-20,Beauty/Health,Makeup,5,15,81799162
76,22,East US,East US Store 60,2019-06-06,Beauty/Health,Skincare,5,14,98003056
77,26,East US,East US Store 60,2019-05-19,Clothing,Baby,12,13,95907215
78,67,East US,East US Store 60,2019-03-18,Electronics,Cell Phones,4,100,71429609
79,1,East US,East US Store 60,2019-02-27,Furniture,Pool furniture,4,40,52805115
80,74,East US,East US Store 60,2019-05-27,Electronics,Computers,3,100,62318341
81,74,East US,East US Store 60,2019-04-04,Baby,Strollers,4,12,70628832
82,60,East US,East US Store 60,2019-01-02,Furniture,Pool furniture,4,40,94261689
83,80,East US,East US Store 60,2019-05-26,Electronics,Televisions,4,100,68437106
84,37,East US,East US Store 60,2019-04-08,Baby,Cribs,5,15,11111059
85,45,East US,East US Store 60,2019-06-26,Furniture,Pool furniture,8,100,89193439
86,61,East US,East US Store 60,2019-06-28,Clothing,Mens,5,25,78249795
87,25,East US,East US Store 60,2019-05-02,Baby,Diapers,9,5,23724244
88,48,East US,East US Store 60,2019-06-14,Clothing,Kids,9,13,66906687
89,81,East US,East US Store 60,2019-02-22,Furniture,Patio furniture,5,30,85676273
90,58,East US,East US Store 60,2019-06-09,Baby,Car seats,8,30,55282934
91,40,East US,East US Store 60,2019-06-08,Furniture,Pool furniture,11,75,52352242
92,68,East US,East US Store 60,2019-04-18,Furniture,Indoor tables,9,40,95561751
93,83,East US,East US Store 60,2019-03-15,Furniture,Indoor seating,5,75,61257544
94,38,East US,East US Store 60,2019-02-27,Furniture,Patio furniture,5,15,56176452
95,19,East US,East US Store 60,2019-02-07,Beauty/Health,Oral care,4,6,12177053
96,48,East US,East US Store 60,2019-04-21,Baby,Strollers,9,30,26338672
97,40,East US,East US Store 60,2019-03-07,Furniture,Pool furniture,6,30,77660175
98,85,East US,East US Store 60,2019-03-24,Clothing,Mens,7,12,19275795
99,86,East US,East US Store 60,2019-04-11,Clothing,Mens,7,25,33325240
100,31,East US,East US Store 60,2019-03-09,Furniture,Patio furniture,3,100,23525990
101,52,East US,East US Store 60,2019-03-30,Furniture,Indoor tables,4,100,23774083
102,30,East US,East US Store 60,2019-03-20,Clothing,Swimwear,5,25,38845428
103,58,East US,East US Store 60,2019-03-17,Baby,Baby toys,3,5,96111801
104,87,East US,East US Store 60,2019-01-14,Electronics,Speakers,3,100,35875342
105,100,East US,East US Store 60,2019-05-27,Clothing,Shoes,10,25,28171774
106,36,East US,East US Store 60,2019-04-20,Electronics,Computers,3,100,33750093
107,23,East US,East US Store 60,2019-05-06,Clothing,Swimwear,10,10,50693738
108,29,East US,East US Store 60,2019-03-09,Baby,Baby toys,6,30,70987030
109,46,East US,East US Store 60,2019-07-13,Clothing,Kids,8,25,69694970
110,37,East US,East US Store 60,2019-06-11,Beauty/Health,Bath,7,6,65431543
111,65,East US,East US Store 60,2019-06-25,Electronics,Speakers,4,100,72900150
112,5,East US,East US Store 60,2019-06-09,Beauty/Health,Fragrances,11,14,36881653
113,48,East US,East US Store 60,2019-02-24,Clothing,Swimwear,7,25,76689815
114,71,East US,East US Store 60,2019-03-30,Clothing,Womens,6,25,95967917
115,80,East US,East US Store 60,2019-01-18,Beauty/Health,Feminine Products,4,10,84441155
116,60,East US,East US Store 60,2019-04-14,Furniture,Indoor seating,7,15,83557676
117,37,East US,East US Store 60,2019-06-01,Furniture,Beds,10,100,17177919
118,49,East US,East US Store 60,2019-05-18,Baby,Diapers,10,30,80541962
119,80,East US,East US Store 60,2019-04-24,Beauty/Health,Haircare,11,10,45767030
120,14,East US,East US Store 60,2019-04-03,Clothing,Womens,6,12,86694535
121,61,East US,East US Store 60,2019-05-22,Electronics,Cell Phones,3,50,67843274
122,33,East US,East US Store 60,2019-03-04,Furniture,Patio furniture,5,15,69041411
123,2,East US,East US Store 60,2019-06-25,Baby,Diapers,11,30,87135383
124,31,East US,East US Store 60,2019-03-10,Furniture,Patio furniture,3,15,32061379
125,70,East US,East US Store 60,2019-04-20,Baby,Car seats,12,30,18764466
126,80,East US,East US Store 60,2019-03-04,Clothing,Baby,7,25,80166390
127,34,East US,East US Store 60,2019-01-06,Beauty/Health,Fragrances,4,6,31239942
128,94,East US,East US Store 60,2019-03-06,Baby,Strollers,6,30,59152394
129,58,East US,East US Store 60,2019-05-25,Beauty/Health,Skincare,7,14,53571353
130,66,East US,East US Store 60,2019-04-27,Beauty/Health,Bath,11,10,84146912
131,90,East US,East US Store 60,2019-01-14,Electronics,Computers,4,200,91114194
132,10,East US,East US Store 60,2019-06-21,Baby,Cribs,12,30,31955398
133,52,East US,East US Store 60,2019-06-05,Furniture,Beds,11,100,28237804
134,25,East US,East US Store 60,2019-02-27,Furniture,Indoor tables,7,75,72244706
135,39,East US,East US Store 60,2019-03-25,Baby,Car seats,3,15,79354824
136,96,East US,East US Store 60,2019-03-20,Electronics,Tablets,3,300,27135283
