ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,1,West Europe,West Europe Store 74,2019-07-05,Baby,Baby toys,9,30,35284273
1,33,West Europe,West Europe Store 74,2019-02-04,Beauty/Health,Feminine Products,5,15,88556031
2,71,West Europe,West Europe Store 74,2019-04-21,Beauty/Health,Bath,8,10,78491462
3,10,West Europe,West Europe Store 74,2019-04-15,Furniture,Indoor tables,9,30,73745321
4,68,West Europe,West Europe Store 74,2019-02-13,Furniture,Beds,4,40,78961181
5,44,West Europe,West Europe Store 74,2019-03-18,Furniture,Indoor tables,1,75,61916573
6,83,West Europe,West Europe Store 74,2019-02-05,Baby,Strollers,1,12,28138669
7,54,West Europe,West Europe Store 74,2019-07-07,Beauty/Health,Haircare,6,6,55204802
8,85,West Europe,West Europe Store 74,2019-06-30,Baby,Cribs,8,15,59195530
9,69,West Europe,West Europe Store 74,2019-05-03,Furniture,Indoor seating,8,30,16542975
10,95,West Europe,West Europe Store 74,2019-03-17,Furniture,Beds,4,30,10269784
11,46,West Europe,West Europe Store 74,2019-07-11,Furniture,Pool furniture,5,75,53407039
12,78,West Europe,West Europe Store 74,2019-03-19,Beauty/Health,Bath,1,10,28982771
13,15,West Europe,West Europe Store 74,2019-03-24,Electronics,Cell Phones,2,300,77452362
14,1,West Europe,West Europe Store 74,2019-02-07,Furniture,Indoor seating,5,75,87981777
15,83,West Europe,West Europe Store 74,2019-06-07,Electronics,Headphones,2,300,81182492
16,81,West Europe,West Europe Store 74,2019-04-20,Beauty/Health,Bath,5,6,20439647
17,8,West Europe,West Europe Store 74,2019-05-14,Baby,Baby toys,8,12,48402879
18,94,West Europe,West Europe Store 74,2019-06-10,Furniture,Indoor seating,4,30,21925413
19,82,West Europe,West Europe Store 74,2019-04-19,Electronics,Televisions,2,100,76382129
20,57,West Europe,West Europe Store 74,2019-06-15,Electronics,Headphones,1,50,80977989
21,36,West Europe,West Europe Store 74,2019-06-20,Furniture,Beds,5,75,98271224
22,49,West Europe,West Europe Store 74,2019-03-17,Clothing,Kids,4,25,19264392
23,37,West Europe,West Europe Store 74,2019-04-20,Electronics,Cell Phones,1,200,33428885
24,29,West Europe,West Europe Store 74,2019-01-02,Beauty/Health,Feminine Products,1,14,64413077
25,72,West Europe,West Europe Store 74,2019-05-19,Furniture,Indoor tables,7,100,94963719
26,38,West Europe,West Europe Store 74,2019-07-08,Baby,Car seats,5,12,54470101
27,13,West Europe,West Europe Store 74,2019-03-01,Beauty/Health,Oral care,5,14,90737009
28,50,West Europe,West Europe Store 74,2019-02-06,Baby,Cribs,3,12,59210722
29,76,West Europe,West Europe Store 74,2019-04-03,Furniture,Indoor tables,4,75,96504309
30,28,West Europe,West Europe Store 74,2019-02-12,Clothing,Swimwear,3,25,23926178
31,53,West Europe,West Europe Store 74,2019-06-07,Baby,Baby toys,8,30,40708712
32,77,West Europe,West Europe Store 74,2019-04-24,Beauty/Health,Skincare,8,10,91326431
33,32,West Europe,West Europe Store 74,2019-06-05,Beauty/Health,Oral care,5,6,34189648
34,84,West Europe,West Europe Store 74,2019-06-05,Beauty/Health,Bath,8,15,83838186
35,35,West Europe,West Europe Store 74,2019-06-05,Baby,Car seats,7,10,34877695
36,96,West Europe,West Europe Store 74,2019-03-21,Electronics,Speakers,2,100,43906809
37,100,West Europe,West Europe Store 74,2019-05-12,Baby,Car seats,7,12,88323844
38,12,West Europe,West Europe Store 74,2019-02-14,Furniture,Indoor tables,2,15,65606175
39,2,West Europe,West Europe Store 74,2019-03-04,Electronics,Headphones,1,200,57846291
40,6,West Europe,West Europe Store 74,2019-02-05,Beauty/Health,Skincare,3,14,74245370
41,73,West Europe,West Europe Store 74,2019-02-14,Beauty/Health,Haircare,5,10,76517599
42,1,West Europe,West Europe Store 74,2019-07-05,Baby,Diaper bags,8,30,48209150
43,9,West Europe,West Europe Store 74,2019-02-15,Furniture,Indoor seating,3,40,66265518
44,81,West Europe,West Europe Store 74,2019-03-23,Beauty/Health,Haircare,2,10,14058845
45,97,West Europe,West Europe Store 74,2019-03-23,Furniture,Indoor seating,4,30,61862597
46,55,West Europe,West Europe Store 74,2019-01-19,Beauty/Health,Oral care,4,14,90394377
47,65,West Europe,West Europe Store 74,2019-06-26,Baby,Cribs,3,30,95851383
48,34,West Europe,West Europe Store 74,2019-02-05,Beauty/Health,Skincare,2,10,87040533
49,29,West Europe,West Europe Store 74,2019-04-20,Electronics,Computers,2,100,44545212
50,95,West Europe,West Europe Store 74,2019-07-03,Electronics,Cell Phones,2,300,57607709
51,50,West Europe,West Europe Store 74,2019-01-10,Electronics,Cell Phones,1,200,10123466
52,35,West Europe,West Europe Store 74,2019-05-01,Clothing,Baby,3,10,77849151
53,13,West Europe,West Europe Store 74,2019-06-21,Beauty/Health,Skincare,6,14,73383658
54,86,West Europe,West Europe Store 74,2019-02-09,Clothing,Baby,5,10,70738028
55,24,West Europe,West Europe Store 74,2019-05-15,Beauty/Health,Oral care,9,6,87097055
56,88,West Europe,West Europe Store 74,2019-04-22,Furniture,Indoor seating,8,100,88859097
57,59,West Europe,West Europe Store 74,2019-01-04,Electronics,Tablets,2,200,49509238
58,34,West Europe,West Europe Store 74,2019-03-05,Beauty/Health,Fragrances,5,10,72965032
59,67,West Europe,West Europe Store 74,2019-03-18,Beauty/Health,Fragrances,4,10,34955919
60,37,West Europe,West Europe Store 74,2019-02-27,Furniture,Patio furniture,2,75,72524266
61,81,West Europe,West Europe Store 74,2019-01-23,Beauty/Health,Oral care,5,6,73964545
62,84,West Europe,West Europe Store 74,2019-05-04,Electronics,Speakers,2,100,47879990
63,92,West Europe,West Europe Store 74,2019-02-21,Electronics,Tablets,1,300,80537169
64,47,West Europe,West Europe Store 74,2019-07-13,Beauty/Health,Makeup,9,10,85400943
65,58,West Europe,West Europe Store 74,2019-06-07,Baby,Diaper bags,7,10,71173817
66,38,West Europe,West Europe Store 74,2019-02-09,Baby,Cribs,5,15,74260169
67,44,West Europe,West Europe Store 74,2019-02-22,Beauty/Health,Haircare,4,14,19043306
68,29,West Europe,West Europe Store 74,2019-05-11,Furniture,Patio furniture,4,15,62275278
69,81,West Europe,West Europe Store 74,2019-01-31,Electronics,Computers,1,300,20713103
70,85,West Europe,West Europe Store 74,2019-01-04,Furniture,Beds,3,30,23762718
71,30,West Europe,West Europe Store 74,2019-02-25,Clothing,Baby,2,13,18648987
72,34,West Europe,West Europe Store 74,2019-01-26,Baby,Strollers,4,15,30965823
73,41,West Europe,West Europe Store 74,2019-02-05,Electronics,Televisions,1,200,13972144
74,99,West Europe,West Europe Store 74,2019-05-10,Beauty/Health,Skincare,10,10,94533803
75,65,West Europe,West Europe Store 74,2019-04-05,Beauty/Health,Feminine Products,3,10,42672198
76,32,West Europe,West Europe Store 74,2019-03-20,Baby,Diaper bags,4,30,50276527
77,60,West Europe,West Europe Store 74,2019-04-16,Baby,Baby toys,9,30,99938635
78,15,West Europe,West Europe Store 74,2019-04-12,Baby,Diapers,8,12,63364776
79,94,West Europe,West Europe Store 74,2019-04-04,Beauty/Health,Skincare,2,10,39711889
80,39,West Europe,West Europe Store 74,2019-07-13,Baby,Cribs,4,30,15811716
81,87,West Europe,West Europe Store 74,2019-07-07,Baby,Car seats,7,30,12474841
82,39,West Europe,West Europe Store 74,2019-03-26,Baby,Baby toys,2,5,13017173
83,87,West Europe,West Europe Store 74,2019-01-02,Furniture,Patio furniture,4,30,78657095
84,17,West Europe,West Europe Store 74,2019-07-16,Furniture,Pool furniture,10,30,23479594
85,61,West Europe,West Europe Store 74,2019-01-02,Electronics,Cell Phones,1,200,76908364
86,68,West Europe,West Europe Store 74,2019-02-11,Clothing,Swimwear,5,25,56484012
87,24,West Europe,West Europe Store 74,2019-02-14,Clothing,Baby,4,12,24607579
88,48,West Europe,West Europe Store 74,2019-04-23,Furniture,Patio furniture,9,30,51261674
89,6,West Europe,West Europe Store 74,2019-01-02,Furniture,Beds,3,30,99966707
90,79,West Europe,West Europe Store 74,2019-05-11,Electronics,Speakers,1,200,89216009
91,45,West Europe,West Europe Store 74,2019-02-07,Beauty/Health,Makeup,4,6,90348803
92,19,West Europe,West Europe Store 74,2019-04-01,Clothing,Mens,4,20,16193404
93,36,West Europe,West Europe Store 74,2019-01-13,Furniture,Pool furniture,2,75,53844418
94,52,West Europe,West Europe Store 74,2019-02-24,Beauty/Health,Makeup,4,6,81216798
95,26,West Europe,West Europe Store 74,2019-03-01,Baby,Car seats,1,15,84155391
96,26,West Europe,West Europe Store 74,2019-06-07,Furniture,Indoor tables,9,15,71756482
97,2,West Europe,West Europe Store 74,2019-01-20,Clothing,Kids,1,25,67432561
98,80,West Europe,West Europe Store 74,2019-01-28,Electronics,Computers,1,100,20141914
99,4,West Europe,West Europe Store 74,2019-06-16,Baby,Cribs,10,30,79005950
100,39,West Europe,West Europe Store 74,2019-03-17,Beauty/Health,Skincare,3,10,57279268
101,11,West Europe,West Europe Store 74,2019-03-31,Clothing,Shoes,1,20,64311501
102,96,West Europe,West Europe Store 74,2019-04-15,Furniture,Beds,4,15,98237626
103,9,West Europe,West Europe Store 74,2019-06-16,Clothing,Womens,10,13,93074127
104,3,West Europe,West Europe Store 74,2019-04-01,Beauty/Health,Oral care,3,10,97813103
105,20,West Europe,West Europe Store 74,2019-05-31,Beauty/Health,Feminine Products,7,6,13117345
106,19,West Europe,West Europe Store 74,2019-07-06,Baby,Baby toys,5,5,15364505
107,28,West Europe,West Europe Store 74,2019-05-01,Baby,Baby toys,10,30,27193814
108,37,West Europe,West Europe Store 74,2019-06-09,Beauty/Health,Makeup,5,10,42208631
109,36,West Europe,West Europe Store 74,2019-04-28,Beauty/Health,Makeup,5,14,65008773
110,81,West Europe,West Europe Store 74,2019-02-04,Baby,Diapers,2,5,49456861
111,65,West Europe,West Europe Store 74,2019-03-03,Electronics,Speakers,2,50,51613143
112,10,West Europe,West Europe Store 74,2019-01-31,Electronics,Televisions,2,100,19946631
113,22,West Europe,West Europe Store 74,2019-06-09,Baby,Cribs,3,5,73535934
114,4,West Europe,West Europe Store 74,2019-07-15,Furniture,Indoor seating,3,15,47323710
115,7,West Europe,West Europe Store 74,2019-04-06,Beauty/Health,Oral care,2,10,99937385
116,56,West Europe,West Europe Store 74,2019-05-16,Clothing,Shoes,5,25,88984325
117,31,West Europe,West Europe Store 74,2019-03-12,Baby,Car seats,3,30,25205093
118,14,West Europe,West Europe Store 74,2019-07-16,Electronics,Cell Phones,1,200,24212325
119,86,West Europe,West Europe Store 74,2019-04-27,Furniture,Beds,4,40,78516067
120,28,West Europe,West Europe Store 74,2019-01-20,Beauty/Health,Skincare,5,10,32045083
121,67,West Europe,West Europe Store 74,2019-01-25,Clothing,Shoes,4,25,13216967
122,4,West Europe,West Europe Store 74,2019-07-11,Furniture,Indoor seating,6,15,20748526
123,50,West Europe,West Europe Store 74,2019-02-22,Clothing,Baby,5,12,45957200
124,39,West Europe,West Europe Store 74,2019-02-09,Baby,Cribs,1,5,74614868
125,101,West Europe,West Europe Store 74,2019-05-13,Beauty/Health,Haircare,9,6,99058535
126,59,West Europe,West Europe Store 74,2019-05-01,Furniture,Patio furniture,3,40,29266787
127,53,West Europe,West Europe Store 74,2019-06-07,Furniture,Beds,6,100,50282734
128,18,West Europe,West Europe Store 74,2019-07-16,Clothing,Womens,6,25,50336361
129,27,West Europe,West Europe Store 74,2019-05-06,Beauty/Health,Haircare,3,10,41995994
130,46,West Europe,West Europe Store 74,2019-01-25,Beauty/Health,Haircare,5,10,85496626
131,24,West Europe,West Europe Store 74,2019-06-13,Baby,Strollers,8,12,47886836
132,26,West Europe,West Europe Store 74,2019-05-21,Beauty/Health,Bath,5,10,76227176
133,20,West Europe,West Europe Store 74,2019-02-26,Furniture,Beds,4,40,82460202
134,42,West Europe,West Europe Store 74,2019-05-14,Beauty/Health,Skincare,9,10,55358315
135,2,West Europe,West Europe Store 74,2019-03-13,Beauty/Health,Haircare,5,10,44677008
136,75,West Europe,West Europe Store 74,2019-03-12,Beauty/Health,Makeup,4,14,31215922
137,6,West Europe,West Europe Store 74,2019-06-07,Baby,Diaper bags,10,15,71333749
138,18,West Europe,West Europe Store 74,2019-06-17,Beauty/Health,Fragrances,10,10,80620575
139,60,West Europe,West Europe Store 74,2019-05-24,Beauty/Health,Haircare,9,10,90787260
140,43,West Europe,West Europe Store 74,2019-03-06,Electronics,Cell Phones,1,200,81573189
141,48,West Europe,West Europe Store 74,2019-07-06,Furniture,Indoor tables,4,100,44447940
142,29,West Europe,West Europe Store 74,2019-02-01,Electronics,Headphones,1,100,64562400
143,87,West Europe,West Europe Store 74,2019-02-18,Baby,Car seats,1,12,38417535
144,54,West Europe,West Europe Store 74,2019-05-20,Furniture,Beds,10,100,25378820
145,66,West Europe,West Europe Store 74,2019-03-26,Baby,Diaper bags,4,15,13779701
146,96,West Europe,West Europe Store 74,2019-04-26,Beauty/Health,Makeup,3,10,93843155
147,68,West Europe,West Europe Store 74,2019-04-30,Clothing,Shoes,4,25,44595694
148,20,West Europe,West Europe Store 74,2019-04-13,Clothing,Womens,9,10,46968914
149,34,West Europe,West Europe Store 74,2019-03-03,Clothing,Baby,5,25,16145339
150,47,West Europe,West Europe Store 74,2019-04-14,Clothing,Shoes,5,20,91209368
