ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,101,North Europe,North Europe Store 42,2019-01-29,Electronics,Cell Phones,2,50,47538531
1,7,North Europe,North Europe Store 42,2019-05-26,Baby,Strollers,3,5,91417626
2,2,North Europe,North Europe Store 42,2019-05-07,Electronics,Headphones,2,300,32398288
3,76,North Europe,North Europe Store 42,2019-05-18,Clothing,Kids,6,20,80628344
4,13,North Europe,North Europe Store 42,2019-03-15,Furniture,Patio furniture,1,100,47265520
5,39,North Europe,North Europe Store 42,2019-05-14,Clothing,Mens,5,25,76035131
6,100,North Europe,North Europe Store 42,2019-03-08,Electronics,Computers,1,100,82533204
7,98,North Europe,North Europe Store 42,2019-04-29,Furniture,Pool furniture,4,100,19557828
8,75,North Europe,North Europe Store 42,2019-01-17,Clothing,Baby,4,25,56549709
9,48,North Europe,North Europe Store 42,2019-05-14,Furniture,Pool furniture,7,15,46715564
10,86,North Europe,North Europe Store 42,2019-05-15,Electronics,Speakers,2,300,47321185
11,48,North Europe,North Europe Store 42,2019-05-01,Clothing,Shoes,6,12,43717012
12,85,North Europe,North Europe Store 42,2019-03-01,Electronics,Computers,2,200,64062350
13,87,North Europe,North Europe Store 42,2019-04-21,Beauty/Health,Fragrances,7,10,86532622
14,16,North Europe,North Europe Store 42,2019-07-06,Beauty/Health,Bath,6,10,60383777
15,7,North Europe,North Europe Store 42,2019-06-20,Clothing,Shoes,9,20,16233336
16,31,North Europe,North Europe Store 42,2019-07-12,Clothing,Shoes,10,25,80421747
17,45,North Europe,North Europe Store 42,2019-05-25,Furniture,Patio furniture,9,15,93263856
18,38,North Europe,North Europe Store 42,2019-05-29,Electronics,Tablets,2,200,87470810
19,70,North Europe,North Europe Store 42,2019-02-10,Beauty/Health,Haircare,5,6,22155281
20,101,North Europe,North Europe Store 42,2019-02-19,Furniture,Indoor tables,3,100,96569911
21,53,North Europe,North Europe Store 42,2019-05-11,Clothing,Kids,8,20,81187780
22,65,North Europe,North Europe Store 42,2019-04-04,Furniture,Pool furniture,5,30,30685412
23,89,North Europe,North Europe Store 42,2019-01-11,Baby,Strollers,2,30,19803336
24,50,North Europe,North Europe Store 42,2019-01-04,Clothing,Shoes,3,20,98595612
25,87,North Europe,North Europe Store 42,2019-05-22,Electronics,Speakers,2,200,32991066
26,1,North Europe,North Europe Store 42,2019-06-22,Clothing,Kids,3,13,58448009
27,23,North Europe,North Europe Store 42,2019-06-07,Beauty/Health,Skincare,3,10,42343055
28,55,North Europe,North Europe Store 42,2019-04-29,Beauty/Health,Makeup,6,14,49416911
29,9,North Europe,North Europe Store 42,2019-06-03,Clothing,Mens,4,10,50620206
30,37,North Europe,North Europe Store 42,2019-03-10,Clothing,Baby,3,10,54956492
31,72,North Europe,North Europe Store 42,2019-04-15,Beauty/Health,Bath,8,6,77089275
32,8,North Europe,North Europe Store 42,2019-03-21,Furniture,Indoor seating,2,30,12153063
33,88,North Europe,North Europe Store 42,2019-07-15,Furniture,Indoor tables,9,75,61968236
