ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,36,North Europe,North Europe Store 51,2019-01-07,Baby,Cribs,3,30,32296753
1,50,North Europe,North Europe Store 51,2019-01-02,Beauty/Health,Haircare,4,10,41417111
2,9,North Europe,North Europe Store 51,2019-06-02,Furniture,Indoor seating,10,15,47839108
3,60,North Europe,North Europe Store 51,2019-06-13,Electronics,Headphones,1,300,52048498
4,100,North Europe,North Europe Store 51,2019-06-13,Furniture,Patio furniture,10,75,87753062
5,53,North Europe,North Europe Store 51,2019-06-11,Electronics,Computers,2,200,29173996
6,58,North Europe,North Europe Store 51,2019-04-21,Electronics,Headphones,2,200,61406846
7,56,North Europe,North Europe Store 51,2019-05-18,Furniture,Beds,5,75,43331097
8,101,North Europe,North Europe Store 51,2019-02-01,Beauty/Health,Makeup,2,10,20897760
9,60,North Europe,North Europe Store 51,2019-03-04,Beauty/Health,Oral care,3,10,26947376
10,12,North Europe,North Europe Store 51,2019-05-04,Baby,Baby toys,7,5,68545056
11,15,North Europe,North Europe Store 51,2019-05-19,Baby,Cribs,8,10,65866627
12,28,North Europe,North Europe Store 51,2019-01-14,Clothing,Baby,4,10,34601259
13,50,North Europe,North Europe Store 51,2019-02-08,Furniture,Beds,1,100,32962048
14,36,North Europe,North Europe Store 51,2019-03-08,Beauty/Health,Oral care,5,14,36632414
15,84,North Europe,North Europe Store 51,2019-05-28,Clothing,Baby,5,13,33471029
16,18,North Europe,North Europe Store 51,2019-02-24,Baby,Diaper bags,3,30,26711900
17,91,North Europe,North Europe Store 51,2019-02-02,Beauty/Health,Makeup,1,14,75864507
18,40,North Europe,North Europe Store 51,2019-05-18,Clothing,Baby,10,25,78603861
19,43,North Europe,North Europe Store 51,2019-01-03,Beauty/Health,Skincare,4,15,77662657
20,38,North Europe,North Europe Store 51,2019-05-26,Furniture,Indoor seating,3,15,59454184
21,19,North Europe,North Europe Store 51,2019-06-06,Electronics,Headphones,1,100,98877433
22,71,North Europe,North Europe Store 51,2019-02-20,Beauty/Health,Makeup,5,6,63159225
23,18,North Europe,North Europe Store 51,2019-01-23,Beauty/Health,Bath,3,10,51179914
24,24,North Europe,North Europe Store 51,2019-02-01,Furniture,Indoor tables,4,40,58991438
25,64,North Europe,North Europe Store 51,2019-06-06,Electronics,Computers,1,50,63528034
