ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,24,North Europe,North Europe Store 45,2019-05-03,Electronics,Computers,2,100,95804360
1,80,North Europe,North Europe Store 45,2019-06-08,Furniture,Indoor seating,7,30,93816204
2,67,North Europe,North Europe Store 45,2019-01-11,Baby,Baby toys,4,12,25394236
3,39,North Europe,North Europe Store 45,2019-01-18,Beauty/Health,Oral care,1,10,86142324
4,74,North Europe,North Europe Store 45,2019-04-29,Clothing,Baby,3,12,66325517
5,15,North Europe,North Europe Store 45,2019-03-18,Baby,Strollers,4,15,92553324
6,45,North Europe,North Europe Store 45,2019-02-23,Electronics,Speakers,2,200,86308328
7,7,North Europe,North Europe Store 45,2019-03-28,Electronics,Tablets,1,100,71752479
8,43,North Europe,North Europe Store 45,2019-04-13,Beauty/Health,Haircare,5,14,55822200
9,8,North Europe,North Europe Store 45,2019-07-08,Beauty/Health,Fragrances,9,10,58339230
10,78,North Europe,North Europe Store 45,2019-04-20,Electronics,Speakers,1,50,43117183
11,94,North Europe,North Europe Store 45,2019-02-25,Electronics,Speakers,2,200,47286460
12,9,North Europe,North Europe Store 45,2019-02-09,Electronics,Computers,2,200,52828959
13,63,North Europe,North Europe Store 45,2019-01-05,Furniture,Indoor tables,1,15,95904573
14,56,North Europe,North Europe Store 45,2019-06-24,Beauty/Health,Haircare,5,14,68197895
15,92,North Europe,North Europe Store 45,2019-01-19,Furniture,Indoor tables,2,15,74821195
16,82,North Europe,North Europe Store 45,2019-03-18,Beauty/Health,Bath,2,10,98584565
17,41,North Europe,North Europe Store 45,2019-06-16,Baby,Baby toys,9,12,95356832
18,48,North Europe,North Europe Store 45,2019-06-04,Furniture,Beds,8,100,40816319
19,41,North Europe,North Europe Store 45,2019-04-19,Beauty/Health,Oral care,6,10,39130770
20,19,North Europe,North Europe Store 45,2019-06-25,Clothing,Womens,5,10,15374643
21,100,North Europe,North Europe Store 45,2019-01-19,Electronics,Televisions,1,100,69467131
22,53,North Europe,North Europe Store 45,2019-01-07,Baby,Strollers,3,5,49945638
23,23,North Europe,North Europe Store 45,2019-05-19,Baby,Car seats,3,15,17389958
24,91,North Europe,North Europe Store 45,2019-01-11,Beauty/Health,Oral care,4,10,10547300
25,14,North Europe,North Europe Store 45,2019-03-11,Baby,Strollers,4,10,91376597
26,78,North Europe,North Europe Store 45,2019-04-04,Clothing,Swimwear,4,13,81045314
27,24,North Europe,North Europe Store 45,2019-05-18,Clothing,Kids,10,13,97882532
28,37,North Europe,North Europe Store 45,2019-02-05,Baby,Baby toys,5,30,91774877
29,33,North Europe,North Europe Store 45,2019-01-02,Baby,Car seats,5,5,73185884
30,90,North Europe,North Europe Store 45,2019-03-09,Baby,Car seats,5,30,71238621
