ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,27,East US,East US Store 96,2019-02-04,Furniture,Pool furniture,3,40,59405509
1,82,East US,East US Store 96,2019-05-13,Furniture,Pool furniture,8,15,65038393
2,69,East US,East US Store 96,2019-01-09,Electronics,Televisions,4,200,83974055
3,76,East US,East US Store 96,2019-06-09,Electronics,Speakers,4,200,35682620
4,77,East US,East US Store 96,2019-05-11,Beauty/Health,Skincare,6,10,23657926
5,21,East US,East US Store 96,2019-04-10,Baby,Diapers,10,12,63294968
6,73,East US,East US Store 96,2019-01-03,Electronics,Televisions,4,100,63555588
7,7,East US,East US Store 96,2019-04-21,Electronics,Speakers,3,200,24248333
8,36,East US,East US Store 96,2019-02-09,Beauty/Health,Oral care,7,10,61400228
9,85,East US,East US Store 96,2019-01-31,Furniture,Indoor seating,5,100,48755134
10,1,East US,East US Store 96,2019-02-23,Clothing,Kids,3,20,16430276
11,24,East US,East US Store 96,2019-05-16,Clothing,Shoes,8,12,34403413
12,42,East US,East US Store 96,2019-04-16,Furniture,Beds,7,30,49950319
13,79,East US,East US Store 96,2019-07-09,Electronics,Televisions,4,200,82644690
14,4,East US,East US Store 96,2019-02-16,Clothing,Shoes,4,25,60370474
15,96,East US,East US Store 96,2019-06-28,Furniture,Patio furniture,5,75,53419946
16,27,East US,East US Store 96,2019-02-01,Beauty/Health,Haircare,4,10,35755105
17,4,East US,East US Store 96,2019-01-21,Baby,Baby toys,7,10,90434073
18,39,East US,East US Store 96,2019-02-13,Beauty/Health,Fragrances,7,6,53002365
19,59,East US,East US Store 96,2019-03-31,Furniture,Pool furniture,7,75,11798364
20,52,East US,East US Store 96,2019-01-31,Beauty/Health,Oral care,7,6,73629669
21,22,East US,East US Store 96,2019-01-09,Clothing,Mens,6,20,18576448
22,96,East US,East US Store 96,2019-03-07,Clothing,Shoes,3,25,95300359
23,99,East US,East US Store 96,2019-07-01,Baby,Baby toys,9,12,62435862
24,92,East US,East US Store 96,2019-07-11,Baby,Strollers,10,30,85380833
25,54,East US,East US Store 96,2019-04-06,Furniture,Indoor tables,3,40,24951923
26,62,East US,East US Store 96,2019-03-14,Baby,Car seats,7,12,10762596
27,81,East US,East US Store 96,2019-04-12,Furniture,Indoor seating,10,15,94262629
28,13,East US,East US Store 96,2019-07-07,Baby,Car seats,9,12,38971120
29,44,East US,East US Store 96,2019-02-28,Furniture,Beds,5,100,72216782
30,50,East US,East US Store 96,2019-07-16,Electronics,Speakers,4,50,75919686
31,43,East US,East US Store 96,2019-01-01,Electronics,Tablets,4,200,98066729
32,16,East US,East US Store 96,2019-06-28,Furniture,Pool furniture,10,75,79569503
33,75,East US,East US Store 96,2019-03-15,Clothing,Womens,4,13,65739082
34,43,East US,East US Store 96,2019-03-09,Beauty/Health,Makeup,5,10,91742550
35,30,East US,East US Store 96,2019-04-02,Baby,Baby toys,5,15,38083723
36,62,East US,East US Store 96,2019-01-04,Clothing,Swimwear,7,20,83673258
37,63,East US,East US Store 96,2019-03-03,Electronics,Tablets,3,50,23517239
38,15,East US,East US Store 96,2019-03-15,Beauty/Health,Makeup,6,10,97792886
39,88,East US,East US Store 96,2019-03-07,Furniture,Patio furniture,4,75,62479010
40,9,East US,East US Store 96,2019-02-28,Furniture,Indoor tables,5,30,10856578
41,36,East US,East US Store 96,2019-03-29,Beauty/Health,Oral care,6,14,23526837
42,52,East US,East US Store 96,2019-01-14,Furniture,Patio furniture,3,75,58081055
43,2,East US,East US Store 96,2019-02-19,Baby,Diapers,7,10,14998142
44,90,East US,East US Store 96,2019-04-05,Furniture,Indoor seating,3,75,52189682
45,37,East US,East US Store 96,2019-06-25,Beauty/Health,Fragrances,10,6,54429054
46,87,East US,East US Store 96,2019-04-17,Baby,Car seats,7,30,63831444
47,38,East US,East US Store 96,2019-06-02,Clothing,Swimwear,12,12,47942620
48,93,East US,East US Store 96,2019-02-25,Furniture,Beds,6,75,49192335
49,29,East US,East US Store 96,2019-06-15,Clothing,Baby,7,10,35907152
50,49,East US,East US Store 96,2019-03-18,Beauty/Health,Makeup,6,6,72518409
51,82,East US,East US Store 96,2019-02-20,Furniture,Indoor tables,7,40,19570533
52,8,East US,East US Store 96,2019-02-02,Clothing,Mens,5,25,42526462
53,43,East US,East US Store 96,2019-04-04,Furniture,Patio furniture,7,15,88661463
54,79,East US,East US Store 96,2019-06-11,Clothing,Mens,7,12,97403355
55,90,East US,East US Store 96,2019-07-10,Clothing,Baby,9,25,26366308
56,37,East US,East US Store 96,2019-06-30,Furniture,Pool furniture,6,75,79621875
