ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,26,Central US,Central US Store 38,2019-06-23,Furniture,Indoor tables,5,30,63078270
1,64,Central US,Central US Store 38,2019-04-16,Baby,Strollers,5,12,29860289
2,31,Central US,Central US Store 38,2019-01-14,Clothing,Swimwear,5,12,59092638
3,53,Central US,Central US Store 38,2019-01-30,Clothing,Womens,7,20,80179201
4,75,Central US,Central US Store 38,2019-07-09,Baby,Diaper bags,6,5,31738436
5,50,Central US,Central US Store 38,2019-05-26,Beauty/Health,Bath,10,6,16545447
6,84,Central US,Central US Store 38,2019-07-10,Furniture,Indoor tables,8,15,36847872
7,91,Central US,Central US Store 38,2019-01-10,Furniture,Patio furniture,3,15,45789886
8,15,Central US,Central US Store 38,2019-07-12,Electronics,Headphones,3,50,76172467
9,89,Central US,Central US Store 38,2019-07-06,Electronics,Computers,3,50,20241448
10,82,Central US,Central US Store 38,2019-07-01,Beauty/Health,Haircare,12,14,90182086
11,77,Central US,Central US Store 38,2019-01-06,Baby,Diaper bags,5,30,83305825
12,57,Central US,Central US Store 38,2019-04-26,Furniture,Patio furniture,5,15,43878000
13,55,Central US,Central US Store 38,2019-01-20,Beauty/Health,Makeup,4,10,67235375
14,49,Central US,Central US Store 38,2019-04-23,Baby,Strollers,6,30,67959244
15,29,Central US,Central US Store 38,2019-02-10,Beauty/Health,Fragrances,4,15,71585849
16,7,Central US,Central US Store 38,2019-02-24,Furniture,Pool furniture,5,100,78518787
17,32,Central US,Central US Store 38,2019-06-13,Beauty/Health,Oral care,9,10,44118977
18,25,Central US,Central US Store 38,2019-03-11,Electronics,Headphones,4,200,56818679
19,49,Central US,Central US Store 38,2019-04-18,Electronics,Tablets,3,100,19626846
20,57,Central US,Central US Store 38,2019-04-02,Electronics,Televisions,3,200,78982067
21,85,Central US,Central US Store 38,2019-02-20,Clothing,Baby,3,20,58650853
22,57,Central US,Central US Store 38,2019-01-21,Furniture,Beds,3,75,78408098
23,33,Central US,Central US Store 38,2019-06-28,Beauty/Health,Fragrances,10,10,35298890
24,32,Central US,Central US Store 38,2019-03-05,Beauty/Health,Fragrances,5,15,40702154
25,80,Central US,Central US Store 38,2019-02-12,Furniture,Indoor seating,3,30,95661024
26,25,Central US,Central US Store 38,2019-03-01,Baby,Strollers,3,12,64221572
27,32,Central US,Central US Store 38,2019-02-01,Beauty/Health,Oral care,5,14,36424871
28,82,Central US,Central US Store 38,2019-06-01,Beauty/Health,Skincare,12,6,61119599
29,4,Central US,Central US Store 38,2019-03-22,Clothing,Swimwear,6,25,80029230
30,20,Central US,Central US Store 38,2019-01-27,Furniture,Indoor tables,7,40,54444019
31,49,Central US,Central US Store 38,2019-04-08,Electronics,Tablets,3,200,65638224
32,81,Central US,Central US Store 38,2019-05-10,Electronics,Tablets,3,200,59536842
33,99,Central US,Central US Store 38,2019-04-05,Baby,Cribs,5,30,92621736
34,47,Central US,Central US Store 38,2019-05-22,Electronics,Televisions,3,200,20415333
35,57,Central US,Central US Store 38,2019-01-12,Beauty/Health,Bath,7,15,37726225
36,89,Central US,Central US Store 38,2019-04-15,Electronics,Cell Phones,4,300,69142977
37,27,Central US,Central US Store 38,2019-05-02,Furniture,Indoor tables,12,30,22748853
38,41,Central US,Central US Store 38,2019-04-05,Clothing,Womens,6,10,46888358
39,32,Central US,Central US Store 38,2019-05-12,Furniture,Beds,5,100,88621731
40,24,Central US,Central US Store 38,2019-03-23,Baby,Diapers,7,30,31620552
41,81,Central US,Central US Store 38,2019-03-28,Baby,Baby toys,5,15,71167064
42,81,Central US,Central US Store 38,2019-04-22,Electronics,Headphones,3,50,98389589
43,97,Central US,Central US Store 38,2019-05-20,Electronics,Tablets,4,50,31228667
44,85,Central US,Central US Store 38,2019-02-06,Clothing,Shoes,4,25,87823863
45,11,Central US,Central US Store 38,2019-04-04,Beauty/Health,Oral care,6,10,77720783
46,12,Central US,Central US Store 38,2019-06-13,Baby,Cribs,5,15,50129100
47,30,Central US,Central US Store 38,2019-04-01,Beauty/Health,Oral care,3,10,44170932
48,1,Central US,Central US Store 38,2019-01-27,Beauty/Health,Makeup,3,10,30593142
49,33,Central US,Central US Store 38,2019-07-08,Beauty/Health,Makeup,11,10,99157006
50,68,Central US,Central US Store 38,2019-01-30,Beauty/Health,Oral care,7,14,20653489
51,6,Central US,Central US Store 38,2019-01-23,Baby,Diaper bags,7,30,42649389
52,2,Central US,Central US Store 38,2019-05-23,Clothing,Shoes,12,12,16940584
53,79,Central US,Central US Store 38,2019-03-05,Electronics,Cell Phones,4,200,20257294
54,89,Central US,Central US Store 38,2019-07-11,Furniture,Pool furniture,5,40,98785277
55,16,Central US,Central US Store 38,2019-03-22,Beauty/Health,Oral care,6,14,80388813
56,76,Central US,Central US Store 38,2019-01-24,Baby,Car seats,5,30,55400275
57,23,Central US,Central US Store 38,2019-06-02,Furniture,Beds,5,30,98427769
58,7,Central US,Central US Store 38,2019-03-02,Furniture,Indoor seating,6,100,72138628
59,55,Central US,Central US Store 38,2019-05-27,Beauty/Health,Bath,6,10,15960529
60,69,Central US,Central US Store 38,2019-06-26,Beauty/Health,Fragrances,5,10,49199514
61,47,Central US,Central US Store 38,2019-06-21,Furniture,Pool furniture,7,15,44373923
