ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,72,Central US,Central US Store 75,2019-04-18,Clothing,Womens,8,25,75091218
1,3,Central US,Central US Store 75,2019-05-15,Beauty/Health,Feminine Products,7,15,18633944
2,77,Central US,Central US Store 75,2019-04-09,Furniture,Indoor tables,7,15,56567616
3,22,Central US,Central US Store 75,2019-06-25,Electronics,Speakers,3,200,38475123
4,34,Central US,Central US Store 75,2019-06-24,Clothing,Womens,7,20,37033943
5,47,Central US,Central US Store 75,2019-04-29,Electronics,Speakers,4,200,71890714
6,85,Central US,Central US Store 75,2019-04-03,Electronics,Computers,3,50,36258297
7,23,Central US,Central US Store 75,2019-05-21,Beauty/Health,Oral care,12,15,22090243
8,48,Central US,Central US Store 75,2019-03-17,Electronics,Speakers,3,200,41176150
9,42,Central US,Central US Store 75,2019-07-04,Furniture,Indoor tables,7,75,85103280
10,42,Central US,Central US Store 75,2019-05-27,Electronics,Computers,4,100,88615883
11,73,Central US,Central US Store 75,2019-04-28,Beauty/Health,Bath,11,10,55768688
12,50,Central US,Central US Store 75,2019-07-12,Electronics,Tablets,4,100,67433646
13,6,Central US,Central US Store 75,2019-06-21,Clothing,Womens,10,12,12917986
14,97,Central US,Central US Store 75,2019-01-29,Furniture,Indoor seating,6,100,68541386
15,76,Central US,Central US Store 75,2019-05-01,Beauty/Health,Fragrances,5,10,57866183
16,84,Central US,Central US Store 75,2019-02-06,Baby,Car seats,4,30,47117215
17,1,Central US,Central US Store 75,2019-02-19,Beauty/Health,Haircare,4,6,27616818
18,56,Central US,Central US Store 75,2019-01-03,Clothing,Mens,3,25,61458065
19,83,Central US,Central US Store 75,2019-07-01,Electronics,Headphones,3,300,49069326
20,80,Central US,Central US Store 75,2019-06-01,Furniture,Indoor seating,12,30,51791186
21,80,Central US,Central US Store 75,2019-01-11,Clothing,Womens,6,20,52670503
22,79,Central US,Central US Store 75,2019-07-01,Furniture,Beds,7,30,35360454
