ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,11,West Europe,West Europe Store 80,2019-05-07,Furniture,Indoor seating,4,75,84631872
1,18,West Europe,West Europe Store 80,2019-05-17,Furniture,Indoor tables,8,75,28572655
2,14,West Europe,West Europe Store 80,2019-02-27,Baby,Diapers,1,30,58257547
3,23,West Europe,West Europe Store 80,2019-02-16,Clothing,Womens,3,25,25466402
4,36,West Europe,West Europe Store 80,2019-04-16,Clothing,Womens,10,25,90540188
5,63,West Europe,West Europe Store 80,2019-06-01,Beauty/Health,Haircare,7,14,62512564
6,18,West Europe,West Europe Store 80,2019-04-05,Baby,Baby toys,5,10,70355869
7,43,West Europe,West Europe Store 80,2019-06-04,Clothing,Mens,4,12,22719554
8,24,West Europe,West Europe Store 80,2019-05-09,Furniture,Patio furniture,5,75,87413430
9,64,West Europe,West Europe Store 80,2019-03-18,Electronics,Headphones,1,50,17162142
10,34,West Europe,West Europe Store 80,2019-02-01,Furniture,Patio furniture,1,40,14577548
11,93,West Europe,West Europe Store 80,2019-02-14,Furniture,Patio furniture,5,40,12422737
12,53,West Europe,West Europe Store 80,2019-04-11,Electronics,Cell Phones,2,50,53447811
13,17,West Europe,West Europe Store 80,2019-02-17,Clothing,Baby,3,12,89136678
14,70,West Europe,West Europe Store 80,2019-02-22,Clothing,Swimwear,4,25,57960558
15,89,West Europe,West Europe Store 80,2019-03-19,Furniture,Beds,1,30,36806353
16,4,West Europe,West Europe Store 80,2019-06-05,Furniture,Patio furniture,3,30,59296436
17,23,West Europe,West Europe Store 80,2019-05-16,Clothing,Womens,6,25,78453131
18,80,West Europe,West Europe Store 80,2019-04-02,Beauty/Health,Bath,1,14,12139455
19,17,West Europe,West Europe Store 80,2019-07-02,Furniture,Indoor seating,8,15,53226633
20,81,West Europe,West Europe Store 80,2019-03-02,Clothing,Swimwear,3,25,12216963
21,71,West Europe,West Europe Store 80,2019-05-08,Beauty/Health,Feminine Products,6,6,18985859
22,76,West Europe,West Europe Store 80,2019-04-08,Beauty/Health,Haircare,2,10,87863125
23,53,West Europe,West Europe Store 80,2019-04-11,Beauty/Health,Haircare,4,10,53601861
24,11,West Europe,West Europe Store 80,2019-04-13,Baby,Strollers,5,30,90866017
25,96,West Europe,West Europe Store 80,2019-03-19,Furniture,Beds,1,75,96772066
26,58,West Europe,West Europe Store 80,2019-03-11,Furniture,Indoor tables,1,15,80508707
27,43,West Europe,West Europe Store 80,2019-07-06,Baby,Diapers,3,30,70592895
28,44,West Europe,West Europe Store 80,2019-06-01,Electronics,Cell Phones,2,100,25932138
29,100,West Europe,West Europe Store 80,2019-03-27,Baby,Cribs,3,30,45741207
30,74,West Europe,West Europe Store 80,2019-02-15,Clothing,Womens,3,25,74932567
31,70,West Europe,West Europe Store 80,2019-05-16,Beauty/Health,Fragrances,9,15,94451302
32,54,West Europe,West Europe Store 80,2019-06-10,Furniture,Beds,3,100,48619599
33,89,West Europe,West Europe Store 80,2019-06-19,Baby,Strollers,10,10,94068851
34,53,West Europe,West Europe Store 80,2019-06-01,Electronics,Televisions,2,100,98087678
35,92,West Europe,West Europe Store 80,2019-03-29,Electronics,Speakers,2,200,96648916
36,93,West Europe,West Europe Store 80,2019-04-14,Beauty/Health,Makeup,3,10,25553041
37,49,West Europe,West Europe Store 80,2019-01-06,Baby,Strollers,1,30,89532345
38,98,West Europe,West Europe Store 80,2019-05-11,Electronics,Headphones,1,100,95373454
39,19,West Europe,West Europe Store 80,2019-03-20,Electronics,Computers,2,200,70555608
40,30,West Europe,West Europe Store 80,2019-01-17,Baby,Diaper bags,2,15,37688910
41,20,West Europe,West Europe Store 80,2019-01-03,Baby,Cribs,5,10,75102732
42,8,West Europe,West Europe Store 80,2019-03-02,Furniture,Patio furniture,2,40,56755710
43,3,West Europe,West Europe Store 80,2019-04-20,Clothing,Swimwear,8,13,85728818
44,65,West Europe,West Europe Store 80,2019-03-30,Clothing,Swimwear,3,25,26995626
45,15,West Europe,West Europe Store 80,2019-01-28,Clothing,Womens,2,20,31425747
46,93,West Europe,West Europe Store 80,2019-04-03,Furniture,Indoor seating,5,15,31701236
47,90,West Europe,West Europe Store 80,2019-04-01,Baby,Strollers,1,15,23530231
48,83,West Europe,West Europe Store 80,2019-03-25,Clothing,Shoes,4,13,48354837
49,36,West Europe,West Europe Store 80,2019-05-15,Electronics,Headphones,2,100,51042717
50,51,West Europe,West Europe Store 80,2019-03-21,Baby,Car seats,5,10,77759473
51,90,West Europe,West Europe Store 80,2019-01-05,Clothing,Womens,1,20,35818284
52,93,West Europe,West Europe Store 80,2019-06-16,Clothing,Womens,3,10,68714457
53,48,West Europe,West Europe Store 80,2019-01-12,Beauty/Health,Oral care,5,6,32679587
54,94,West Europe,West Europe Store 80,2019-01-07,Furniture,Patio furniture,1,40,32925139
55,22,West Europe,West Europe Store 80,2019-06-24,Clothing,Mens,7,20,21482629
56,64,West Europe,West Europe Store 80,2019-04-16,Clothing,Mens,5,13,92507662
57,11,West Europe,West Europe Store 80,2019-01-23,Furniture,Indoor seating,5,75,35105223
58,95,West Europe,West Europe Store 80,2019-06-05,Furniture,Indoor seating,5,100,12284035
59,75,West Europe,West Europe Store 80,2019-04-13,Baby,Strollers,3,10,35754963
60,24,West Europe,West Europe Store 80,2019-02-28,Beauty/Health,Makeup,5,15,81561316
61,78,West Europe,West Europe Store 80,2019-03-17,Beauty/Health,Oral care,4,6,72659527
62,91,West Europe,West Europe Store 80,2019-01-05,Baby,Car seats,5,30,86154709
63,16,West Europe,West Europe Store 80,2019-01-09,Beauty/Health,Oral care,5,10,90286534
64,47,West Europe,West Europe Store 80,2019-02-12,Beauty/Health,Haircare,4,14,15675430
65,72,West Europe,West Europe Store 80,2019-06-16,Beauty/Health,Haircare,4,10,75888459
66,21,West Europe,West Europe Store 80,2019-04-20,Beauty/Health,Haircare,10,6,22990932
67,38,West Europe,West Europe Store 80,2019-02-12,Furniture,Indoor seating,5,75,98697138
68,45,West Europe,West Europe Store 80,2019-03-27,Clothing,Mens,4,25,16241572
69,69,West Europe,West Europe Store 80,2019-03-07,Baby,Diaper bags,1,30,39533681
70,84,West Europe,West Europe Store 80,2019-02-02,Clothing,Swimwear,5,13,31012684
71,13,West Europe,West Europe Store 80,2019-02-11,Electronics,Cell Phones,2,100,58417153
72,43,West Europe,West Europe Store 80,2019-02-12,Beauty/Health,Oral care,4,10,38546106
73,24,West Europe,West Europe Store 80,2019-07-06,Beauty/Health,Feminine Products,7,10,82208739
74,98,West Europe,West Europe Store 80,2019-05-13,Electronics,Cell Phones,2,300,88314524
75,29,West Europe,West Europe Store 80,2019-06-27,Baby,Baby toys,7,30,82519215
76,79,West Europe,West Europe Store 80,2019-01-04,Clothing,Shoes,1,10,79826535
77,14,West Europe,West Europe Store 80,2019-01-17,Clothing,Swimwear,2,12,17874723
78,42,West Europe,West Europe Store 80,2019-07-04,Clothing,Swimwear,6,25,50859099
79,31,West Europe,West Europe Store 80,2019-03-19,Electronics,Televisions,1,300,44999174
80,36,West Europe,West Europe Store 80,2019-01-31,Baby,Car seats,4,15,89795065
81,22,West Europe,West Europe Store 80,2019-02-06,Beauty/Health,Makeup,3,14,79495094
82,28,West Europe,West Europe Store 80,2019-01-10,Beauty/Health,Makeup,2,10,87115921
83,63,West Europe,West Europe Store 80,2019-04-17,Beauty/Health,Fragrances,6,10,25878794
84,68,West Europe,West Europe Store 80,2019-03-25,Electronics,Cell Phones,1,100,79928663
85,11,West Europe,West Europe Store 80,2019-06-16,Baby,Strollers,6,30,18924063
86,40,West Europe,West Europe Store 80,2019-05-14,Beauty/Health,Oral care,5,10,28085569
87,25,West Europe,West Europe Store 80,2019-01-27,Beauty/Health,Bath,2,6,26486277
88,87,West Europe,West Europe Store 80,2019-02-12,Baby,Diaper bags,3,10,91083366
89,9,West Europe,West Europe Store 80,2019-03-05,Electronics,Tablets,2,300,82121960
