ordernum,quant,region,store,saledate,dep,item,unitsold,unitprice,employeeID
0,68,West US,West US Store 34,2019-04-28,Baby,Diaper bags,12,30,32173388
1,19,West US,West US Store 34,2019-05-30,Furniture,Indoor seating,6,75,23879913
2,10,West US,West US Store 34,2019-05-06,Baby,Cribs,8,15,31066427
3,69,West US,West US Store 34,2019-06-29,Baby,Diaper bags,12,15,85661411
4,17,West US,West US Store 34,2019-04-04,Baby,Baby toys,3,5,67249761
5,25,West US,West US Store 34,2019-02-28,Furniture,Pool furniture,5,30,12291055
6,85,West US,West US Store 34,2019-07-04,Furniture,Pool furniture,5,75,44465034
7,10,West US,West US Store 34,2019-07-01,Clothing,Baby,6,12,96961597
8,16,West US,West US Store 34,2019-02-19,Electronics,Televisions,3,100,60910070
9,70,West US,West US Store 34,2019-01-25,Clothing,Mens,4,25,97694553
10,19,West US,West US Store 34,2019-06-24,Beauty/Health,Makeup,7,10,39128810
11,36,West US,West US Store 34,2019-02-06,Baby,Cribs,5,5,96625668
12,100,West US,West US Store 34,2019-01-15,Furniture,Patio furniture,5,15,48355232
13,85,West US,West US Store 34,2019-07-13,Baby,Diaper bags,5,15,20301492
14,40,West US,West US Store 34,2019-07-08,Electronics,Tablets,3,200,83894286
15,96,West US,West US Store 34,2019-06-21,Beauty/Health,Haircare,9,10,29492966
16,59,West US,West US Store 34,2019-07-13,Baby,Strollers,9,15,21838799
17,21,West US,West US Store 34,2019-02-04,Electronics,Cell Phones,3,300,52553206
18,1,West US,West US Store 34,2019-06-20,Electronics,Tablets,4,100,17376155
19,13,West US,West US Store 34,2019-05-28,Furniture,Indoor tables,10,30,70360474
20,17,West US,West US Store 34,2019-04-21,Clothing,Mens,12,12,39554314
21,26,West US,West US Store 34,2019-07-07,Beauty/Health,Oral care,11,10,46706053
22,44,West US,West US Store 34,2019-01-31,Electronics,Tablets,3,200,85421515
23,77,West US,West US Store 34,2019-02-24,Furniture,Pool furniture,3,75,64156231
24,71,West US,West US Store 34,2019-04-11,Beauty/Health,Skincare,7,6,43316106
25,14,West US,West US Store 34,2019-01-16,Furniture,Beds,5,15,54759688
26,59,West US,West US Store 34,2019-01-01,Furniture,Indoor seating,4,30,56955761
27,81,West US,West US Store 34,2019-03-25,Beauty/Health,Makeup,6,10,58978477
28,25,West US,West US Store 34,2019-03-23,Beauty/Health,Fragrances,5,10,79085335
29,37,West US,West US Store 34,2019-05-14,Baby,Diaper bags,5,15,29093102
30,19,West US,West US Store 34,2019-06-12,Electronics,Computers,4,100,77159961
31,50,West US,West US Store 34,2019-05-23,Electronics,Computers,3,200,38838067
32,53,West US,West US Store 34,2019-06-28,Baby,Car seats,6,30,17782034
33,10,West US,West US Store 34,2019-02-18,Beauty/Health,Makeup,6,15,27573743
34,52,West US,West US Store 34,2019-02-14,Electronics,Speakers,3,100,11016836
35,8,West US,West US Store 34,2019-04-07,Furniture,Indoor tables,4,100,50505557
36,73,West US,West US Store 34,2019-05-25,Baby,Baby toys,9,30,89274809
37,52,West US,West US Store 34,2019-07-03,Electronics,Tablets,4,50,18177742
38,40,West US,West US Store 34,2019-06-07,Beauty/Health,Skincare,9,10,32941860
39,57,West US,West US Store 34,2019-01-31,Furniture,Pool furniture,7,30,98547466
40,25,West US,West US Store 34,2019-05-04,Furniture,Pool furniture,11,100,40649471
41,40,West US,West US Store 34,2019-04-02,Clothing,Shoes,6,25,53653545
42,33,West US,West US Store 34,2019-01-02,Beauty/Health,Makeup,4,10,65923714
43,85,West US,West US Store 34,2019-04-01,Clothing,Shoes,3,25,88696574
44,33,West US,West US Store 34,2019-03-24,Baby,Diaper bags,5,30,34355547
45,100,West US,West US Store 34,2019-07-08,Clothing,Womens,5,25,94112997
46,45,West US,West US Store 34,2019-06-25,Furniture,Patio furniture,6,30,83684742
47,39,West US,West US Store 34,2019-05-22,Furniture,Indoor tables,9,40,13644889
48,17,West US,West US Store 34,2019-01-31,Beauty/Health,Fragrances,7,10,82718172
49,30,West US,West US Store 34,2019-03-10,Beauty/Health,Skincare,5,10,87362261
50,4,West US,West US Store 34,2019-03-31,Furniture,Indoor seating,7,30,94684026
51,45,West US,West US Store 34,2019-07-16,Baby,Diapers,9,30,56908227
52,58,West US,West US Store 34,2019-07-15,Clothing,Swimwear,12,10,38667938
53,97,West US,West US Store 34,2019-03-09,Clothing,Mens,4,13,52930502
54,91,West US,West US Store 34,2019-03-20,Furniture,Indoor tables,6,15,78445304
55,75,West US,West US Store 34,2019-02-01,Clothing,Baby,6,20,23727746
56,52,West US,West US Store 34,2019-07-03,Electronics,Headphones,4,200,67924647
57,30,West US,West US Store 34,2019-05-10,Clothing,Shoes,5,12,43229650
58,9,West US,West US Store 34,2019-05-01,Baby,Strollers,12,10,76080221
59,56,West US,West US Store 34,2019-05-17,Beauty/Health,Bath,11,10,70294679
60,83,West US,West US Store 34,2019-07-02,Baby,Strollers,12,12,80523136
61,98,West US,West US Store 34,2019-01-21,Electronics,Televisions,4,200,42088907
62,2,West US,West US Store 34,2019-03-23,Electronics,Cell Phones,4,50,65558751
63,69,West US,West US Store 34,2019-04-14,Electronics,Cell Phones,3,50,25838423
64,91,West US,West US Store 34,2019-02-23,Baby,Diaper bags,3,15,55260643
65,44,West US,West US Store 34,2019-01-23,Baby,Diapers,6,5,56668711
66,4,West US,West US Store 34,2019-02-26,Clothing,Kids,7,20,49036238
67,85,West US,West US Store 34,2019-06-25,Electronics,Televisions,3,200,62453178
68,34,West US,West US Store 34,2019-01-04,Beauty/Health,Skincare,3,6,97664467
69,100,West US,West US Store 34,2019-04-04,Baby,Strollers,3,15,82287808
70,83,West US,West US Store 34,2019-05-08,Electronics,Computers,4,200,27602867
71,64,West US,West US Store 34,2019-03-20,Clothing,Swimwear,4,13,13842936
